Name,Northing,Easting,Elevation,Description,Date Taken
3041,5010.753541,4985.464137,100.500442,CHECK 210712,21/07/2012
3042,5010.935472,5001.272667,98.238267,EL_C1_49_N,21/07/2012
3043,5010.335403,5001.838954,98.193627,EL_C1_49_E,21/07/2012
3044,5009.663125,5001.173184,98.216188,EL_C1_49_S,21/07/2012
3045,5010.155414,5000.66402,98.251618,EL_C1_49_W,21/07/2012
3046,5010.133412,5001.354077,98.194701,EL_C1_49_C,21/07/2012
3047,5011.819842,5001.532392,98.258422,PF_D2_49_L1734,21/07/2012
3048,5012.314334,5001.155482,98.250688,EL_D2_49_N,21/07/2012
3049,5011.668187,5001.928597,98.224956,EL_D2_49_E,21/07/2012
3050,5010.919361,5001.283448,98.246369,EL_D2_49_S,21/07/2012
3051,5011.564107,5000.599966,98.297206,EL_D2_49_W,21/07/2012
3052,5011.66271,5001.315336,98.263987,EL_D2_49_C,21/07/2012
3053,5011.356305,5000.562698,98.27801,PF_C2_49_L1735,21/07/2012
3054,5012.199572,4999.833316,98.256233,EL_C3_49_N,21/07/2012
3055,5011.548097,5000.560965,98.28904,EL_C3_49_E,21/07/2012
3056,5010.922915,4999.942163,98.251588,EL_C3_49_S,21/07/2012
3057,5011.580414,4999.324167,98.25523,EL_C3_49_W,21/07/2012
3058,5011.502667,4999.953464,98.25712,EL_C3_49_C,21/07/2012
3059,5011.547151,5000.57288,98.290079,EL_C2_49_N,21/07/2012
3060,5010.819606,5000.029257,98.253558,EL_C2_49_W,21/07/2012
3061,5010.91168,5001.275667,98.241411,EL_C2_49_E,21/07/2012
3062,5010.230573,5000.637367,98.255615,EL_C2_49_S,21/07/2012
3063,5010.868857,5000.683772,98.240443,EL_C2_49_C,21/07/2012
3064,5010.898621,5001.304385,98.221218,EL_C1_50_N,21/07/2012
3065,5010.149186,5000.654008,98.226653,EL_C1_50_W,21/07/2012
3066,5010.326506,5001.966873,98.165936,EL_C1_50_E,21/07/2012
3067,5009.569371,5001.268761,98.189282,EL_C1_50_S,21/07/2012
3068,5010.191905,5001.38869,98.152888,EL_C1_50_C,21/07/2012
3069,5011.64844,5001.964288,98.200624,EL_D1_50_N,21/07/2012
3070,5010.900209,5001.309505,98.217122,EL_D1_50_W,21/07/2012
3071,5010.403612,5001.982473,98.163204,EL_D1_50_S,21/07/2012
3072,5011.168114,5002.470232,98.152778,EL_D1_50_E,21/07/2012
3073,5010.841683,5001.943167,98.180484,EL_D1_50_C,21/07/2012
3074,5011.506542,5001.207797,98.23557,PF_D2_50_L1736,21/07/2012
3075,5012.275964,4999.819916,98.225682,EL_C3_50_N,21/07/2012
3076,5011.566929,5000.537153,98.234908,EL_C3_50_E,21/07/2012
3077,5010.773297,4999.983104,98.235718,EL_C3_50_S,21/07/2012
3078,5011.525847,4999.340117,98.222523,EL_C3_50_W,21/07/2012
3079,5011.516032,4999.931434,98.231658,EL_C3_50_C,21/07/2012
3080,5010.97037,5002.008392,98.175968,PF_D1_51_L1737,21/07/2012
3081,5011.056017,5001.985641,98.177685,PF_D1_51_L1737,21/07/2012
3082,5010.88941,5001.317967,98.175463,EL_C1_51_N,21/07/2012
3083,5010.14099,5000.648513,98.194697,EL_C1_51_W,21/07/2012
3084,5010.084338,5001.384153,98.12773,EL_C1_51_C,21/07/2012
3085,5010.303243,5001.912462,98.122942,EL_C1_51_E,21/07/2012
3086,5009.581284,5001.255319,98.155379,EL_C1_51_S,21/07/2012
3087,5011.574663,5002.038855,98.162238,EL_D1_51_N,21/07/2012
3088,5010.88607,5001.338593,98.177063,EL_D1_51_W,21/07/2012
3089,5010.341494,5001.964627,98.123133,EL_D1_51_S,21/07/2012
3090,5010.919843,5002.030788,98.141199,EL_D1_51_C,21/07/2012
3091,5012.301551,5001.157593,98.191369,EL_D2_51_N,21/07/2012
3092,5011.582653,5001.948081,98.152069,EL_D2_51_E,21/07/2012
3093,5011.546938,5000.600028,98.205884,EL_D2_51_W,21/07/2012
3094,5011.667402,5001.298188,98.20017,EL_D2_51_C,21/07/2012
3095,5010.906514,5001.311887,98.17938,EL_D2_51_S,21/07/2012
3096,5010.906781,5001.311973,98.179858,EL_C2_51_E,21/07/2012
3097,5010.137914,5000.636638,98.192609,EL_C2_51_S,21/07/2012
3098,5010.915937,5000.608028,98.171606,EL_C2_51_C,21/07/2012
3099,5011.538354,5000.606057,98.206477,EL_C2_51_C,21/07/2012
3100,5010.818519,4999.949779,98.194918,EL_C2_51_W,21/07/2012
3101,5010.8246,4999.94604,98.199906,EL_C3_51_S,21/07/2012
3102,5011.547669,5000.535386,98.206428,EL_C3_51_E,21/07/2012
3103,5011.536958,4999.253472,98.209498,EL_C3_51_W,21/07/2012
3104,5012.228681,4999.868263,98.204637,EL_C3_51_N,21/07/2012
3105,5011.51543,4999.847252,98.204641,EL_C3_51_C,21/07/2012
3106,5010.646932,5002.179545,98.156495,PF_D1_52_L1738,21/07/2012
3107,5011.692315,5000.82054,98.17289,PF_D2_52_L1739,21/07/2012
3108,5012.319607,5001.163029,98.171976,EL_D2_52_N,21/07/2012
3109,5011.665978,5001.944073,98.135467,EL_D2_52_E,21/07/2012
3110,5010.903265,5001.316704,98.146067,EL_D2_52_S,21/07/2012
3111,5011.54853,5000.578557,98.17079,EL_D2_52_W,21/07/2012
3112,5011.663302,5001.3029,98.171924,EL_D2_52_C,21/07/2012
3113,5011.549198,5000.577361,98.168858,EL_C2_52_N,21/07/2012
3114,5010.914621,5001.29005,98.142997,EL_C2_52_E,21/07/2012
3115,5010.187045,5000.627248,98.145873,EL_C2_52_S,21/07/2012
3116,5010.74766,5000.012477,98.176731,EL_C2_52_W,21/07/2012
3117,5010.867217,5000.630786,98.138786,EL_C2_52_C,21/07/2012
3118,5010.901699,5001.315334,98.147217,EL_C1_52_N,21/07/2012
3119,5010.158045,5000.644478,98.14876,EL_C1_52_W,21/07/2012
3120,5010.164956,5001.4022,98.104802,EL_C1_52_C,21/07/2012
3121,5010.39396,5002.056054,98.07903,EL_C1_52_E,21/07/2012
3122,5009.568571,5001.278608,98.123329,EL_C1_52_S,21/07/2012
3123,5011.659756,5001.93083,98.134996,EL_D1_52_N,21/07/2012
3124,5010.936858,5001.324986,98.14746,EL_D1_52_W,21/07/2012
3125,5010.384856,5002.050764,98.081843,EL_D1_52_S,21/07/2012
3126,5011.060171,5002.576176,98.059152,EL_D1_52_E,21/07/2012
3127,5010.958941,5002.052503,98.100123,EL_D1_52_C,21/07/2012
3128,5012.208278,4999.841525,98.1744,EL_C3_52_N,21/07/2012
3129,5011.543328,4999.253828,98.181052,EL_C3_52_W,21/07/2012
3130,5010.819735,4999.901794,98.182288,EL_C3_52_S,21/07/2012
3131,5011.538462,5000.558419,98.1649,EL_C3_52_W,21/07/2012
3132,5011.58038,4999.894856,98.167418,EL_C3_52_C,21/07/2012
3133,5010.565051,5001.7925,98.074977,PF_B1_53_L1740,21/07/2012
3134,5010.944322,5000.678109,98.119488,PF_C2_53_L1741,21/07/2012
3135,5011.069765,5000.487446,98.223485,PF_C2_53_R73,21/07/2012
3136,5010.791438,5000.390932,98.268271,PF_C2_53_R73,21/07/2012
3137,5010.759936,5000.199207,98.26305,PF_C2_53_R73,21/07/2012
3138,5011.043402,5000.211258,98.206188,PF_C2_53_R73,21/07/2012
3139,5010.913348,5000.331086,98.24493,PF_C2_53_R73,21/07/2012
3140,5011.020743,5000.504845,98.114367,PF_C2_53_R73,21/07/2012
3141,5010.768697,5000.244305,98.158841,PF_C2_53_R73,21/07/2012
3142,5011.007156,5000.211582,98.093324,PF_C2_53_R73,21/07/2012
3143,5011.006661,5000.212028,98.089668,PF_C2_53_R73,21/07/2012
3144,5010.917304,5000.323173,98.136203,PF_C2_53_R73,21/07/2012
3145,5011.666756,5001.941688,98.093879,EL_D1_53_N,21/07/2012
3146,5010.910789,5001.320882,98.111696,EL_D1_53_W,21/07/2012
3147,5010.290114,5001.995967,98.047886,EL_D1_53_S,21/07/2012
3148,5011.042944,5002.604349,98.019858,EL_D1_53_W,21/07/2012
3149,5010.866403,5002.041749,98.059288,EL_D1_53_C,21/07/2012
3150,5010.883998,5001.280152,98.104803,EL_C1_53_N,21/07/2012
3151,5010.342656,5002.041949,98.046174,EL_C1_53_E,21/07/2012
3152,5009.549879,5001.282044,98.103047,EL_C1_53_S,21/07/2012
3153,5010.171252,5000.638842,98.112984,EL_C1_53_W,21/07/2012
3154,5010.173728,5001.453896,98.064185,EL_C1_53_C,21/07/2012
3155,5011.546964,5000.573467,98.138374,EL_C2_53_N,21/07/2012
3156,5010.788302,4999.96526,98.133102,EL_C2_53_W,21/07/2012
3157,5010.894565,5001.304775,98.105765,EL_C2_53_E,21/07/2012
3158,5010.185458,5000.610561,98.118534,EL_C2_53_S,21/07/2012
3159,5010.908043,5000.684231,98.101783,EL_C2_53_C,21/07/2012
3160,5012.21144,4999.849924,98.142098,EL_C3_53_N,21/07/2012
3161,5011.55397,4999.266125,98.160259,EL_C3_53_W,21/07/2012
3162,5011.534983,5000.548254,98.126226,EL_C3_53_E,21/07/2012
3163,5010.797674,4999.962247,98.136364,EL_C3_53_S,21/07/2012
3164,5011.542837,4999.927463,98.141221,EL_C3_53_C,21/07/2012
3165,5012.306891,5001.157534,98.138061,EL_D2_53_N,21/07/2012
3166,5011.661331,5001.941757,98.110728,EL_D2_53_E,21/07/2012
3167,5011.606339,5001.252223,98.136476,EL_D2_53_C,21/07/2012
3168,5010.929997,5001.313443,97.55575,EL_D2_53_S,21/07/2012
3169,5011.553246,5000.576563,97.587444,EL_D2_53_W,21/07/2012
3170,5011.543803,5000.585285,98.09724,EL_C2_54_N,21/07/2012
3171,5010.866409,4999.893148,98.092648,EL_C2_54_W,21/07/2012
3172,5010.821293,5000.664274,98.081336,EL_C2_54_C,21/07/2012
3173,5010.929388,5001.247668,98.072143,EL_C2_54_E,21/07/2012
3174,5010.175337,5000.634301,98.093509,EL_C2_54_E,21/07/2012
3175,5012.215374,4999.842047,98.111947,EL_C3_54_N,21/07/2012
3176,5011.547371,5000.551276,98.103165,EL_C3_54_E,21/07/2012
3177,5010.866974,4999.903383,98.106949,EL_C3_54_S,21/07/2012
3178,5011.527271,4999.258971,98.112767,EL_C3_54_W,21/07/2012
