Name,Y,X,Elevation,Description,Date Taken
2179,5011.295835,4985.538215,100.535401,CHECK 080712,8/07/2012
2180,5013.519846,5001.397594,99.759147,PF_E320A_C14X100,8/07/2012
2181,5011.458394,5000.470302,99.760466,PF_C320_C14X101,8/07/2012
2182,5013.329049,5001.606297,99.769863,PF_E3_20A_SF43,8/07/2012
2183,5013.266283,5001.526649,99.758201,PF_E3_20A_SF43,8/07/2012
2184,5013.230563,5001.376942,99.767082,PF_E3_20A_SF43,8/07/2012
2185,5013.323783,5001.219188,99.765553,PF_E3_20A_SF43,8/07/2012
2186,5013.494736,5001.255496,99.762979,PF_E3_20A_SF43,8/07/2012
2187,5013.581176,5001.305844,99.774248,PF_E3_20A_SF43,8/07/2012
2188,5013.396968,5001.461035,99.676726,PF_E3_20A_SF43,8/07/2012
2189,5013.340909,5001.377003,99.68302,PF_E3_20A_SF43,8/07/2012
2190,5013.354027,5001.464287,99.683935,PF_E3_20A_SF43,8/07/2012
2191,5013.399966,5001.335688,99.685982,PF_E3_20A_SF43,8/07/2012
2192,5011.840415,5000.81776,99.799138,PF_D3_20_L659,8/07/2012
2193,5011.700955,5000.764132,99.792805,PF_D3_20_L660,8/07/2012
2194,5012.250387,5001.433726,99.79268,PF_E3_20_C14X102,8/07/2012
2195,5013.020342,5001.548704,99.738029,PF_E3_20_L661,8/07/2012
2196,5012.852463,5000.681518,99.75615,EL_D3_20_N,8/07/2012
2197,5012.175624,5001.360849,99.757258,EL_D3_20_E,8/07/2012
2198,5011.494309,5000.734458,99.766458,EL_D3_20_S,8/07/2012
2199,5012.155709,5000.061531,99.770724,EL_D3_20_W,8/07/2012
2200,5012.106946,5000.680205,99.760594,EL_D3_20_C,8/07/2012
2201,5012.122518,5000.04049,99.780421,EL_C3_20_N,8/07/2012
2202,5011.45962,5000.681535,99.764177,EL_C3_20_E,8/07/2012
2203,5010.777939,5000.026442,99.754819,EL_C3_20_S,8/07/2012
2204,5011.483666,4999.393018,99.75464,EL_C3_20_W,8/07/2012
2205,5011.560859,5000.124376,99.763394,EL_C3_20_C,8/07/2012
2206,5011.436925,4999.372516,99.758725,EL_B3_20_N,8/07/2012
2207,5010.774743,5000.025881,99.751911,EL_B3_20_E,8/07/2012
2208,5010.781213,4998.613403,99.755033,EL_B3_20_W,8/07/2012
2209,5010.757394,4999.225997,99.747714,EL_B3_20_C,8/07/2012
2210,5013.069114,5000.310021,99.776734,PF_D4_20_L662,8/07/2012
2211,5010.484697,5000.195402,99.751908,PF_B2_20_C14X103,8/07/2012
2212,5010.695868,5000.048134,99.795648,PF_B2_20_L663,8/07/2012
2213,5012.185853,4999.312298,99.779604,PF_C4_20_R72,8/07/2012
2214,5012.202962,4999.239298,99.775956,PF_C4_20_R72,8/07/2012
2215,5012.254285,4999.252231,99.774595,PF_C4_20_R72,8/07/2012
2216,5012.256864,4999.312219,99.777457,PF_C4_20_R72,8/07/2012
2217,5012.216127,4999.246846,99.753129,PF_C4_20_R72,8/07/2012
2218,5012.215712,4999.315212,99.756824,PF_C4_20_R72,8/07/2012
2219,5012.264182,4999.280977,99.762927,PF_C4_20_R72,8/07/2012
2220,5012.29209,4999.082018,99.80775,PF_C4_20_R73,8/07/2012
2221,5012.315603,4999.155304,99.792193,PF_C4_20_R73,8/07/2012
2222,5012.35305,4999.087215,99.803383,PF_C4_20_R73,8/07/2012
2223,5012.275617,4999.081393,99.790683,PF_C4_20_R73,8/07/2012
2224,5012.298292,4999.156454,99.769631,PF_C4_20_R73,8/07/2012
2225,5012.348235,4999.158055,99.774061,PF_C4_20_R73,8/07/2012
2226,5012.922737,5001.979303,99.728912,EL_E3_20_E,8/07/2012
2227,5012.268059,5001.402766,99.751675,EL_E3_20_S,8/07/2012
2228,5012.900922,5000.749162,99.747816,EL_E3_20_W,8/07/2012
2229,5012.838423,5001.390832,99.748632,EL_E3_20_C,8/07/2012
2230,5012.799873,5000.865613,99.737995,EL_E3_20B_C,8/07/2012
2231,5014.200031,5000.668651,99.753906,EL_E4_20_N,8/07/2012
2232,5013.542171,5001.33665,99.744042,EL_E4_20_E,8/07/2012
2233,5012.96264,5000.694042,99.759408,EL_E4_20_S,8/07/2012
2234,5013.543397,5000.001177,99.764746,EL_E4_20_W,8/07/2012
2235,5013.58755,5000.706815,99.74383,EL_E4_20_C,8/07/2012
2236,5013.496588,4999.9328,99.775657,EL_D4_20_N,8/07/2012
2237,5012.925752,5000.616798,99.760917,EL_D4_20_E,8/07/2012
2238,5012.202891,5000.023433,99.765439,EL_D4_20_S,8/07/2012
2239,5012.869288,4999.347242,99.782976,EL_D4_20_W,8/07/2012
2240,5012.876965,5000.040223,99.768256,EL_D4_20_C,8/07/2012
2241,5012.794538,4999.289134,99.776862,EL_C4_20_N,8/07/2012
2242,5012.141292,4999.971197,99.753903,EL_C4_20_E,8/07/2012
2243,5011.583773,4999.36846,99.755952,EL_C4_20_S,8/07/2012
2244,5012.241027,4998.717128,99.755194,EL_C4_20_W,8/07/2012
2245,5012.158039,4999.380492,99.75252,C4_20_C,8/07/2012
2246,5010.448652,5000.119356,99.755605,PF_B2_20_L663,8/07/2012
2247,5010.381803,5000.039712,99.73519,PF_B2_20_HB654,8/07/2012
2248,5010.765595,5000.000842,99.745728,EL_B2_20_N,8/07/2012
2249,5010.432835,5000.349626,99.723495,EL_B2_20_E,8/07/2012
2250,5012.080013,5002.035306,99.712207,PF_E2_21_L666,8/07/2012
2251,5011.655697,5002.390873,99.69285,PF_E1_21_L667,8/07/2012
2252,5011.727474,5002.604427,99.722481,PF_E1_21_L668,8/07/2012
2253,5011.714203,5002.450156,99.667656,PF_E1_21_GS3,8/07/2012
2254,5011.670691,5002.561052,99.667751,PF_E1_21_L669,8/07/2012
2255,5011.581614,5002.41613,99.650645,PF_E1_21_GS4,8/07/2012
2256,5011.465282,5002.270911,99.645919,PF_E1_21_L670,8/07/2012
2257,5011.495663,5002.244214,99.63741,PF_E1_21_L671,8/07/2012
2258,5011.608793,5002.468928,99.660263,PF_E1_21_L672,8/07/2012
2259,5011.694716,5002.577809,99.629325,PF_E1_21_HM165,8/07/2012
2260,5011.636228,5002.487947,99.628374,PF_E1_21_C14X104,8/07/2012
2261,5011.355878,5002.111023,99.583082,EL_D1_21_C,8/07/2012
2262,5011.556599,5002.399301,99.587632,PF_E1_21_L673,8/07/2012
2263,5011.748997,5002.554782,99.613928,PF_E1_21_L674,8/07/2012
2264,5011.714787,5002.565446,99.616167,PF_E1_21_L675,8/07/2012
2265,5011.68515,5002.572719,99.617752,PF_E1_21_L676,8/07/2012
2266,5011.604759,5002.435202,99.593426,PF_E1_21_HM166,8/07/2012
2267,5011.203619,5001.659582,99.682694,PF_D2_21_L677,8/07/2012
2268,5010.788543,5001.233731,99.698761,PF_C2_21_L678,8/07/2012
2269,5011.599922,5002.420489,99.575634,EL_E1_21_N,8/07/2012
2270,5011.220924,5001.794135,99.705026,PF_D2_21_GS5,8/07/2012
2271,5011.16912,5001.836123,99.655076,PF_D2_21_GS5,8/07/2012
2272,5011.320456,5001.516357,99.715532,PF_D2_21A_SF44,8/07/2012
2273,5011.206422,5001.480308,99.706975,PF_D2_21A_SF44,8/07/2012
2274,5011.201914,5001.605225,99.686422,PF_D2_21A_SF44,8/07/2012
2275,5011.336086,5001.66103,99.687665,PF_D2_21A_SF44,8/07/2012
2276,5011.254011,5001.575346,99.611814,PF_D2_21A_SF44,8/07/2012
2277,5010.82718,5001.017705,99.991917,PF_C2_21_GS6,8/07/2012
2278,5011.948818,5002.339244,99.623155,PF_E2_21_L679,8/07/2012
2279,5010.643802,5001.103388,99.041078,PF_C2_21A_L681,8/07/2012
2280,5012.31701,5002.049654,99.705891,PF_E2_21_L682,8/07/2012
2281,5012.177371,5001.387757,99.70289,EL_D2_21_N,8/07/2012
2282,5011.47347,5002.051808,99.616845,EL_D2_21_E,8/07/2012
2283,5010.866514,5001.31249,99.660679,EL_D2_21_S,8/07/2012
2284,5011.474219,5000.725739,99.703104,EL_D2_21_W,8/07/2012
2285,5011.409991,5001.31684,99.695927,EL_D2_21_C,8/07/2012
2286,5012.232319,5001.837275,99.662141,PF_E2_21_L688,8/07/2012
2287,5011.454553,5000.684718,99.702568,EL_C2_21_N,8/07/2012
2288,5010.891019,5001.283986,99.66906,EL_C2_21_E,8/07/2012
2289,5010.462085,5000.325998,99.660767,EL_C2_21_S,8/07/2012
2290,5010.784159,5000.063508,99.681383,EL_C2_21_W,8/07/2012
2291,5010.809326,5000.706015,99.683266,EL_C2_21_C,8/07/2012
2292,5011.860529,5000.978945,99.725693,PF_D3_21_L689,8/07/2012
