Name,Y,X,Elevation,Description,Date Taken
888,5011.276199,4985.528009,100.520734,CHECK,30/06/2012
889,5016.177718,4982.930008,100.10886,CHECK,30/06/2012
890,5011.27232,4985.52667,100.518911,CHECK,30/06/2012
891,5012.348161,5002.533557,100.156881,PF_E2_12_HM82,30/06/2012
892,5012.301774,5002.539422,100.143026,PF_E2_12_L239,30/06/2012
893,5012.125989,5002.470784,100.140865,PF_E2_12_HM83,30/06/2012
894,5012.257482,5002.45587,100.1324,PF_E2_12_L240,30/06/2012
895,5012.286702,5002.528325,100.140203,E_E2_12_E,30/06/2012
896,5012.851867,5001.987369,100.176651,EL_E2_12_N,30/06/2012
897,5012.204223,5001.457303,100.141165,EL_E2_12_W,30/06/2012
898,5011.657712,5001.82204,100.125755,EL_E2_12_S,30/06/2012
899,5012.305391,5001.987552,100.141822,EL_E2_12_C,30/06/2012
CP1,5016,5006,100.37,control point,30/06/2012
TBM03,5020,5003,100.795,TBM03,30/06/2012
TBM04,5009,4996,100.754,TBM04,30/06/2012
