Name,Northing,Easting,Elevation,Description,Date Taken
3487,5010.727616,4985.350265,100.500918,CHECK230712,23/07/2012
3488,5010.75612,4985.478197,100.498013,CHECK230712,23/07/2012
3489,5010.425448,4999.526177,97.751641,PF_B2_64_L1783,23/07/2012
3490,5010.019036,4999.740414,97.791937,PF_B2_64_ART28,23/07/2012
3491,5010.741245,4999.768202,97.729688,EL_B2_64_N,23/07/2012
3492,5010.219065,4999.274939,97.741118,EL_B2_64_W,23/07/2012
3493,5010.066412,4999.774138,97.760138,EL_B2_64_C,23/07/2012
3494,5010.212741,5000.521105,97.756879,EL_B2_64_E,23/07/2012
3495,5009.575734,4999.836944,97.762035,EL_B2_64_S,23/07/2012
3496,5010.990095,4999.852504,98.084754,PF_B2_65_R82,23/07/2012
3497,5010.95992,5000.009188,98.072537,PF_B2_65_R82,23/07/2012
3498,5010.862603,5000.019603,98.059083,PF_B2_65_R82,23/07/2012
3499,5010.831217,4999.837829,98.018557,PF_B2_65_R82,23/07/2012
3500,5010.935884,4999.986331,97.880741,PF_B2_65_R82,23/07/2012
3501,5010.985459,4999.889652,97.911022,PF_B2_65_R82,23/07/2012
3502,5010.229594,5000.045692,97.817441,PF_B2_65_R83,23/07/2012
3503,5010.056034,4999.860742,97.834129,PF_B2_65_R83,23/07/2012
3504,5010.08483,4999.800663,97.80432,PF_B2_65_R83,23/07/2012
3505,5010.25937,4999.904769,97.794381,PF_B2_65_R83,23/07/2012
3506,5010.242611,5000.032985,97.755516,PF_B2_65_R83,23/07/2012
3507,5010.099435,4999.836065,97.751586,PF_B2_65_R83,23/07/2012
3508,5010.093681,5000.161803,97.721149,PF_B2_65_ART29,23/07/2012
3509,5010.17459,5000.14785,97.7419,PF_B2_65_ART29,23/07/2012
3510,5010.853933,4999.887344,97.681203,EL_B3_65_E,23/07/2012
3511,5010.18078,4999.210541,97.678566,EL_B3_65_S,23/07/2012
3512,5010.143865,4999.191629,97.694542,EL_B3_65_S,23/07/2012
3513,5010.71487,4999.300946,97.687524,EL_B3_65_C,23/07/2012
3514,5010.850591,4999.897181,97.674057,EL_B2_65_N,23/07/2012
3515,5010.141269,4999.198989,97.691342,EL_B2_65_W,23/07/2012
3516,5010.188667,5000.528087,97.713378,EL_B2_65_E,23/07/2012
3517,5009.455672,4999.865117,97.708806,EL_B2_65_S,23/07/2012
3518,5010.204479,4999.868368,97.700286,EL_B2_65_C,23/07/2012
3519,5011.448695,4999.21639,97.89873,EL_B2_65_N,23/07/2012
3520,5010.803506,4998.628793,97.868711,EL_B2_65_W,23/07/2012
3521,5010.847005,4999.374654,97.81453,PF_B3_65_R84,23/07/2012
3522,5010.837335,4999.523748,97.836796,PF_B3_65_R84,23/07/2012
3523,5011.01347,4999.424666,97.753849,PF_B3_65_R84,23/07/2012
3524,5010.994828,4999.538731,97.783357,PF_B3_65_R84,23/07/2012
3525,5010.851878,4999.610945,97.740843,PF_B3_65_R84,23/07/2012
3526,5010.820901,4999.601558,97.779794,PF_B3_65_R84,23/07/2012
3527,5010.779099,4999.49664,97.701314,PF_B3_65_R84,23/07/2012
3528,5010.961129,4999.448821,97.714598,PF_B3_65_R84,23/07/2012
3529,5010.870716,4999.625784,97.7083,PF_B3_65_R84,23/07/2012
3530,5010.815794,4999.564054,97.656186,PF_B3_65_R84,23/07/2012
3531,5010.877478,4999.507873,97.683128,PF_B3_65_R84,23/07/2012
3532,5010.169136,4999.764365,97.790558,PF_B2_66_R85,23/07/2012
3533,5010.364098,4999.880245,97.75569,PF_B2_66_R85,23/07/2012
3534,5010.266731,4999.778121,97.65914,PF_B2_66_R85,23/07/2012
3535,5010.180594,4999.832622,97.776394,PF_B2_66_R86,23/07/2012
3536,5010.102502,4999.753852,97.823065,PF_B2_66_R86,23/07/2012
3537,5010.073727,4999.687646,97.756823,PF_B2_66_R86,23/07/2012
3538,5010.145493,4999.739468,97.717879,PF_B2_66_R86,23/07/2012
3539,5010.160057,4999.540976,97.696605,PF_B2_66_R87,23/07/2012
3540,5010.089183,4999.549754,97.729384,PF_B2_66_R87,23/07/2012
3541,5010.08284,4999.635061,97.743292,PF_B2_66_R87,23/07/2012
3542,5010.143867,4999.701774,97.722548,PF_B2_66_R87,23/07/2012
3543,5010.167692,4999.516423,97.669794,PF_B2_66_R87,23/07/2012
3544,5010.027034,4999.718896,97.763314,PF_B2_66_R88,23/07/2012
3545,5010.210233,4999.763262,97.684666,PF_B2_66_R88,23/07/2012
3546,5010.211283,4999.755414,97.649808,PF_B2_66_R88,23/07/2012
3547,5010.4841,5000.102116,97.88947,PF_B2_66_R89,23/07/2012
3548,5010.453389,4999.860957,97.760467,PF_B2_66_R89,23/07/2012
3549,5010.65325,4999.967392,97.749986,PF_B2_66_R89,23/07/2012
3550,5010.527868,5000.112875,97.752324,PF_B2_66_R89,23/07/2012
3551,5010.507335,4999.920086,97.634227,PF_B2_66_R89,23/07/2012
3552,5010.688989,5000.023977,97.62356,PF_B2_66_R89,23/07/2012
3553,5011.454791,4999.228478,97.649377,EL_B3_66_N,23/07/2012
3554,5010.785229,4998.599328,97.624076,EL_B3_66_W,23/07/2012
3555,5010.862043,4999.871554,97.624615,EL_B3_66_E,23/07/2012
3556,5010.189147,4999.260582,97.63696,EL_B3_66_S,23/07/2012
3557,5010.751974,4999.326735,97.631453,EL_B3_66_C,23/07/2012
3558,5010.430787,5000.10061,96.928556,PF_B2_67_R90,23/07/2012
3559,5010.385529,5000.035745,96.916036,PF_B2_67_R90,23/07/2012
3560,5010.588747,5000.027165,96.882187,PF_B2_67_R90,23/07/2012
3561,5010.474399,5000.072632,96.842075,PF_B2_67_R90,23/07/2012
3562,5011.421025,4999.229567,97.439119,EL_B3_68_N,23/07/2012
3563,5010.804047,4998.627515,97.442819,EL_B3_68_W,23/07/2012
3564,5010.831146,4999.896654,97.46974,EL_B3_68_E,23/07/2012
3565,5010.190442,4999.230857,97.505026,EL_B3_68_S,23/07/2012
3566,5010.780022,4999.249463,97.48237,EL_B3_68_C,23/07/2012
3567,5010.825594,4999.883012,97.474567,EL_B2_68_N,23/07/2012
3568,5010.194853,5000.487701,97.462542,EL_B2_68_E,23/07/2012
3569,5010.184485,4999.249585,97.51195,EL_B2_68_W,23/07/2012
3570,5009.522797,4999.891573,97.934253,EL_B2_68_S,23/07/2012
3571,5010.126514,4999.905219,97.938149,EL_B2_68_C,23/07/2012
CP1,5016,5006,100.37,control point,23/07/2012
TBM03,5020,5003,100.795,TBM03,23/07/2012
TBM04,5009,4996,100.754,TBM04,23/07/2012
TBM05,5013.6044,4998.203,100.753,TBM05,23/07/2012
