Name,Y,X,Elevation,Description,Date Taken
879,5011.280558,4985.476932,100.529557,CHECK 270612,27/06/2012
880,5011.26683,5000.407867,100.215543,PF_C3_SR14_HB577,27/06/2012
881,5011.661251,5002.337962,100.268587,PF_E2_10_L175,27/06/2012
882,5011.978979,5001.879955,100.262153,PF_E2_10_HM74,27/06/2012
883,5012.669888,5001.92456,100.298312,EL_E2_10_N,27/06/2012
884,5012.271826,5002.407681,100.281948,EL_E2_10_E,27/06/2012
885,5011.381043,5001.967167,99.696448,EL_E2_10_S,27/06/2012
886,5012.059713,5001.360516,100.273972,EL_E2_10_W,27/06/2012
887,5012.183047,5001.951744,100.261576,EL_E2_10_C,27/06/2012
CP1,5016.3993,5006.6107,100.37,control point,27/06/2012
TBM03,5020.3993,5003.6107,100.795,TBM03,27/06/2012
TBM04,5009.3993,4996.6107,100.754,TBM04,27/06/2012
