Name,Northing,Easting,Elevation,Description,Date Taken
2712,5010.966616,5000.618849,98.529186,EL_C2_42_C,18/07/2012
2713,5010.754774,4985.472092,100.508139,CHECK180712,18/07/2012
2714,5010.59406,5001.132254,98.473231,PF_C1_43_SF55,18/07/2012
2715,5010.517803,5001.19129,98.468766,PF_C1_43_SF55,18/07/2012
2716,5010.448004,5001.192653,98.460456,PF_C1_43_SF55,18/07/2012
2717,5010.393648,5001.138218,98.458572,PF_C1_43_SF55,18/07/2012
2718,5010.360124,5001.063234,98.455081,PF_C1_43_SF55,18/07/2012
2719,5010.412791,5000.99149,98.459487,PF_C1_43_SF55,18/07/2012
2720,5010.498576,5000.96339,98.465088,PF_C1_43_SF55,18/07/2012
2721,5010.578709,5001.016596,98.479076,PF_C1_43_SF55,18/07/2012
2722,5010.502077,5001.089402,98.396665,PF_C1_43_SF55,18/07/2012
2723,5010.889338,5001.305772,98.477043,EL_C1_43_N,18/07/2012
2724,5010.369362,5001.710025,98.446219,EL_C1_43_E,18/07/2012
2725,5009.752843,5001.090712,98.452884,EL_C1_43_S,18/07/2012
2726,5010.15176,5000.648664,98.471547,EL_C1_43_W,18/07/2012
2727,5010.27043,5001.241703,98.437889,EL_C1_43_C,18/07/2012
2728,5011.366662,5000.999829,98.528591,PF_D2_43_L1700,18/07/2012
2729,5011.155991,5001.433351,98.511708,PF_D2_43_1701,18/07/2012
2730,5011.165479,5001.295087,98.514822,PF_D2_43_1702,18/07/2012
2731,5011.209851,5001.284239,98.507759,PF_D2_43_1702,18/07/2012
2732,5012.349305,5001.179273,98.545081,EL_D2_43_N,18/07/2012
2733,5011.640915,5001.978396,98.48783,EL_D2_43_E,18/07/2012
2734,5011.502419,5001.318985,98.51884,EL_D2_43_C,18/07/2012
2735,5011.553358,5000.585761,98.511266,EL_D2_43_W,18/07/2012
2736,5010.910351,5001.33011,98.483204,EL_D2_43_S,18/07/2012
2737,5010.10636,5000.602349,98.445612,EL_B1_44_N,18/07/2012
2738,5009.713422,5001.046188,98.426281,EL_B1_44_E,18/07/2012
2739,5009.014114,5000.409099,98.438672,EL_B1_44_S,18/07/2012
2740,5009.404854,4999.997044,98.457148,EL_B1_44_W,18/07/2012
2741,5009.370839,5000.722054,98.432358,EL_B1_44_C,18/07/2012
2742,5012.22575,4999.857203,98.510969,EL_C3_44_N,18/07/2012
2743,5011.571536,5000.500918,98.48842,EL_C3_44_E,18/07/2012
2744,5011.545224,4999.230032,98.493932,EL_C3_44_W,18/07/2012
2745,5010.870396,4999.892682,98.47634,EL_C3_44_S,18/07/2012
2746,5011.508213,4999.917993,98.470376,EL_C3_44_C,18/07/2012
2747,5010.796426,4999.873496,98.454252,EL_B2_44_N,18/07/2012
2748,5010.170569,5000.578245,98.435914,EL_B2_44_E,18/07/2012
2749,5009.393423,4999.994675,98.449282,EL_B2_44_S,18/07/2012
2750,5009.674378,4999.695904,98.473449,EL_B2_44_W,18/07/2012
2751,5009.993523,5000.009949,98.463368,EL_B2_44_C,18/07/2012
2752,5012.036564,5001.254613,98.508086,P_D2_44_L1703,18/07/2012
2753,5012.339029,5001.192931,98.512699,EL_D2_44_N,18/07/2012
2754,5011.644824,5001.989469,98.457405,EL_D2_44_E,18/07/2012
2755,5010.912867,5001.311147,98.465319,EL_D2_44_S,18/07/2012
2756,5011.566492,5000.58893,98.476733,EL_D2_44_W,18/07/2012
2757,5011.667649,5001.250337,98.491119,EL_D2_44_C,18/07/2012
2758,5011.561632,5000.587581,98.484256,EL_C2_44_N,18/07/2012
