Name,Northing,Easting,Elevation,Description,Date Taken
1895,5010.107072,5000.932136,98.819981,PF_C1_35_AXE8,15/07/2012
1896,5010.045388,5000.912852,98.807411,PF_C1_35_AXE8,15/07/2012
1897,5010.03114,5000.969022,98.806942,PF_C1_35_AXE8,15/07/2012
1898,5010.053661,5001.010829,98.82135,PF_C1_35_AXE8,15/07/2012
1899,5010.070273,5000.971913,98.793492,PF_C1_35_AXE8,15/07/2012
1900,5010.031281,5001.03338,98.791383,PF_C1_35_HM333,15/07/2012
1901,5010.602552,5001.211979,98.78523,PF_C1_35_GS37,15/07/2012
1902,5010.880419,5001.323156,98.812647,EL_C1_35_N,15/07/2012
1903,5010.558983,5001.66385,98.801619,EL_C1_35_E,15/07/2012
1904,5009.877299,5001.046975,98.76911,EL_C1_35_S,15/07/2012
1905,5010.122662,5000.681068,98.78849,EL_C1_35_W,15/07/2012
1906,5010.175419,5001.305769,98.785567,EL_C1_35_C,15/07/2012
1907,5013.554239,5001.407814,100.597699,NE_SECT_MS_1,15/07/2012
1908,5013.555135,5001.407281,100.579807,NE_SECT_MS_2,15/07/2012
1909,5013.551727,5001.409993,100.558026,NE_SECT_MS_3,15/07/2012
1910,5013.559217,5001.390551,100.536505,NE_SECT_MS_4,15/07/2012
1911,5013.553166,5001.394808,100.514996,NE_SECT_MS_5,15/07/2012
1912,5013.551922,5001.389318,100.498835,NE_SECT_MS_6,15/07/2012
1913,5013.551948,5001.389913,100.478499,NE_SECT_MS_7,15/07/2012
1914,5013.552076,5001.391007,100.458206,NE_SECT_MS_8,15/07/2012
1915,5013.546823,5001.392386,100.436087,NE_SECT_MS_9,15/07/2012
1916,5013.531039,5001.410139,100.418197,NE_SECT_MS_10,15/07/2012
1917,5013.532204,5001.407386,100.40061,NE_SECT_MS_11,15/07/2012
1918,5013.532823,5001.406576,100.381154,NE_SECT_MS_12,15/07/2012
1919,5013.527857,5001.409752,100.360385,NE_SECT_MS_13,15/07/2012
1920,5013.526198,5001.411599,100.338544,NE_SECT_MS_14,15/07/2012
1921,5013.524205,5001.410013,100.319534,NE_SECT_MS_15,15/07/2012
1922,5013.519848,5001.409569,100.298793,NE_SECT_MS_16,15/07/2012
1923,5013.517902,5001.408557,100.280859,NE_SECT_MS_17,15/07/2012
1924,5013.517554,5001.408268,100.260325,NE_SECT_MS_18,15/07/2012
1925,5013.515194,5001.408425,100.240573,NE_SECT_MS_19,15/07/2012
1926,5013.514727,5001.41063,100.221521,NE_SECT_MS_20,15/07/2012
1927,5013.511081,5001.411964,100.199454,NE_SECT_MS_21,15/07/2012
1928,5013.511869,5001.412122,100.180536,NE_SECT_MS_22,15/07/2012
1929,5013.511836,5001.41426,100.162092,NE_SECT_MS_23,15/07/2012
1930,5013.509878,5001.413075,100.144032,NE_SECT_MS_24,15/07/2012
1931,5013.506063,5001.41442,100.120533,NE_SECT_MS_25,15/07/2012
1932,5013.507258,5001.412869,100.101853,NE_SECT_MS_26,15/07/2012
1933,5013.508777,5001.411526,100.084867,NE_SECT_MS_27,15/07/2012
1934,5013.505451,5001.414818,100.062719,NE_SECT_MS_28,15/07/2012
1935,5013.502772,5001.420945,100.022752,NE_SECT_MS_29,15/07/2012
1936,5013.505142,5001.421269,100.002559,NE_SECT_MS_30,15/07/2012
1937,5013.504857,5001.421736,99.985449,NE_SECT_MS_31,15/07/2012
1938,5013.504166,5001.422587,99.964973,NE_SECT_MS_32,15/07/2012
1939,5013.500702,5001.426257,99.94214,NE_SECT_MS_33,15/07/2012
1940,5013.505611,5001.418714,99.926762,NE_SECT_MS_34,15/07/2012
1941,5013.504639,5001.421126,99.906938,NE_SECT_MS_35,15/07/2012
1942,5013.504673,5001.420054,99.887979,NE_SECT_MS_36,15/07/2012
1943,5013.502934,5001.425994,99.863201,NE_SECT_MS_37,15/07/2012
1944,5013.500714,5001.42848,99.836737,NE_SECT_MS_38,15/07/2012
1945,5013.500707,5001.428213,99.814687,NE_SECT_MS_39,15/07/2012
1946,5013.499265,5001.426538,99.79662,NE_SECT_MS_40,15/07/2012
1947,5013.499111,5001.431062,99.775352,NE_SECT_MS_41,15/07/2012
1948,5013.497751,5001.429286,99.757999,NE_SECT_MS_42,15/07/2012
1949,5013.495399,5001.428822,99.737067,NE_SECT_MS_43,15/07/2012
1950,5013.493313,5001.429344,99.715877,NE_SECT_MS_44,15/07/2012
1951,5013.493284,5001.429332,99.697112,NE_SECT_MS_45,15/07/2012
1952,5013.490716,5001.430042,99.675255,NE_SECT_MS_46,15/07/2012
1953,5013.490665,5001.431677,99.656334,NE_SECT_MS_47,15/07/2012
1954,5013.490172,5001.432938,99.635597,NE_SECT_MS_48,15/07/2012
1955,5013.488464,5001.43122,99.618164,NE_SECT_MS_49,15/07/2012
1956,5013.488463,5001.431293,99.599295,NE_SECT_MS_50,15/07/2012
1957,5013.488318,5001.434585,99.574489,NE_SECT_MS_51,15/07/2012
1958,5013.486292,5001.435031,99.553659,NE_SECT_MS_51,15/07/2012
1959,5013.483592,5001.436964,99.532554,NE_SECT_MS_52,15/07/2012
1960,5013.483742,5001.432857,99.517284,NE_SECT_MS_53,15/07/2012
1961,5013.477303,5001.43592,99.492575,NE_SECT_MS_54,15/07/2012
1962,5013.478218,5001.432418,99.476909,NE_SECT_MS_55,15/07/2012
1963,5013.476405,5001.436316,99.457015,NE_SECT_MS_56,15/07/2012
1964,5013.476485,5001.434033,99.437263,NE_SECT_MS_57,15/07/2012
1965,5013.472667,5001.439065,99.411412,NE_SECT_MS_58,15/07/2012
1966,5013.470923,5001.442184,99.383977,NE_SECT_MS_59,15/07/2012
1967,5013.470166,5001.440229,99.366904,NE_SECT_MS_60,15/07/2012
1968,5013.468584,5001.445824,99.345792,NE_SECT_MS_61,15/07/2012
1969,5013.466976,5001.446909,99.321771,NE_SECT_MS_62,15/07/2012
1970,5011.174043,5000.025981,98.830648,PF_C3_36_HM334,15/07/2012
1971,5009.824985,5000.22912,98.767212,PF_B2_36_L1446,15/07/2012
1972,5010.076857,5000.305335,98.774932,PF_B2_36_L1447,15/07/2012
1973,5011.671145,5001.017555,98.833087,BASE_35_MS2,15/07/2012
1974,5011.041706,5002.024027,98.791456,BASE_35_MS2,15/07/2012
1975,5010.107014,5000.261408,98.788354,PF_B2_36_C14X188,15/07/2012
1976,5010.982934,4999.972151,98.84491,PF_C3_36_L1448,15/07/2012
1977,5011.003522,4999.960223,98.803881,PF_C3_36_C14X189,15/07/2012
1978,5010.186465,5000.326505,98.750174,PF_B2_36_L1449,15/07/2012
1979,5011.25533,4999.453172,98.844483,PF_C3_36_R59,15/07/2012
1980,5011.353812,4999.539117,98.854565,PF_C3_36_R59,15/07/2012
1981,5011.375512,4999.609498,98.857773,PF_C3_36_R59,15/07/2012
1982,5011.350728,4999.675401,98.853707,PF_C3_36_R59,15/07/2012
1983,5011.301699,4999.722268,98.85329,PF_C3_36_R59,15/07/2012
1984,5011.202514,4999.695736,98.837245,PF_C3_36_R59,15/07/2012
1985,5011.166454,4999.676898,98.838654,PF_C3_36_R59,15/07/2012
1986,5011.18648,4999.673924,98.891746,PF_C3_36_R59,15/07/2012
1987,5011.171437,4999.600837,98.874368,PF_C3_36_R59,15/07/2012
1988,5011.328815,4999.516704,98.89207,PF_C3_36_R59,15/07/2012
1989,5011.218642,4999.619084,98.858977,PF_C3_36_R59,15/07/2012
1990,5009.810795,5000.099991,98.725934,PF_B2_36_L1450,15/07/2012
1991,5011.296226,5000.633039,98.829452,SF53_MS3,15/07/2012
1992,5011.249387,5000.598618,98.829047,SF53_MS3,15/07/2012
1993,5011.205746,5000.566238,98.828977,SF53_MS3,15/07/2012
1994,5011.166186,5000.53414,98.831177,SF53_MS3,15/07/2012
1995,5011.128511,5000.501237,98.827329,SF53_MS3,15/07/2012
1996,5011.08902,5000.472394,98.824643,SF53_MS3,15/07/2012
1997,5011.044225,5000.433075,98.824302,SF53_MS3,15/07/2012
1998,5011.007164,5000.414653,98.819691,SF53_MS3,15/07/2012
1999,5010.966474,5000.374818,98.818068,SF53_MS3,15/07/2012
2000,5010.925244,5000.330848,98.819091,SF53_MS3,15/07/2012
2001,5010.889794,5000.312622,98.81873,SF53_MS3,15/07/2012
2002,5010.862726,5000.259392,98.827335,SF53_MS3,15/07/2012
2003,5010.8309,5000.2272,98.822255,SF53_MS3,15/07/2012
2004,5010.782456,5000.192187,98.822306,SF53_MS3,15/07/2012
2005,5010.744579,5000.162472,98.820191,SF53_MS3,15/07/2012
2006,5010.721327,5000.124014,98.82184,SF53_MS3,15/07/2012
2007,5010.684077,5000.082177,98.828895,SF53_MS3,15/07/2012
2008,5010.652445,5000.047345,98.826527,SF53_MS3,15/07/2012
2009,5010.675135,4999.939661,98.829707,SF53_MS3,15/07/2012
2010,5010.661941,4999.873985,98.832751,SF53_MS3,15/07/2012
2011,5010.752639,5001.722715,98.769436,PF_D1_36_C14X190,15/07/2012
2012,5011.046706,5001.565053,98.780437,PF_D1_36_L1450,15/07/2012
2013,5011.307343,5001.994403,98.763423,PF_D1_36_L1451,15/07/2012
2014,5011.389268,5001.901286,98.78132,PF_D1_36_L1452,15/07/2012
2015,5010.931382,5001.429458,98.77507,PF_D1_36_ART13,15/07/2012
2016,5011.062173,5001.737238,98.769641,PF_D1_36_ART14,15/07/2012
2017,5010.448731,5000.184423,98.80572,PF_B2_36_L1453,15/07/2012
2018,5015.352859,5000.816894,100.691099,TBM06,15/07/2012
2019,5011.470061,4999.300642,98.879321,PF_C3_36_L1454,15/07/2012
2020,5010.797481,5000.494,98.755144,PF_C2_36_L1455,15/07/2012
2021,5010.607076,4999.971225,98.754351,P_B2_36A_C14X191,15/07/2012
2022,5010.578791,5000.597727,98.761573,P_C2_36_L1456,15/07/2012
2023,5011.805051,5000.153575,98.786113,P_C3_36_HM335,15/07/2012
2024,5010.600478,5000.675877,98.748936,P_C2_36A_L1457,15/07/2012
2025,5010.460423,5000.625361,98.761902,P_C2_36A_HM336,15/07/2012
2026,5011.620972,5001.982206,98.773789,EL_D1_36_N,15/07/2012
2027,5010.922224,5001.335865,98.755871,EL_D1_36_W,15/07/2012
2028,5010.566761,5001.722939,98.74022,EL_D1_36_S,15/07/2012
2029,5011.408238,5002.149088,98.760025,EL_D1_36_E,15/07/2012
2030,5012.202945,4999.863327,98.813287,EL_C3_36_N,15/07/2012
2031,5011.556763,5000.523119,98.792757,EL_C3_36_E,15/07/2012
2032,5011.010262,4999.936474,98.801129,EL_C3_36_S,15/07/2012
2033,5011.516094,4999.23569,98.846364,EL_C3_36_W,15/07/2012
2034,5011.522117,4999.919591,98.804148,EL_C3_36_C,15/07/2012
2035,5011.407156,5000.586585,98.81479,P_C2_36_L1458,15/07/2012
2036,5009.980423,5000.531037,98.747515,P_B1_36_L1459,15/07/2012
2037,5009.577787,5000.121143,98.757073,P_B1_36_L1460,15/07/2012
2038,5009.881927,5000.423701,98.746299,P_B1_36_L1461,15/07/2012
2039,5011.40605,5001.763555,98.799555,P_D2_36A_L1462,15/07/2012
2040,5011.21065,5001.623459,98.768574,P_D2_36A_L1463,15/07/2012
2041,5011.641107,5001.911717,98.779106,P_D2_36A_C14X192,15/07/2012
2042,5011.512671,5000.557599,97.783153,EL_C2_36_N,15/07/2012
2043,5010.946065,5001.217881,98.765441,EL_C2_36A_E,15/07/2012
2044,5010.145959,5000.585212,98.745935,EL_C2_36A_S,15/07/2012
2045,5010.857526,5000.587111,98.756115,EL_C2_36_C,15/07/2012
2046,5009.87528,5000.470323,98.727718,P_B1_36_AXE9,15/07/2012
2047,5009.893145,5000.535302,98.732395,P_B1_36_AXE9,15/07/2012
2048,5009.835468,5000.585824,98.726318,P_B1_36_AXE9,15/07/2012
2049,5009.783012,5000.530144,98.724316,P_B1_36_AXE9,15/07/2012
2050,5009.813966,5000.510273,98.729751,P_B1_36_AXE9,15/07/2012
2051,5009.821395,5000.524735,98.748835,P_B1_36_AXE9,15/07/2012
2052,5010.64983,5001.298035,98.786372,P_C1_36_L1464,15/07/2012
2053,5009.836607,5000.548302,98.709567,P_B1_36_AXE9,15/07/2012
2054,5010.992646,4999.84878,98.779645,P_C3_37_HM337,15/07/2012
2055,5010.117187,5000.845783,98.770487,P_C1_36_L1465,15/07/2012
2056,5010.139754,5000.949686,98.744711,P_C1_36_L1466,15/07/2012
2057,5010.567039,5001.217653,98.774688,P_C1_36_L1467,15/07/2012
2058,5010.091353,5000.529619,98.743104,EL_B1_36_N,15/07/2012
2059,5009.68744,5000.951673,98.706732,EL_B1_36_E,15/07/2012
2060,5009.145671,5000.210823,98.705105,EL_B1_36_S,15/07/2012
2061,5009.391808,4999.940604,98.740445,EL_B1_36_W,15/07/2012
2062,5009.51701,5000.429734,98.706811,EL_B1_36_C,15/07/2012
2063,5010.08815,5001.010894,98.714683,P_C1_36_L1468,15/07/2012
2064,5010.357996,5001.258614,98.716911,P_C1_36_L1469,15/07/2012
2065,5010.360647,5001.307381,98.724758,P_C1_36_C14X219,15/07/2012
2066,5011.600471,5001.462265,98.776271,P_D2_36_L1470,15/07/2012
2067,5011.395932,5001.22949,98.777734,P_D2_36_HM338,15/07/2012
2068,5011.071375,5001.23202,98.741895,P_D2_36A_ART15,15/07/2012
2069,5009.813923,5000.96814,98.703083,PF_C1_36_L1471,15/07/2012
2070,5009.956115,5000.872345,98.792536,PF_C1_36_ART16,15/07/2012
2071,5010.058568,5000.835766,98.796713,PF_C1_36_ART16,15/07/2012
2072,5010.085563,5000.817142,98.810308,PF_C1_36_ART16,15/07/2012
2073,5010.11722,5000.796291,98.804068,PF_C1_36_ART16,15/07/2012
2074,5010.14921,5000.773747,98.804228,PF_C1_36_ART16,15/07/2012
2075,5010.185676,5000.760992,98.790475,PF_C1_36_ART16,15/07/2012
2076,5010.162948,5000.7249,98.801742,PF_C1_36_ART16,15/07/2012
2077,5010.147889,5000.684033,98.803571,PF_C1_36_ART16,15/07/2012
2078,5010.124674,5000.654237,98.803403,PF_C1_36_ART16,15/07/2012
2079,5010.111167,5000.620804,98.809809,PF_C1_36_ART16,15/07/2012
2080,5010.077621,5000.592229,98.800695,PF_C1_36_ART16,15/07/2012
2081,5010.027007,5000.607118,98.796079,PF_C1_36_ART16,15/07/2012
2082,5009.975215,5000.63913,98.781962,PF_C1_36_ART16,15/07/2012
2083,5009.940547,5000.692771,98.789034,PF_C1_36_ART16,15/07/2012
2084,5009.918564,5000.728636,98.783521,PF_C1_36_ART16,15/07/2012
2085,5011.694289,5001.934497,98.764852,EL_D2_36A_E,15/07/2012
2086,5012.271741,5001.191233,98.801199,EL_D2_36_N,15/07/2012
2087,5011.507193,5001.284902,98.778954,EL_D2_36_C,15/07/2012
2088,5011.544748,5000.550826,98.782083,EL_D2_36_W,15/07/2012
2089,5010.929617,5001.301382,98.758351,EL_D2_36A_S,15/07/2012
2090,5011.22582,5000.308605,98.77444,PF_C2_36_OSL2,15/07/2012
2091,5011.260355,5000.317346,98.952985,PF_C2_36_OSL2,15/07/2012
2092,5010.115127,5000.806748,98.728914,P_C1_36_ART16SL2,15/07/2012
2093,5010.058856,5000.831856,98.719214,P_C1_36_ART16SL2,15/07/2012
2094,5009.991621,5000.856635,98.726131,P_C1_36_ART16SL2,15/07/2012
2095,5009.931291,5000.825944,98.734259,P_C1_36_ART16SL2,15/07/2012
2096,5009.925344,5000.7697,98.749209,P_C1_36_ART16SL2,15/07/2012
2097,5009.938598,5000.715805,98.754938,P_C1_36_ART16SL2,15/07/2012
2098,5009.966582,5000.669238,98.757089,P_C1_36_ART16SL2,15/07/2012
2099,5009.97883,5000.619712,98.763545,P_C1_36_ART16SL2,15/07/2012
2100,5010.017924,5000.571966,98.771326,P_C1_36_ART16SL2,15/07/2012
2101,5010.070475,5000.624441,98.752789,P_C1_36_ART16SL2,15/07/2012
2102,5010.106112,5000.664945,98.73641,P_C1_36_ART16SL2,15/07/2012
2103,5010.352711,5000.694143,99.56224,P_C1_36_ART16WAL,15/07/2012
2104,5010.35676,5000.695176,99.561155,P_C1_36_ART16WAL,15/07/2012
2105,5010.205346,5000.792153,99.465612,P_C1_36_ART16WAL,15/07/2012
2106,5010.250428,5000.524996,99.517881,P_C1_36_ART16WAL,15/07/2012
2107,5010.129755,5000.645654,99.423735,P_C1_36_ART16WAL,15/07/2012
2108,5010.156832,5000.793147,98.720008,P_C1_36_L1472,15/07/2012
2109,5010.758016,5000.063961,98.815348,P_C2_36_MM2,15/07/2012
2110,5010.706768,5000.011616,98.819949,P_C2_36_MM2,15/07/2012
2111,5010.638469,5000.085757,98.814881,P_C2_36_MM2,15/07/2012
2112,5010.682633,5000.136386,98.810514,P_C2_36_MM2,15/07/2012
2113,5010.704808,5000.094453,98.727389,P_C2_36_MM2,15/07/2012
2114,5010.658872,5000.035538,98.732736,P_C2_36_MM2,15/07/2012
2115,5010.605847,5000.082853,98.732391,P_C2_36_MM2,15/07/2012
2116,5010.683742,5000.136011,98.752322,P_C2_36_MM2,15/07/2012
2117,5010.80057,4998.832538,98.475555,P_B3_44_L1473,15/07/2012
2118,5010.880714,4998.502774,98.491754,P_B3_44_L1474,15/07/2012
2119,5010.841873,4998.617642,98.483108,P_B3_44_C14X193,15/07/2012
2120,5011.508483,4999.170703,98.487056,EL_B3_44_N,15/07/2012
2121,5010.739176,4999.845272,98.467329,EL_B3_44_E,15/07/2012
2122,5010.816485,4998.544622,98.492645,EL_B3_44_W,15/07/2012
2123,5010.830526,4999.10511,98.471467,EL_B3_44_C,15/07/2012
2124,5011.36427,5001.004188,98.724063,PF_D2_37_HM339,15/07/2012
2125,5011.5941,5001.137424,98.739126,PF_D2_37_L1475,15/07/2012
2126,5010.54036,5000.246612,98.733096,PF_C2_37A_HM340,15/07/2012
2127,5011.141658,5000.696931,98.738921,PF_C2_37A_L1476,15/07/2012
2128,5009.648012,5000.383798,98.684331,PF_B1_37_L1477,15/07/2012
2129,5009.810986,5000.590441,98.679058,PF_B1_37_L1478,15/07/2012
2130,5009.794683,5000.471274,98.684163,PF_B1_37_L1479,15/07/2012
2131,5010.978527,5000.34499,98.73508,PF_C2_37A_SF53,15/07/2012
2132,5010.608701,5000.352962,98.74188,PF_C2_37A_SF53,15/07/2012
2133,5010.670925,4999.88013,98.770415,PF_C2_37A_SF53,15/07/2012
2134,5011.08768,4999.927625,98.762622,PF_C2_37A_SF53,15/07/2012
2135,5010.86836,5000.090994,98.917953,PF_C2_37A_GS33,15/07/2012
2136,5010.918325,5000.144894,98.930036,PF_C2_37A_GS33,15/07/2012
2137,5011.049188,5000.207878,98.90236,PF_C2_37A_GS33,15/07/2012
2138,5011.104261,5000.065559,98.866134,PF_C2_37A_GS33,15/07/2012
2139,5011.043439,5000.003294,98.8825,PF_C2_37A_GS33,15/07/2012
2140,5010.954317,5000.009888,98.898453,PF_C2_37A_GS33,15/07/2012
2141,5011.127402,5000.10527,98.838252,PF_C2_37A_GS33,15/07/2012
2142,5010.934383,5000.231154,98.854532,PF_C2_37A_GS33,15/07/2012
2143,5011.014354,5000.254611,98.829415,PF_C2_37A_GS33,15/07/2012
2144,5010.857956,5000.123346,98.811232,PF_C2_37A_GS33,15/07/2012
2145,5011.159419,5000.172218,98.766802,PF_C2_37A_GS33,15/07/2012
2146,5010.945088,5000.035121,98.792045,PF_C2_37A_GS33,15/07/2012
2147,5011.012428,5000.186884,98.781018,PF_C2_37A_GS33,15/07/2012
2148,5011.068768,5000.142924,98.760623,PF_C2_37A_GS33,15/07/2012
2149,5010.762358,5000.314642,98.929361,PF_C2_37A_GS38,15/07/2012
2150,5010.822793,5000.248569,98.950517,PF_C2_37A_GS38,15/07/2012
2151,5010.652998,5000.142692,98.863536,PF_C2_37A_GS38,15/07/2012
2152,5010.605381,5000.230253,98.885374,PF_C2_37A_GS38,15/07/2012
2153,5010.579402,5000.18349,98.815341,PF_C2_37A_GS38,15/07/2012
2154,5010.600256,5000.173923,98.76986,PF_C2_37A_GS38,15/07/2012
2155,5010.883051,5000.252782,98.771061,PF_C2_37A_GS38,15/07/2012
2156,5010.818403,5000.346314,98.788599,PF_C2_37A_GS38,15/07/2012
2157,5010.671479,5000.264321,98.746855,PF_C2_37A_GS38,15/07/2012
2158,5010.741985,5000.300241,98.738057,PF_C2_37A_GS38,15/07/2012
2159,5010.808807,5000.317365,98.752852,P_C2_37A_C14X194,15/07/2012
2160,5010.864787,5000.121084,98.748057,P_C2_37A_C14X195,15/07/2012
2161,5010.442738,5000.118512,98.723093,P_B2_37A_L1480,15/07/2012
2162,5010.373211,5000.095138,98.720162,P_B2_37A_L1481,15/07/2012
2163,5009.937056,5000.457509,98.681027,P_B2_37_L1482,15/07/2012
2164,5010.631983,5000.16286,98.736268,P_C2_37A_C14X196,15/07/2012
2165,5011.755944,5001.053984,98.717942,P_D2_37_L1483,15/07/2012
2166,5011.446188,5001.352481,98.721605,P_D2_37_L1484,15/07/2012
2167,5011.290063,5001.622119,98.73884,P_D2_37A_HM341,15/07/2012
2168,5011.271553,5001.607442,98.733269,P_D2_37A_HM342,15/07/2012
2169,5010.792738,4999.97033,98.737807,EL_B2_37A_N,15/07/2012
2170,5010.200039,5000.582074,98.686517,EL_B2_37_E,15/07/2012
2171,5009.450169,4999.932231,98.692844,EL_B3_37_S,15/07/2012
2172,5010.145998,5000.579646,98.689911,EL_B1_37_N,15/07/2012
2173,5009.738013,5000.999285,98.66667,EL_B1_37_E,15/07/2012
2174,5009.100863,5000.244113,98.674334,EL_B1_37_S,15/07/2012
2175,5009.371477,5000.548975,98.67803,EL_B1_37_C,15/07/2012
2176,5010.800537,4999.909123,98.962439,P_C2_37A_R60,15/07/2012
2177,5010.989374,4999.858382,98.954736,P_C2_37A_R60,15/07/2012
2178,5010.766902,4999.800579,98.855888,P_C2_37A_R60,15/07/2012
2179,5010.80858,4999.735514,98.815446,P_C2_37A_R60,15/07/2012
2180,5010.915087,4999.744921,98.834039,P_C2_37A_R60,15/07/2012
2181,5010.834666,4999.996992,98.876522,P_C2_37A_R60,15/07/2012
2182,5010.991107,4999.939175,98.821248,P_C2_37A_R60,15/07/2012
2183,5010.896821,4999.73482,98.760093,P_C2_37A_R60,15/07/2012
2184,5010.946471,4999.910293,98.742052,P_C2_37A_R60,15/07/2012
2185,5010.83413,4999.917906,98.765963,P_C2_37A_R60,15/07/2012
2186,5010.927631,4999.790927,98.767858,P_C2_37A_R60,15/07/2012
2187,5010.784547,4999.850083,98.780929,P_C2_37A_R60,15/07/2012
2188,5011.453472,5001.441876,98.75034,P_D2_37A_HM343,15/07/2012
2189,5011.729747,5001.722353,98.754399,P_D2_37A_HM344,15/07/2012
2190,5011.565573,5001.823921,98.719812,P_D2_37A_L1485,15/07/2012
2191,5011.37063,5001.494736,98.737466,P_D2_37A_L1486,15/07/2012
2192,5011.429191,5001.714927,98.730107,P_D2_37A_ART17,15/07/2012
2193,5011.566729,5001.289152,98.722016,P_D2_37_L1487,15/07/2012
2194,5011.565309,5000.537299,98.743511,EL_C2_37_N,15/07/2012
2195,5010.848115,4999.902167,98.746447,EL_C2_37A_W,15/07/2012
2196,5010.896515,5001.280969,98.69894,EL_C2_37A_E,15/07/2012
2197,5010.182399,5000.674172,98.67586,EL_C2_37A_S,15/07/2012
2198,5010.82193,5000.608546,98.715711,EL_C2_37A_C,15/07/2012
2199,5010.524254,5001.281931,98.68412,PF_C1_37_L1488,15/07/2012
2200,5010.417672,5001.323717,98.684343,PF_C1_37_HM345,15/07/2012
2201,5011.572245,5001.514047,98.734928,PF_D2_37A_O16,15/07/2012
2202,5010.868152,5001.314977,98.703008,EL_C1_37_N,15/07/2012
2203,5010.501415,5001.691182,98.688476,EL_C1_37_E,15/07/2012
2204,5009.784444,5001.029038,98.66271,EL_C1_37_S,15/07/2012
2205,5010.145102,5000.634407,98.68736,EL_C1_37_W,15/07/2012
2206,5010.165451,5001.344876,98.674544,EL_C1_37_C,15/07/2012
2207,5010.817339,5001.451449,98.754241,PF_D1_37_GS39,15/07/2012
2208,5010.904457,5001.510783,98.761518,PF_D1_37_GS39,15/07/2012
2209,5010.895412,5001.613584,98.753098,PF_D1_37_GS39,15/07/2012
2210,5010.778632,5001.593753,98.751662,PF_D1_37_GS39,15/07/2012
2211,5010.742701,5001.507259,98.750616,PF_D1_37_GS39,15/07/2012
2212,5010.816162,5001.454526,98.745583,PF_D1_37_GS39,15/07/2012
2213,5010.885113,5001.521115,98.734275,PF_D1_37_GS39,15/07/2012
2214,5010.878996,5001.606903,98.750481,PF_D1_37_GS39,15/07/2012
2215,5010.784794,5001.566838,98.756869,PF_D1_37_GS39,15/07/2012
2216,5010.776414,5001.494013,98.753402,PF_D1_37_GS39,15/07/2012
2217,5010.84973,5001.531564,98.736015,PF_D1_37_GS39,15/07/2012
2218,5010.931954,5001.569001,98.739297,PF_D1_37_HM346,15/07/2012
2219,5011.67293,5001.459273,98.761285,PF_D2_37_GS40,15/07/2012
2220,5011.737242,5001.379626,98.752877,PF_D2_37_GS40,15/07/2012
2221,5011.643434,5001.323765,98.746151,PF_D2_37_GS40,15/07/2012
2222,5011.604755,5001.368812,98.743952,PF_D2_37_GS40,15/07/2012
