Name,Northing,Easting,Elevation,Description,Description_2,Square,Spit,Plotted_Find,PF,Number,Direction,,,,,Date Taken
682,5014.07908,5000.534069,100.509449,PF_E4_6_C14X13,,,,,,,,,,,,17/06/2012
683,5011.989696,5001.353241,100.435372,PF_D2_6_HB122,,,,,,,,,,,,17/06/2012
684,5011.597032,4999.369221,100.502875,PF_C3_6_HB123,,,,,,,,,,,,17/06/2012
685,5011.637715,4999.367168,100.49906,PF_C3_6_HB124,,,,,,,,,,,,17/06/2012
686,5011.92119,5001.21481,100.416516,PF_D2_6_HB125,,,,,,,,,,,,17/06/2012
687,5011.726755,5001.502368,100.42105,PF_D2_6_HB126,,,,,,,,,,,,17/06/2012
688,5011.845366,4999.909538,100.501626,PF_C3_6_L63,,,,,,,,,,,,17/06/2012
689,5011.91188,5001.018498,100.449944,PF_D2_6_HB127,,,,,,,,,,,,17/06/2012
690,5011.722651,5001.090975,100.441433,PF_D2_6_HB128,,,,,,,,,,,,17/06/2012
691,5011.675336,5001.373611,100.420525,PF_D2_6_HB129,,,,,,,,,,,,17/06/2012
692,5011.265253,4999.685698,100.478441,PF_C3_6_HB130,,,,,,,,,,,,17/06/2012
693,5011.565102,5001.184558,100.468906,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
694,5011.504161,5001.117928,100.486377,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
695,5011.525503,5001.006411,100.526888,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
696,5011.59593,5000.998515,100.525779,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
697,5011.648087,5001.106246,100.469236,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
698,5011.5937,5001.114369,100.497032,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
699,5011.576572,5001.046584,100.517904,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
700,5011.591561,5001.164648,100.441739,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
701,5011.544529,5001.128164,100.471868,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
702,5011.528525,5001.073382,100.490511,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
703,5011.526786,5001.021137,100.512035,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
704,5011.590716,5001.018544,100.482657,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
705,5011.627227,5001.108023,100.435163,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
706,5011.581253,5001.074268,100.463596,PF_D2_6_R11,,,,,,,,,,,,17/06/2012
707,5011.342717,4999.837387,100.480056,PF_C3_6_HB131,,,,,,,,,,,,17/06/2012
708,5011.132973,4999.779514,100.497856,PF_C3_6_HB131,,,,,,,,,,,,17/06/2012
709,5011.247043,4999.821695,100.464022,PF_C3_6_HB132,,,,,,,,,,,,17/06/2012
710,5013.271681,5000.697748,100.528006,PF_E4_6_C14X14,,,,,,,,,,,,17/06/2012
711,5011.28263,4999.762705,100.47173,PF_C3_6_HB133,,,,,,,,,,,,17/06/2012
712,5011.882587,5000.959754,100.44438,PF_D2_6_HM20,,,,,,,,,,,,17/06/2012
713,5011.080381,4999.839821,100.465917,PF_C3_6_HB134,,,,,,,,,,,,17/06/2012
714,5011.7812,5000.07535,100.481212,PF_C3_6_HB135,,,,,,,,,,,,17/06/2012
715,5011.564671,5001.380085,100.423477,PF_D2_6_L64,,,,,,,,,,,,17/06/2012
716,5011.534214,5001.011114,100.46458,PF_D2_6_HB136,,,,,,,,,,,,17/06/2012
717,5011.464462,5001.070478,100.471303,PF_D2_6_HB137,,,,,,,,,,,,17/06/2012
718,5011.608095,5001.066403,100.431665,PF_D2_6_HB137,,,,,,,,,,,,17/06/2012
719,5014.390136,5000.496531,100.468167,EL_E4_6_N,,,,,,,,,,,,17/06/2012
720,5013.787883,5001.171928,100.487442,EL_E4_6_E,,,,,,,,,,,,17/06/2012
721,5013.08845,5000.517357,100.516947,EL_E4_6_S,,,,,,,,,,,,17/06/2012
722,5013.679432,4999.870117,100.518446,EL_E4_6_W,,,,,,,,,,,,17/06/2012
723,5013.710875,5000.520475,100.493481,EL_E4_6_C,,,,,,,,,,,,17/06/2012
724,5013.512685,5000.737312,100.539631,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
725,5013.580625,5000.725464,100.549846,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
726,5013.624853,5000.780612,100.541175,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
727,5013.506422,5000.800828,100.551698,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
728,5013.531165,5000.844832,100.550452,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
729,5013.603908,5000.827466,100.557717,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
730,5013.549766,5000.750386,100.333269,PF_E4_6_SF5,,,,,,,,,,,,17/06/2012
731,5012.303935,4998.622931,100.607031,PF_C4_6_SF6A,,,,,,,,,,,,17/06/2012
732,5012.287198,4998.563251,100.606259,PF_C4_6_SF6A,,,,,,,,,,,,17/06/2012
733,5012.212245,4998.557544,100.604584,PF_C4_6_SF6A,,,,,,,,,,,,17/06/2012
734,5012.224155,4998.630385,100.613804,PF_C4_6_SF6A,,,,,,,,,,,,17/06/2012
735,5012.253852,4998.597319,100.459529,PF_C4_6_SF6A,,,,,,,,,,,,17/06/2012
736,5011.710634,5000.994489,100.419773,PF_D2_6_HB138,,,,,,,,,,,,17/06/2012
737,5011.571792,5001.000235,100.447077,PF_D2_6_HB139,,,,,,,,,,,,17/06/2012
738,5011.493046,5001.028605,100.470243,PF_D2_6_HB140,,,,,,,,,,,,17/06/2012
739,5011.572878,5001.200184,100.440599,PF_D2_6_HB141,,,,,,,,,,,,17/06/2012
740,5011.628631,5001.213827,100.425097,PF_D2_6_HB142,,,,,,,,,,,,17/06/2012
741,5011.691837,5000.927367,100.441181,PF_D2_6_HB143,,,,,,,,,,,,17/06/2012
742,5011.689254,5000.487637,100.518409,PF_C3_6_HB144,,,,,,,,,,,,17/06/2012
743,5011.547355,5000.522389,100.467631,PF_C3_6_HB145,,,,,,,,,,,,17/06/2012
744,5011.648876,5000.933752,100.448745,PF_D2_6_HB146,,,,,,,,,,,,17/06/2012
745,5011.619529,5000.884218,100.434525,PF_D2_6_HB147,,,,,,,,,,,,17/06/2012
746,5010.362883,4999.077451,100.221761,PF_B3_HB148,,,,,,,,,,,,17/06/2012
747,5011.478295,5000.818341,100.462196,PF_D2_6_HM21,,,,,,,,,,,,17/06/2012
748,5012.730504,5000.488766,100.525124,PF_D3_6_L65,,,,,,,,,,,,17/06/2012
749,5011.328436,5000.378188,100.460272,PF_C3_6_HB149,,,,,,,,,,,,17/06/2012
750,5011.390614,5000.440888,100.462933,PF_C3_6_HB149,,,,,,,,,,,,17/06/2012
751,5011.443391,5000.402804,100.450014,PF_C3_6_HB149,,,,,,,,,,,,17/06/2012
752,5011.384486,5000.35978,100.463123,PF_C3_6_HB149,,,,,,,,,,,,17/06/2012
753,5011.817943,5000.84167,100.471967,PF_D2_6_HB150,,,,,,,,,,,,17/06/2012
754,5011.734824,5000.82682,100.468211,PF_D2_6_HB150,,,,,,,,,,,,17/06/2012
755,5012.257784,5000.14912,100.489272,PF_D3_6_C14X15,,,,,,,,,,,,17/06/2012
756,5012.614552,5000.455948,100.483638,PF_D3_6_HB151,,,,,,,,,,,,17/06/2012
757,5011.675512,5000.691865,100.433902,PF_D2_6_HB152,,,,,,,,,,,,17/06/2012
758,5012.255927,4999.851122,100.498186,EL_C3_6_N,,,,,,,,,,,,17/06/2012
759,5011.585383,5000.529071,100.43988,EL_C3_6_E,,,,,,,,,,,,17/06/2012
760,5010.918041,4999.897942,100.426282,EL_C3_6_S,,,,,,,,,,,,17/06/2012
761,5011.5548,4999.206691,100.494789,EL_C3_6_W,,,,,,,,,,,,17/06/2012
762,5011.640586,4999.867889,100.482661,EL_C3_6_C,,,,,,,,,,,,17/06/2012
763,5011.598832,5001.335043,100.426186,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
764,5011.690782,5001.39759,100.425525,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
765,5011.594001,5001.489504,100.472381,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
766,5011.508804,5001.47276,100.479873,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
767,5011.512561,5001.40355,100.461459,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
768,5011.60733,5001.415569,100.464802,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
769,5011.696845,5001.413023,100.406214,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
770,5011.636907,5001.336993,100.415251,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
771,5011.531511,5001.376689,100.429952,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
772,5011.554272,5001.473198,100.438267,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
773,5011.623119,5001.408151,100.394805,PF_D2_6_R12,,,,,,,,,,,,17/06/2012
774,5012.252822,5000.802085,100.751659,PF_D3_6_HM22,,,,,,,,,,,,17/06/2012
775,5012.102659,5001.502754,100.478893,PF_E2_6_HB173,,,,,,,,,,,,17/06/2012
776,5012.126954,5001.51759,100.476004,PF_E2_6_HB174,,,,,,,,,,,,17/06/2012
777,5012.149603,5001.522589,100.470842,PF_E2_6_HB175,,,,,,,,,,,,17/06/2012
778,5012.180075,5001.539913,100.470218,PF_E2_6_HB176,,,,,,,,,,,,17/06/2012
779,5013.223326,5000.649307,100.53418,PF_E4_6A_SF7,,,,,,,,,,,,17/06/2012
780,5013.444507,5000.683904,100.540362,PF_E4_6A_SF7,,,,,,,,,,,,17/06/2012
781,5013.482151,5000.863824,100.54736,PF_E4_6A_SF7,,,,,,,,,,,,17/06/2012
782,5012.929443,5000.588739,100.563348,PF_D3_6A_SF7,,,,,,,,,,,,17/06/2012
783,5012.583196,5000.977357,100.586497,PF_D3_6A_SF7,,,,,,,,,,,,17/06/2012
784,5012.647168,5000.896744,100.548253,PF_D3_6A_SF7,,,,,,,,,,,,17/06/2012
785,5012.65004,5000.769625,100.588608,PF_D3_6A_SF7,,,,,,,,,,,,17/06/2012
786,5013.297772,5000.706901,100.507669,PF_E4_6A_SF7,,,,,,,,,,,,17/06/2012
787,5010.871067,5000.043054,100.409254,PF_C2_6_HB153,,,,,,,,,,,,17/06/2012
788,5012.32447,5001.265925,100.45156,EL_D2_6_N,,,,,,,,,,,,17/06/2012
789,5011.724019,5001.898176,100.399696,EL_D2_6_E,,,,,,,,,,,,17/06/2012
790,5011.60779,5000.595645,100.448254,EL_D2_6_W,,,,,,,,,,,,17/06/2012
791,5011.630624,5001.227808,100.420528,EL_D2_6_C,,,,,,,,,,,,17/06/2012
792,5011.224858,5001.072004,100.439511,EL_D2_6_S,,,,,,,,,,,,17/06/2012
793,5010.981968,5000.440788,100.431476,PF_C2_6_HB154,,,,,,,,,,,,17/06/2012
794,5010.901841,5000.359774,100.428621,PF_C2_6_HB154,,,,,,,,,,,,17/06/2012
795,5012.649475,5000.695566,100.474033,PF_D3_6_HB155,,,,,,,,,,,,17/06/2012
796,5011.902048,5000.815967,100.436022,PF_D3_6_L66,,,,,,,,,,,,17/06/2012
797,5011.736361,5000.504519,100.516913,PF_D3_6_HB156,,,,,,,,,,,,17/06/2012
798,5011.702338,5000.481501,100.527199,PF_D3_6_HB156,,,,,,,,,,,,17/06/2012
799,5011.740455,5000.412563,100.52211,PF_D3_6_HB156,,,,,,,,,,,,17/06/2012
800,5011.784499,5000.455074,100.548661,PF_D3_6_HB156,,,,,,,,,,,,17/06/2012
801,5011.769411,5000.517964,100.45671,PF_D3_6_HB157,,,,,,,,,,,,17/06/2012
802,5012.406275,5001.679674,100.47726,PF_E2_6_HB158,,,,,,,,,,,,17/06/2012
803,5011.021179,5000.358786,100.414186,PF_C2_6_HB159,,,,,,,,,,,,17/06/2012
804,5012.347605,5001.715807,100.475479,PF_E2_6_HB160,,,,,,,,,,,,17/06/2012
805,5011.127277,5000.566897,100.443595,PF_C2_6_L67,,,,,,,,,,,,17/06/2012
806,5011.324736,5000.644739,100.472488,PF_C2_6_HM23,,,,,,,,,,,,17/06/2012
807,5011.46075,5000.497741,100.422001,PF_C2_6_L68,,,,,,,,,,,,17/06/2012
808,5012.997887,5000.491887,100.531138,EL_D3_6_N,,,,,,,,,,,,17/06/2012
809,5012.349642,5001.217376,100.450222,EL_D3_6_E,,,,,,,,,,,,17/06/2012
810,5011.630049,5000.584071,100.440196,EL_D3_6_S,,,,,,,,,,,,17/06/2012
811,5012.302663,4999.860622,100.496371,EL_D3_6_W,,,,,,,,,,,,17/06/2012
812,5012.336987,5000.484763,100.45515,EL_D3_6_C,,,,,,,,,,,,17/06/2012
813,5011.351917,5000.869692,100.492382,PF_C2_6_HB161,,,,,,,,,,,,17/06/2012
814,5011.258894,5000.807624,100.498312,PF_C2_6_HB161,,,,,,,,,,,,17/06/2012
815,5011.366219,5000.720108,100.497729,PF_C2_6_R13,,,,,,,,,,,,17/06/2012
816,5011.324396,5000.652077,100.488531,PF_C2_6_R13,,,,,,,,,,,,17/06/2012
817,5011.26762,5000.678026,100.46261,PF_C2_6_R13,,,,,,,,,,,,17/06/2012
818,5011.214184,5000.578467,100.450106,PF_C2_6_R13,,,,,,,,,,,,17/06/2012
819,5011.294626,5000.660624,100.473831,PF_C2_6_R13,,,,,,,,,,,,17/06/2012
820,5011.279258,5000.633274,100.448599,PF_C2_6_R13,,,,,,,,,,,,17/06/2012
821,5011.122103,5000.735777,100.426049,PF_C2_6_L69,,,,,,,,,,,,17/06/2012
822,5011.334892,5000.577371,100.422798,PF_C2_6_HB162,,,,,,,,,,,,17/06/2012
823,5011.360883,5000.560437,100.424229,PF_C2_6_HM24,,,,,,,,,,,,17/06/2012
824,5012.711845,5001.821661,100.457446,PF_E2_6_HB163,,,,,,,,,,,,17/06/2012
825,5012.832577,5001.83644,100.466092,PF_E2_6_L70,,,,,,,,,,,,17/06/2012
826,5012.718084,5002.138095,100.460551,PF_E2_6_C14X16,,,,,,,,,,,,17/06/2012
827,5011.094963,5000.567269,100.478177,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
828,5010.994355,5000.546787,100.471264,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
829,5011.091026,5000.505405,100.462912,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
830,5010.994665,5000.59217,100.421266,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
831,5011.079668,5000.589653,100.411266,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
832,5011.075584,5000.507592,100.41906,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
833,5010.991197,5000.528836,100.426048,PF_C2_6_R14,,,,,,,,,,,,17/06/2012
834,5011.587877,5000.562937,100.444028,EL_C2_6_N,,,,,,,,,,,,17/06/2012
835,5011.155355,5000.997844,100.419846,EL_C2_6_E,,,,,,,,,,,,17/06/2012
836,5010.593389,5000.329858,100.440211,EL_C2_6_S,,,,,,,,,,,,17/06/2012
837,5010.902491,4999.932883,100.414292,EL_C2_6_W,,,,,,,,,,,,17/06/2012
838,5010.999395,5000.458273,100.425964,EL_C2_6_C,,,,,,,,,,,,17/06/2012
839,5012.804121,5001.955363,100.431991,PF_E2_6_C14X17,,,,,,,,,,,,17/06/2012
840,5012.709376,5001.727174,100.438715,PF_E2_6_HB164,,,,,,,,,,,,17/06/2012
841,5012.807019,5001.808409,100.434035,PF_E2_6_HB165,,,,,,,,,,,,17/06/2012
842,5012.596653,5002.282886,100.419252,PF_E2_6_HB166,,,,,,,,,,,,17/06/2012
843,5012.664032,5002.283084,100.428563,PF_E2_6_HB167,,,,,,,,,,,,17/06/2012
844,5011.93241,5001.651894,100.418614,PF_E2_6_HB168,,,,,,,,,,,,17/06/2012
845,5011.934919,5001.552864,100.446697,PF_E2_6_HB169,,,,,,,,,,,,17/06/2012
846,5012.065195,5001.56529,100.447037,PF_E2_6_HB169,,,,,,,,,,,,17/06/2012
847,5012.043671,5001.498601,100.451226,PF_E2_6_HB170,,,,,,,,,,,,17/06/2012
848,5012.339276,5001.68003,100.457309,PF_E2_6_HB170,,,,,,,,,,,,17/06/2012
849,5012.40138,5001.640981,100.462828,PF_E2_6_HB171,,,,,,,,,,,,17/06/2012
850,5012.326329,5001.642342,100.459531,PF_E2_6_HB171,,,,,,,,,,,,17/06/2012
851,5012.166869,5001.624524,100.448262,PF_E2_6_HB172,,,,,,,,,,,,17/06/2012
852,5012.936447,5001.931761,100.438295,EL_E2_6_N,,,,,,,,,,,,17/06/2012
853,5012.339816,5002.184963,100.393698,EL_E2_6_E,,,,,,,,,,,,17/06/2012
854,5011.698834,5001.801703,100.390681,EL_E2_6_S,,,,,,,,,,,,17/06/2012
855,5012.320177,5001.318804,100.432193,EL_E2_6_W,,,,,,,,,,,,17/06/2012
856,5012.358359,5001.865089,100.427811,EL_E2_6_C,,,,,,,,,,,,17/06/2012
857,5012.199587,5001.555475,100.46814,PF_E2_6_HB177,,,,,,,,,,,,17/06/2012
858,5012.21849,5001.556561,100.4716,PF_E2_6_HB178,,,,,,,,,,,,17/06/2012
859,5012.235205,5001.568721,100.47024,PF_E2_6_HB179,,,,,,,,,,,,17/06/2012
860,5012.249645,5001.585823,100.465233,PF_E2_6_HB180,,,,,,,,,,,,17/06/2012
861,5012.252817,5001.596491,100.466082,PF_E2_6_HB181,,,,,,,,,,,,17/06/2012
862,5012.276137,5001.618289,100.461853,PF_E2_6_HB182,,,,,,,,,,,,17/06/2012
863,5012.283744,5001.624183,100.462503,PF_E2_6_HB183,,,,,,,,,,,,17/06/2012
864,5012.304656,5001.62798,100.46471,PF_E2_6_HB184,,,,,,,,,,,,17/06/2012
865,5012.315527,5001.636667,100.473386,PF_E2_6_HB185,,,,,,,,,,,,17/06/2012
866,5012.258641,5001.556907,100.450707,PF_E2_6_HB186,,,,,,,,,,,,17/06/2012
867,5011.205085,4999.19748,100.465863,PF_B3_7_HB187,,,,,,,,,,,,17/06/2012
868,5011.240855,4999.178274,100.468705,PF_B3_7_HB188,,,,,,,,,,,,17/06/2012
869,5011.259117,4999.223198,100.438696,PF_B3_7_HB189,,,,,,,,,,,,17/06/2012
870,5011.8651,5002.075193,100.397738,PF_E1_6_HB190,,,,,,,,,,,,17/06/2012
871,5011.866323,5002.230393,100.386806,PF_E1_6_C14X18,,,,,,,,,,,,17/06/2012
872,5012.026851,5002.293539,100.405366,EL_E1_6_N,,,,,,,,,,,,17/06/2012
873,5011.770444,5002.044565,100.382374,EL_E1_6_W,,,,,,,,,,,,17/06/2012
874,5011.889451,4999.679229,100.493373,PF_C3_7_HB191,,,,,,,,,,,,17/06/2012
875,5011.869951,4999.631663,100.497018,PF_C3_7_HB191,,,,,,,,,,,,17/06/2012
876,5011.593865,4999.776298,100.464322,PF_C3_7_HB192,,,,,,,,,,,,17/06/2012
877,5011.463896,4999.727073,100.436721,PF_C3_7_L71,,,,,,,,,,,,17/06/2012
878,5011.385355,4999.635589,100.43303,PF_C3_7_HB193,,,,,,,,,,,,17/06/2012
879,5011.448411,4999.436159,100.437228,PF_C3_7_HB194,,,,,,,,,,,,17/06/2012
880,5011.553949,4999.681439,100.44378,PF_C3_7_HB195,,,,,,,,,,,,17/06/2012
881,5011.58007,4999.415143,100.471197,PF_C3_7_L72,,,,,,,,,,,,17/06/2012
882,5010.696847,4999.030552,100.46082,PF_B3_7_HB196,,,,,,,,,,,,17/06/2012
883,5011.837321,4999.824185,100.433063,PF_C3_7_HB197,,,,,,,,,,,,17/06/2012
884,5011.540555,4999.212213,100.432817,EL_B3_7_N,,,,,,,,,,,,17/06/2012
885,5010.881266,4999.868214,100.374735,EL_B3_7_E,,,,,,,,,,,,17/06/2012
886,5010.533194,4998.880055,100.455525,EL_B3_7_S,,,,,,,,,,,,17/06/2012
887,5010.836156,4998.546323,100.422601,EL_B3_7_W,,,,,,,,,,,,17/06/2012
888,5011.047496,4999.073752,100.433786,EL_B3_7_C,,,,,,,,,,,,17/06/2012
889,5012.148394,4999.875208,100.442468,PF_C3_7_HM25,,,,,,,,,,,,17/06/2012
890,5012.137604,4999.74429,100.471333,PF_C3_7_HB198,,,,,,,,,,,,17/06/2012
891,5011.657209,5000.19547,100.631884,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
892,5011.549806,4999.822462,100.523388,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
893,5011.331356,5000.028382,100.508138,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
894,5011.439707,5000.2031,100.56128,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
895,5011.61423,5000.226011,100.471194,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
896,5011.67103,4999.95296,100.49621,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
897,5011.544404,4999.806684,100.472357,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
898,5011.326311,5000.089539,100.406489,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
899,5011.403953,5000.193646,100.423657,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
900,5011.399475,5000.057267,100.385575,PF_C3_7_R15,,,,,,,,,,,,17/06/2012
901,5010.544059,5000.117723,100.360736,PF_B2_7_HB199,,,,,,,,,,,,17/06/2012
902,5012.095492,4999.803855,100.425242,PF_C3_7_HB200,,,,,,,,,,,,17/06/2012
903,5011.229472,4999.581794,100.390134,PF_C3_7_HB201,,,,,,,,,,,,17/06/2012
904,5011.285892,4999.964669,100.383767,PF_C3_7_HB202,,,,,,,,,,,,17/06/2012
905,5010.790983,4999.99986,100.380482,PF_B2_7_HB203,,,,,,,,,,,,17/06/2012
906,5010.697223,5000.052959,100.372337,PF_B2_7_HB203,,,,,,,,,,,,17/06/2012
907,5011.530745,4999.796383,100.412631,PF_C3_7_HB204,,,,,,,,,,,,17/06/2012
908,5011.681209,4999.934411,100.417811,PF_C3_7_HB205,,,,,,,,,,,,17/06/2012
909,5011.729213,4999.998828,100.41149,PF_C3_7_L73,,,,,,,,,,,,17/06/2012
910,5010.863518,4999.89281,100.371751,EL_B2_7_N,,,,,,,,,,,,17/06/2012
911,5010.594473,5000.226313,100.367736,EL_B2_7_E,,,,,,,,,,,,17/06/2012
912,5010.347058,5000.190956,100.368081,EL_B2_7_S,,,,,,,,,,,,17/06/2012
913,5010.684922,4999.789425,100.375414,EL_B2_7_W,,,,,,,,,,,,17/06/2012
914,5011.679859,4999.217971,100.489455,PF_C4_7_HM26,,,,,,,,,,,,17/06/2012
915,5011.527381,4999.861337,100.408023,PF_C3_7_HB206,,,,,,,,,,,,17/06/2012
916,5011.506338,5000.393353,100.381581,PF_C3_7_HB207,,,,,,,,,,,,17/06/2012
917,5011.49315,5000.283327,100.38397,PF_C3_7_L74,,,,,,,,,,,,17/06/2012
918,5012.197744,4999.806536,100.433423,EL_C3_7_N,,,,,,,,,,,,17/06/2012
919,5011.596559,5000.466964,100.372604,EL_C3_7_E,,,,,,,,,,,,17/06/2012
920,5010.955396,4999.901727,100.36489,EL_C3_7_S,,,,,,,,,,,,17/06/2012
921,5011.584443,4999.219201,100.424246,EL_C3_7_W,,,,,,,,,,,,17/06/2012
922,5011.587938,4999.895155,100.403287,EL_C3_7_C,,,,,,,,,,,,17/06/2012
923,5011.617904,5000.214102,100.392429,PF_C3_7_HB208,,,,,,,,,,,,17/06/2012
924,5011.911998,4999.292442,100.489877,PF_C4_7_HB209,,,,,,,,,,,,17/06/2012
925,5012.185763,4999.520406,100.495003,PF_C4_7_HB210,,,,,,,,,,,,17/06/2012
926,5012.208315,4999.513749,100.464023,PF_C4_7_HB211,,,,,,,,,,,,17/06/2012
927,5012.299888,4999.686719,100.449682,PF_C4_7_HB212,,,,,,,,,,,,17/06/2012
928,5012.452795,4999.227981,100.451549,PF_C4_7_L75,,,,,,,,,,,,17/06/2012
929,5012.923941,4999.116419,100.458977,EL_C4_7_N,,,,,,,,,,,,17/06/2012
930,5012.258691,4999.78132,100.43276,EL_C4_7_E,,,,,,,,,,,,17/06/2012
931,5011.601358,4999.175814,100.436435,EL_C4_7_S,,,,,,,,,,,,17/06/2012
932,5012.234808,4998.47638,100.457215,EL_C4_7_W,,,,,,,,,,,,17/06/2012
933,5012.277883,4999.188595,100.458504,EL_C4_7_C,,,,,,,,,,,,17/06/2012
934,5010.740321,4985.479852,100.494975,CHECK,,,,,,,,,,,,18/06/2012
935,5012.729904,4999.516466,100.498467,PF_D4_7_L76,,,,,,,,,,,,18/06/2012
936,5012.18915,4999.950792,100.461362,PF_D3_7_HB213,,,,,,,,,,,,18/06/2012
937,5012.268287,4999.894059,100.460729,PF_D3_7_HB213,,,,,,,,,,,,18/06/2012
938,5012.230664,5000.073106,100.468113,PF_D3_7_L77,,,,,,,,,,,,18/06/2012
939,5012.668955,4999.715838,100.455283,PF_D4_7_L78,,,,,,,,,,,,18/06/2012
940,5012.252075,4999.998473,100.446332,PF_D3_7_L79,,,,,,,,,,,,18/06/2012
941,5012.350422,5000.031,100.478718,PF_D3_7_L80,,,,,,,,,,,,18/06/2012
942,5012.391067,4999.736823,100.461855,PF_D4_7_HB214,,,,,,,,,,,,18/06/2012
943,5012.333226,4999.818811,100.485835,PF_D4_7_L81,,,,,,,,,,,,18/06/2012
944,5012.272191,5000.163656,100.445582,PF_D3_7_L82,,,,,,,,,,,,18/06/2012
945,5012.840425,4999.716391,100.462246,PF_D4_7_HB215,,,,,,,,,,,,18/06/2012
946,5012.204268,4999.89559,100.445008,PF_D3_7_HB216,,,,,,,,,,,,18/06/2012
947,5012.314981,4999.767364,100.467239,PF_D4_7_HB217,,,,,,,,,,,,18/06/2012
948,5012.433261,4999.736496,100.509559,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
949,5012.539281,4999.752178,100.494811,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
950,5012.497167,4999.777928,100.519018,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
951,5012.439843,4999.823335,100.494255,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
952,5012.485613,4999.853095,100.477903,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
953,5012.439498,4999.777206,100.447616,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
954,5012.538433,4999.796107,100.45074,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
955,5012.48437,4999.81448,100.469238,PF_D4_7_L83,,,,,,,,,,,,18/06/2012
956,5012.421261,5000.267239,100.467976,PF_D3_7_L84,,,,,,,,,,,,18/06/2012
957,5011.143476,5000.355516,100.367833,PF_C2_7_HB218,,,,,,,,,,,,18/06/2012
958,5012.395062,4999.884625,100.4578,PF_D4_7_HB219,,,,,,,,,,,,18/06/2012
959,5012.259438,4999.878138,100.441302,PF_D3_7_HM27,,,,,,,,,,,,18/06/2012
960,5012.279929,4999.817987,100.44003,PF_D3_7_HB220,,,,,,,,,,,,18/06/2012
961,5012.934818,4999.876423,100.502169,PF_D4_7_L85,,,,,,,,,,,,18/06/2012
962,5012.196803,5000.059609,100.415271,PF_D3_7_HB221,,,,,,,,,,,,18/06/2012
963,5011.544345,5000.5337,100.36924,EL_C2_7_N,,,,,,,,,,,,18/06/2012
964,5011.223105,5000.873274,100.343466,EL_C2_7_E,,,,,,,,,,,,18/06/2012
965,5010.616741,5000.23997,100.374722,EL_C2_7_S,,,,,,,,,,,,18/06/2012
966,5010.896663,4999.925654,100.375507,EL_C2_7_W,,,,,,,,,,,,18/06/2012
967,5010.999853,5000.482864,100.366088,EL_C2_7_C,,,,,,,,,,,,18/06/2012
968,5012.92096,5000.117751,100.475392,PF_D4_7_L86,,,,,,,,,,,,18/06/2012
969,5012.540028,5000.401935,100.474523,PF_D3_7_HB222,,,,,,,,,,,,18/06/2012
