Name,Northing,Easting,Elevation,Description,Description_2,Square,Spit,Plotted_Find,PF,Number,Direction,,,
275,5012.223743,5001.832212,100.537647,ROCK10,Rock,,,,,,,,,
276,5012.13361,5001.947388,100.563717,ROCK10,Rock,,,,,,,,,
277,5012.047761,5001.593499,100.580612,ROCK10,Rock,,,,,,,,,
278,5011.875532,5001.696553,100.59097,ROCK10,Rock,,,,,,,,,
279,5012.031595,5001.793329,100.679652,ROCK10,Rock,,,,,,,,,
280,5012.033236,5001.805402,100.483963,ROCK10,Rock,,,,,,,,,
281,5013.160035,4999.707371,100.583698,PF_D4_4_L27,Plotted Finds,D4,4,Lithic,L,27,,,,
282,5013.050259,5001.935988,100.561569,EL_E2_4_N,End Levels,E2,4,,,,N,,,
283,5012.693295,5002.329029,100.542788,EL_E2_4_E,End Levels,E2,4,,,,E,,,
284,5011.849075,5001.970102,100.556665,EL_E2_4_S,End Levels,E2,4,,,,S,,,
285,5012.3558,5001.280522,100.530094,EL_E2_4_W,End Levels,E2,4,,,,W,,,
286,5012.388621,5001.931505,100.506004,EL_E2_4_C,End Levels,E2,4,,,,C,,,
287,5012.980072,5000.049172,100.605373,PF_D4_4_L28,Plotted Finds,D4,4,Lithic,L,28,,,,
288,5012.022842,5002.279044,100.549019,EL_E1_4_N,End Levels,E1,4,,,,N,,,
289,5011.764638,5002.047156,100.560219,EL_E1_4_W,End Levels,E1,4,,,,W,,,
290,5013.246315,5000.23839,100.627806,PF_D4_4_BD1,Plotted Finds,D4,4,Bead,BD,1,,,,
291,5013.564789,5000.086765,100.604375,PF_E4_4_L29,Plotted Finds,E4,4,Lithic,L,29,,,,
292,5013.839166,4999.951141,100.620771,PF_E4_4_L30,Plotted Finds,E4,4,Lithic,L,30,,,,
293,5012.926637,5000.109939,100.565501,PF_D4_4_L31,Plotted Finds,D4,4,Lithic,L,31,,,,
294,5013.494676,5000.504332,100.58655,PF_E4_4_L32,Plotted Finds,E4,4,Lithic,L,32,,,,
295,5013.432213,5000.514915,100.575003,PF_E4_4_L33,Plotted Finds,E4,4,Lithic,L,33,,,,
296,5013.677156,4999.754515,100.587514,EL_D4_4_N,End Levels,D4,4,,,,N,,,
297,5013.063117,5000.462713,100.565604,EL_D4_4_E,End Levels,D4,4,,,,E,,,
298,5012.366468,4999.846103,100.567648,EL_D4_4_S,End Levels,D4,4,,,,S,,,
299,5013.022585,4999.150407,100.618549,EL_D4_4_W,End Levels,D4,4,,,,W,,,
300,5012.933132,4999.792725,100.59004,EL_D4_4_C,End Levels,D4,4,,,,C,,,
301,5013.718872,5000.659821,100.567455,PF_E4_4_HM9,Plotted Finds,E4,4,Haematite,HM,9,,,,
302,5013.862144,5000.485564,100.565063,PF_E4_4_L33,Plotted Finds,E4,4,Lithic,L,33,,,,
333,5014.450847,5000.434519,100.545046,EL_E4_4_N,End Levels,E4,4,,,,N,,,
334,5013.80914,5001.188095,100.558082,EL_E4_4_E,End Levels,E4,4,,,,E,,,
335,5013.075035,5000.50109,100.563387,EL_E4_4_S,End Levels,E4,4,,,,S,,,
336,5013.715598,4999.794706,100.587964,EL_E4_4_W,End Levels,E4,4,,,,W,,,
337,5013.811004,5000.556489,100.54008,EL_E4_4_C,End Levels,E4,4,,,,C,,,
350,5010.619165,4999.984396,100.510733,PF_B2_5_L35,Plotted Finds,B2,5,Lithic,L,35,,,,
351,5010.657929,5000.050621,100.511039,PF_B2_5_HB43,Plotted Finds,B2,5,Human Bone,HB,43,,,,
352,5011.094999,4999.845613,100.547341,PF_C3_5_L36,Plotted Finds,C3,5,Lithic,L,36,,,,
353,5010.62656,5000.01837,100.494556,PF_B2_5_HM10,Plotted Finds,B2,5,Haematite,HM,10,,,,
354,5011.13203,4999.929733,100.536416,PF_C3_5_HM11,Plotted Finds,C3,5,Haematite,HM,11,,,,
355,5010.885019,4999.928304,100.503553,EL_B2_5_N,End Levels,B2,5,,,,N,,,
356,5010.612428,5000.218037,100.501824,EL_B2_5_E,End Levels,B2,5,,,,E,,,
357,5010.467716,5000.089025,100.510697,EL_B2_5_S,End Levels,B2,5,,,,S,,,
358,5010.714772,4999.768838,100.504233,EL_B2_5_W,End Levels,B2,5,,,,W,,,
359,5011.167821,4999.855415,100.524518,PF_C3_5_L37,Plotted Finds,C3,5,Lithic,L,37,,,,
360,5010.941866,4999.722933,100.522265,PF_B3_5_HB44,Plotted Finds,B3,5,Human Bone,HB,44,,,,
361,5012.008733,4999.707354,100.569953,PF_C3_5_L38,Plotted Finds,C3,5,Lithic,L,38,,,,
362,5011.885127,5000.191191,100.554554,PF_C3_5_L39,Plotted Finds,C3,5,Lithic,L,39,,,,
363,5011.367261,4999.12478,100.540395,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
364,5011.430593,4999.199104,100.537081,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
365,5011.324508,4999.329949,100.524379,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
366,5011.245981,4999.255574,100.542247,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
367,5011.36719,4999.148981,100.58586,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
368,5011.403854,4999.206465,100.586838,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
369,5011.331838,4999.325422,100.578198,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
370,5011.261342,4999.232,100.587756,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
371,5011.33457,4999.152148,100.540374,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
372,5011.404981,4999.197966,100.531762,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
373,5011.348323,4999.293295,100.537544,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
374,5011.249466,4999.262114,100.540059,PF_B3_5_R3,Plotted Finds,B3,5,Rock,R,3,,,,
375,5011.773246,5000.349578,100.555403,PF_C3_5_HM12,Plotted Finds,C3,5,Haematite,HM,12,,,,
376,5011.62335,5000.387656,100.550791,PF_C3_5_HB45,Plotted Finds,C3,5,Human Bone,HB,45,,,,
377,5011.071926,4999.955328,100.511265,PF_C3_5_HB46,Plotted Finds,C3,5,Human Bone,HB,46,,,,
378,5011.249538,4999.823911,100.537282,PF_C3_5_HB47,Plotted Finds,C3,5,Human Bone,HB,47,,,,
379,5011.132914,4999.925357,100.517349,PF_C3_5_L40,Plotted Finds,C3,5,Lithic,L,40,,,,
380,5010.901573,4999.069309,100.554474,PF_B3_5_C14X3,Plotted Finds,B3,5,Carbon Sample,C14X,3,,,,
381,5011.151851,4999.946407,100.520018,PF_C3_5_L41,Plotted Finds,C3,5,Lithic,L,41,,,,
382,5011.316704,4999.950342,100.527238,PF_C3_5_HB48,Plotted Finds,C3,5,Human Bone,HB,48,,,,
383,5010.774859,4998.647861,100.569371,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
384,5010.881732,4998.831469,100.576641,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
385,5010.764113,4999.010887,100.57891,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
386,5010.531287,4998.829343,100.60501,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
387,5011.135686,5000.031638,100.523415,PF_C3_5_HB49,Plotted Finds,C3,5,Human Bone,HB,49,,,,
388,5010.826864,4998.581606,100.534412,PF_B3_5_HB50,Plotted Finds,B3,5,Human Bone,HB,50,,,,
389,5011.346328,5000.185756,100.581658,PF_C3_5_HB51,Plotted Finds,C3,5,Human Bone,HB,51,,,,
390,5011.336163,5000.105786,100.57904,PF_C3_5_HB51,Plotted Finds,C3,5,Human Bone,HB,51,,,,
391,5011.251348,5000.00909,100.535546,PF_C3_5_HB52,Plotted Finds,C3,5,Human Bone,HB,52,,,,
392,5010.657797,4998.786045,100.566973,PF_B3_5_HB54,Plotted Finds,B3,5,Human Bone,HB,54,,,,
393,5012.409444,4999.336611,100.572939,PF_C4_5_C14X_4,Plotted Finds,C4,5,Carbon Sample,C14X,4,,,,
394,5010.741236,4998.610617,100.543807,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
395,5010.758103,4999.08876,100.542053,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
396,5010.542759,4998.834262,100.540421,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
397,5010.888701,4998.79283,100.541141,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
398,5011.444275,4999.187375,100.523817,PF_B3_5_SF3,Plotted Finds,B3,5,Sediment Feature,SF,3,,,,
399,5011.452814,4999.191084,100.52512,EL_B3_5_N,End Levels,B3,5,,,,N,,,
400,5010.905834,4999.889825,100.507245,EL_B3_5_E,End Levels,B3,5,,,,E,,,
401,5010.540819,4998.829091,100.540618,EL_B3_5_S,End Levels,B3,5,,,,S,,,
402,5010.828814,4998.508779,100.543234,EL_B3_5_W,End Levels,B3,5,,,,W,,,
403,5011.020839,4999.357437,100.541062,EL_B3_5_C,End Levels,B3,5,,,,C,,,
404,5011.52028,4999.551589,100.545098,PF_C3_5_L42,Plotted Finds,C3,5,Lithic,L,42,,,,
405,5012.398848,4998.72755,100.59264,PF_B4_5_SF4,Plotted Finds,B4,5,Sediment Feature,SF,4,,,,
406,5012.361607,4998.800228,100.601716,PF_B4_5_SF4,Plotted Finds,B4,5,Sediment Feature,SF,4,,,,
407,5012.276993,4998.787722,100.59381,PF_B4_5_SF4,Plotted Finds,B4,5,Sediment Feature,SF,4,,,,
408,5012.231373,4998.700182,100.59598,PF_B4_5_SF4,Plotted Finds,B4,5,Sediment Feature,SF,4,,,,
409,5012.300183,4998.641803,100.596771,PF_B4_5_SF4,Plotted Finds,B4,5,Sediment Feature,SF,4,,,,
410,5012.358216,4998.665203,100.59654,PF_B4_5_SF4,Plotted Finds,B4,5,Sediment Feature,SF,4,,,,
411,5010.79981,5000.113553,100.546473,PF_C2_5_L43,Plotted Finds,C2,5,Lithic,L,43,,,,
412,5010.912807,5000.04341,100.509077,PF_C2_5_L44,Plotted Finds,C2,5,Lithic,L,44,,,,
413,5012.913174,4999.107409,100.617735,EL_C4_5_N,End Levels,C4,5,,,,N,,,
414,5012.261796,4999.795221,100.5599,EL_C4_5_E,End Levels,C4,5,,,,E,,,
415,5011.632585,4999.17935,100.563759,EL_C4_5_S,End Levels,C4,5,,,,S,,,
416,5012.24677,4998.490215,100.574722,EL_C4_5_W,End Levels,C4,5,,,,W,,,
417,5012.250728,4999.155149,100.574187,EL_C4_5_C,End Levels,C4,5,,,,C,,,
418,5010.858266,5000.191837,100.523964,PF_C2_5_HM13,Plotted Finds,C2,5,Haematite,HM,13,,,,
419,5011.126479,5000.165709,100.560397,PF_C2_5_HB55,Plotted Finds,C2,5,Human Bone,HB,55,,,,
420,5010.916772,5000.179758,100.518617,PF_C2_5_L45,Plotted Finds,C2,5,Lithic,L,45,,,,
421,5010.89369,4999.942892,100.493818,PF_C2_5_HB56,Plotted Finds,C2,5,Human Bone,HB,56,,,,
422,5012.499959,4999.748313,100.558663,PF_D4_5_HB57,Plotted Finds,D4,5,Human Bone,HB,57,,,,
423,5012.64609,4999.616388,100.556186,PF_D4_5_HB58,Plotted Finds,D4,5,Human Bone,HB,58,,,,
424,5011.321873,5000.023711,100.515919,PF_C3_5_HB53,Plotted Finds,C3,5,Human Bone,HB,53,,,,
425,5011.283166,4999.791153,100.494512,PF_C3_5_HB53,Plotted Finds,C3,5,Human Bone,HB,53,,,,
426,5011.374611,4999.923835,100.517174,PF_C3_5_HB59,Plotted Finds,C3,5,Human Bone,HB,59,,,,
427,5011.169143,4999.942125,100.508774,PF_C3_5_HB60,Plotted Finds,C3,5,Human Bone,HB,60,,,,
428,5011.178423,4999.72645,100.509159,PF_C3_5_HB61,Plotted Finds,C3,5,Human Bone,HB,61,,,,
429,5011.175533,4999.720714,100.510864,PF_C3_5_HB62,Plotted Finds,C3,5,Human Bone,HB,62,,,,
430,5011.701195,5000.347064,100.549776,PF_C3_5_HB63,Plotted Finds,C3,5,Human Bone,HB,63,,,,
431,5011.605063,5000.361207,100.558911,PF_C3_5_HB64,Plotted Finds,C3,5,Human Bone,HB,64,,,,
432,5011.658558,5000.36649,100.556428,PF_C3_5_HB65,Plotted Finds,C3,5,Human Bone,HB,65,,,,
433,5011.578887,5000.403329,100.549309,PF_C3_5_HB66,Plotted Finds,C3,5,Human Bone,HB,66,,,,
434,5011.470513,5000.336089,100.54719,PF_C3_5_HB67,Plotted Finds,C3,5,Human Bone,HB,67,,,,
435,5010.772518,5000.286136,100.503247,PF_C2_5_HB68,Plotted Finds,C2,5,Human Bone,HB,68,,,,
436,5010.717985,5000.207841,100.492245,PF_C2_5_HB68,Plotted Finds,C2,5,Human Bone,HB,68,,,,
437,5011.234554,5000.270823,100.551959,PF_C2_5_HB69,Plotted Finds,C2,5,Human Bone,HB,69,,,,
438,5010.891754,5000.457979,100.522223,PF_C2_5_L46,Plotted Finds,C2,5,Lithic,L,46,,,,
439,5012.694533,4999.633688,100.556686,PF_D4_5_HB70,Plotted Finds,D4,5,Human Bone,HB,70,,,,
440,5011.740333,5000.37917,100.552606,PF_C3_5_L47,Plotted Finds,C3,5,Lithic,L,47,,,,
441,5011.699849,5000.461258,100.550414,PF_C3_5_L48,Plotted Finds,C3,5,Lithic,L,48,,,,
442,5012.53953,4999.901251,100.531641,PF_D4_5_C14X_5,Plotted Finds,D4,5,Carbon Sample,C14X,5,,,,
443,5011.283335,5000.166697,100.528875,PF_C3_5_HB71,Plotted Finds,C3,5,Human Bone,HB,71,,,,
444,5011.971109,5000.084954,100.532852,PF_C3_5_HB72,Plotted Finds,C3,5,Human Bone,HB,72,,,,
445,5011.280749,5000.672424,100.555462,PF_C2_5_L49,Plotted Finds,C2,5,Lithic,L,49,,,,
446,5011.335754,5000.569945,100.559419,PF_C2_5_L49,Plotted Finds,C2,5,Lithic,L,49,,,,
447,5011.44164,5000.647604,100.559455,PF_C2_5_L49,Plotted Finds,C2,5,Lithic,L,49,,,,
448,5011.351759,5000.731173,100.549391,PF_C2_5_L49,Plotted Finds,C2,5,Lithic,L,49,,,,
449,5011.352942,5000.667493,100.547104,PF_C2_5_L49,Plotted Finds,C2,5,Lithic,L,49,,,,
450,5011.915939,4999.834498,100.549617,PF_C3_5_L50,Plotted Finds,C3,5,Lithic,L,50,,,,
451,5013.654724,4999.783721,100.57403,EL_D4_5_N,End Levels,D4,5,,,,N,,,
452,5013.035315,5000.428262,100.560369,EL_D4_5_E,End Levels,D4,5,,,,E,,,
453,5012.485138,4999.791298,100.547619,EL_D4_5_S,End Levels,D4,5,,,,S,,,
454,5012.932729,4999.136111,100.61871,EL_D4_5_W,End Levels,D4,5,,,,W,,,
455,5012.968896,4999.845029,100.571862,EL_D4_5_C,End Levels,D4,5,,,,C,,,
456,5011.799048,4999.905122,100.517982,PF_C3_5_HB73,Plotted Finds,C3,5,Human Bone,HB,73,,,,
457,5011.173109,5000.465551,100.497009,PF_C2_5_L51,Plotted Finds,C2,5,Lithic,L,51,,,,
458,5010.926445,5000.418846,100.493746,PF_C2_5_HB74,Plotted Finds,C2,5,Human Bone,HB,74,,,,
459,5013.504367,5000.677542,100.550701,PF_E4_5_C14X_6,Plotted Finds,E4,5,Carbon Sample,C14X,6,,,,
460,5012.006398,4999.984993,100.564799,PF_C3_5_R4,Plotted Finds,C3,5,Rock,R,4,,,,
461,5011.973515,4999.926681,100.559165,PF_C3_5_R4,Plotted Finds,C3,5,Rock,R,4,,,,
462,5012.048284,4999.902545,100.560491,PF_C3_5_R4,Plotted Finds,C3,5,Rock,R,4,,,,
463,5012.041791,4999.949472,100.562246,PF_C3_5_R4,Plotted Finds,C3,5,Rock,R,4,,,,
464,5012.005043,4999.934547,100.53428,PF_C3_5_R4,Plotted Finds,C3,5,Rock,R,4,,,,
465,5011.335494,5000.689139,100.507585,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
466,5011.34751,5000.835878,100.535569,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
467,5011.18929,5000.658322,100.514833,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
468,5011.325745,5000.691366,100.508475,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
469,5011.272864,5000.864836,100.55456,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
470,5011.29206,5000.812524,100.614415,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
471,5011.186212,5000.673908,100.564894,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
472,5011.314682,5000.676352,100.535177,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
473,5011.324149,5000.777391,100.537053,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
474,5011.278558,5000.825156,100.551934,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
475,5011.188866,5000.714623,100.536891,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
476,5011.275247,5000.682724,100.504674,PF_C2_5_R5,Plotted Finds,C2,5,Rock,R,5,,,,
477,5012.402036,5000.056114,100.514635,PF_D3_5_L55,Plotted Finds,D3,5,Lithic,L,55,,,,
478,5013.792943,5001.146483,100.550543,EL_E4_5_E,End Levels,E4,5,,,,E,,,
479,5013.075323,5000.470436,100.561851,EL_E4_5_S,End Levels,E4,5,,,,S,,,
480,5013.685605,4999.806135,100.573973,EL_E4_5_W,End Levels,E4,5,,,,W,,,
481,5013.829251,5000.502138,100.530614,EL_E4_5_C,End Levels,E4,5,,,,C,,,
482,5014.417621,5000.45443,100.538917,EL_E4_5_N,End Levels,E4,5,,,,N,,,
483,5011.572744,5000.338809,100.592123,PF_C3_5_L52,Plotted Finds,C3,5,Lithic,L,52,,,,
484,5011.508147,5000.339235,100.580761,PF_C3_5_L52,Plotted Finds,C3,5,Lithic,L,52,,,,
485,5011.584082,5000.330888,100.482473,PF_C3_5_L52,Plotted Finds,C3,5,Lithic,L,52,,,,
486,5011.516153,5000.329307,100.476867,PF_C3_5_L52,Plotted Finds,C3,5,Lithic,L,52,,,,
487,5011.642647,5000.496376,100.53971,PF_C3_5_L53,Plotted Finds,C3,5,Lithic,L,53,,,,
488,5011.667955,5000.355428,100.536826,PF_C3_5_HB79,Plotted Finds,C3,5,Human Bone,HB,79,,,,
489,5011.726585,5000.324834,100.566815,PF_C3_5_HB80,Plotted Finds,C3,5,Human Bone,HB,80,,,,
490,5011.591206,5000.55179,100.510714,EL_C2_5_N,End Levels,C2,5,,,,N,,,
491,5011.182568,5000.999993,100.485001,EL_C2_5_E,End Levels,C2,5,,,,E,,,
492,5010.624002,5000.30743,100.493636,EL_C2_5_S,End Levels,C2,5,,,,S,,,
493,5010.931282,4999.956813,100.485234,EL_C2_5_W,End Levels,C2,5,,,,W,,,
494,5011.04015,5000.400543,100.481904,EL_C2_5_C,End Levels,C2,5,,,,C,,,
495,5011.717937,5000.420619,100.525341,PF_C3_5_L54,Plotted Finds,C3,5,Lithic,L,54,,,,
496,5012.513785,5000.200047,100.521982,PF_D3_5_HB80,Plotted Finds,D3,5,Human Bone,HB,80,,,,
497,5011.51365,5000.889024,100.500015,PF_D2_5_L56,Plotted Finds,D2,5,Lithic,L,56,,,,
498,5011.260044,5000.028948,100.509737,PF_C3_5_HB81,Plotted Finds,C3,5,Human Bone,HB,81,,,,
499,5011.290643,4999.987029,100.498791,PF_C3_5_HB81,Plotted Finds,C3,5,Human Bone,HB,81,,,,
500,5011.477498,5001.028175,100.497157,PF_D2_5_L57,Plotted Finds,D2,5,Lithic,L,57,,,,
501,5011.913263,5000.262551,100.554515,PF_D3_5_HB82,Plotted Finds,D3,5,Human Bone,HB,82,,,,
502,5011.996368,5000.931839,100.512686,PF_D2_5_HB83,Plotted Finds,D2,5,Human Bone,HB,83,,,,
503,5012.108276,5000.311555,100.564906,PF_D3_5_HB84,Plotted Finds,D3,5,Human Bone,HB,84,,,,
504,5011.429177,5000.93279,100.57154,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
505,5011.493653,5000.923487,100.539922,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
506,5011.48052,5001.044442,100.49341,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
507,5011.419238,5001.077015,100.508809,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
508,5011.385823,5000.975134,100.556431,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
509,5011.478698,5000.938801,100.510598,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
510,5011.45716,5001.026863,100.474418,PF_D2_5_R6,Plotted Finds,D2,5,Rock,R,6,,,,
511,5011.416169,5001.073384,100.499534,PF_D2_5_R6,Plotted Finds,D2,6,Rock,R,6,,,,
512,5011.836624,5000.448489,100.569995,PF_D3_5_HB85,Plotted Finds,D3,5,Human Bone,HB,85,,,,
513,5012.032681,5000.35437,100.563342,PF_D3_5_HB86,Plotted Finds,D3,5,Human Bone,HB,86,,,,
514,5011.287123,4999.616046,100.511619,PF_C3_5_HB87,Plotted Finds,C3,5,Human Bone,HB,87,,,,
515,5011.247611,5000.003575,100.525229,PF_C3_5_R7,Plotted Finds,C3,5,Rock,R,7,,,,
516,5011.248533,4999.834745,100.506325,PF_C3_5_R7,Plotted Finds,C3,5,Rock,R,7,,,,
517,5011.272956,4999.917939,100.525507,PF_C3_5_R7,Plotted Finds,C3,5,Rock,R,7,,,,
518,5011.217871,4999.921961,100.517872,PF_C3_5_R7,Plotted Finds,C3,5,Rock,R,7,,,,
519,5011.245319,4999.927884,100.502303,PF_C3_5_R7,Plotted Finds,C3,5,Rock,R,7,,,,
520,5011.761971,5000.304585,100.567729,PF_C3_5_R8,Plotted Finds,C3,5,Rock,R,8,,,,
521,5011.674102,5000.322629,100.548198,PF_C3_5_R8,Plotted Finds,C3,5,Rock,R,8,,,,
522,5011.720022,5000.354517,100.548786,PF_C3_5_R8,Plotted Finds,C3,5,Rock,R,8,,,,
523,5011.735478,5000.265395,100.552662,PF_C3_5_R8,Plotted Finds,C3,5,Rock,R,8,,,,
524,5011.723137,5000.313688,100.527395,PF_C3_5_R8,Plotted Finds,C3,5,Rock,R,8,,,,
525,5011.752193,5001.22236,100.528433,PF_D2_5_HM14,Plotted Finds,D2,5,Haematite,HM,14,,,,
526,5011.49052,5000.741696,100.475302,PF_D2_5_HM15,Plotted Finds,D2,5,Haematite,HM,15,,,,
527,5011.065332,4999.815965,100.496672,PF_C3_5_HB88,Plotted Finds,C3,5,Human Bone,HB,88,,,,
528,5012.517619,5000.754593,100.55762,PF_D3_5_C14X_9,Plotted Finds,D3,5,Carbon Sample,C14X,9,,,,
529,5011.722297,5000.377716,100.498647,PF_C3_5_HM16,Plotted Finds,C3,5,Haematite,HM,16,,,,
530,5011.554146,5001.382113,100.54232,PF_D2_5_HB89,Plotted Finds,D2,5,Human Bone,HB,89,,,,
531,5011.473916,5001.030171,100.477278,PF_D2_5_O1,Plotted Finds,D2,5,Otilith,O,1,,,,
532,5010.908094,4998.657488,100.4985,PF_B3_6_HB107,Plotted Finds,B3,6,Human Bone,HB,107,,,,
533,5012.152422,5001.082969,100.497434,PF_D2_5_HB90,Plotted Finds,D2,5,Human Bone,HB,90,,,,
534,5012.639595,5000.881151,100.571407,PF_D3_5_C14X_10,Plotted Finds,D3,5,Carbon Sample,C14X,10,,,,
535,5011.763156,5001.10304,100.464556,PF_D2_5_HM17,Plotted Finds,D2,5,Haematite,HM,10,,,,
536,5023.302255,4999.151601,100.506153,CP03,Control Points,,,,,,,,,
537,5012.110467,5001.523204,100.491282,PF_D2_5_HB91,Plotted Finds,D2,5,Human Bone,HB,17,,,,
538,5011.889282,5001.262095,100.459416,PF_D2_5_HB92,Plotted Finds,D2,5,Human Bone,HB,92,,,,
539,5012.636388,4998.008226,100.710121,XG_1989_N,Excavation Unit,,,,,,,,,
540,5011.837972,4997.372978,100.677898,XG_1989_W,Excavation Unit,,,,,,,,,
541,5010.846572,4998.408814,100.573545,XG_1989_S,Excavation Unit,,,,,,,,,
542,5011.276918,4998.093933,100.477323,XG_1989_ROCK,Excavation Unit,,,,,,,,,
543,5011.572441,4998.011464,100.563276,XG_1989_ROCK,Excavation Unit,,,,,,,,,
544,5011.667444,5001.180163,100.49125,PF_D2_5_GS1,Plotted Finds,D2,5,Grinding Stone,GS,1,,,,
545,5011.709976,5001.211527,100.501033,PF_D2_5_GS1,Plotted Finds,D2,5,Grinding Stone,GS,1,,,,
546,5011.600605,5001.288416,100.495712,PF_D2_5_GS1,Plotted Finds,D2,5,Grinding Stone,GS,1,,,,
547,5011.579968,5001.242719,100.483387,PF_D2_5_GS1,Plotted Finds,D2,5,Grinding Stone,GS,1,,,,
548,5011.679977,5001.185966,100.462351,PF_D2_5_GS1,Plotted Finds,D2,5,Grinding Stone,GS,1,,,,
549,5011.725537,5001.261639,100.490355,PF_D2_5_GS1,Plotted Finds,D2,5,Grinding Stone,GS,1,,,,
550,5012.995601,5000.493505,100.567517,EL_D3_5_N,End Levels,D3,5,,,,N,,,
551,5012.342816,5001.193286,100.504803,EL_D3_5_E,End Levels,D3,5,,,,E,,,
552,5011.648287,5000.552207,100.5157,EL_D3_5_S,End Levels,D3,5,,,,S,,,
553,5012.291239,4999.837344,100.545084,EL_D3_5_W,End Levels,D3,5,,,,W,,,
554,5012.351879,5000.520142,100.530214,EL_D3_5_C,End Levels,D3,5,,,,C,,,
555,5011.761478,5001.783179,100.531984,PF_D2_5_HB93,Plotted Finds,D2,5,Human Bone,HB,93,,,,
556,5011.615534,5001.518166,100.523767,PF_D2_5_HB94,Plotted Finds,D2,5,Human Bone,HB,94,,,,
557,5011.692328,5001.537717,100.521354,PF_D2_5_HM18,Plotted Finds,D2,5,Haematite,HM,18,,,,
558,5011.684682,5001.722529,100.527094,PF_D2_5_HB95,Plotted Finds,D2,5,Human Bone,HB,95,,,,
559,5011.937338,5001.640867,100.480102,PF_D2_5_HB96,Plotted Finds,D2,5,Human Bone,HB,96,,,,
560,5011.69153,5001.731923,100.505368,PF_D2_5_HB97,Plotted Finds,D2,5,Human Bone,HB,97,,,,
561,5012.336877,5001.259678,100.513582,EL_D2_5_N,End Levels,D2,5,,,,N,,,
562,5011.704175,5001.728094,100.469118,EL_D2_5_E,End Levels,D2,5,,,,E,,,
563,5011.234386,5001.047314,100.488099,EL_D2_5_S,End Levels,D2,5,,,,S,,,
564,5011.607948,5000.550449,100.506988,EL_D2_5_W,End Levels,D2,5,,,,W,,,
565,5011.673092,5001.185239,100.453625,EL_D2_5_C,End Levels,D2,5,,,,C,,,
566,5018.058897,5005.270144,100.893405,GRID_NE,Geophysics Grid,,,,,,,,,
567,5012.428065,5001.415894,100.518417,PF_E2_5_C14X_11,Plotted Finds,E2,5,Carbon Sample,C14X,11,,,,
568,5009.399376,4996.610726,100.754297,TBM04,Temporary Bench Mark,,,,,,,,,
569,5011.732551,4976.94697,100.063197,TBM02,Temporary Bench Mark,,,,,,,,,
570,5004.608388,4993.135103,100.962431,GRID_SE,Geophysics Grid,,,,,,,,,
571,5025.913222,5006.660018,100.658806,BL_0M,Base Line,,,,,,,,,
572,5012.177397,5001.520469,100.490461,PF_E2_5_HB98,Plotted Finds,E2,5,Human Bone,HB,98,,,,
