Name,Y,X,Z,Description,Date Taken
4001,5010.771693,4985.407484,100.488966,CHECK 220712 #2,22/07/2012
4002,5012.14134,4999.42758,98.738104,PF_C4_42_L1765,22/07/2012
4003,5012.205091,4999.352127,98.751166,PF_C4_42_L1766,22/07/2012
4004,5012.014532,4999.188432,98.726063,PF_C4_42_HM382,22/07/2012
4005,5011.476967,4999.192355,97.979288,EL_B3_58_N,22/07/2012
4006,5010.86083,4999.78428,97.970259,EL_B3_58_E,22/07/2012
4007,5010.193816,4999.180164,97.970258,EL_B3_58_S,22/07/2012
4008,5010.756414,4998.611662,97.981229,EL_B3_58_W,22/07/2012
4009,5010.764385,4999.205324,97.973722,EL_B3_58_C,22/07/2012
4010,5010.760121,4999.946703,97.943932,EL_B2_58_N,22/07/2012
4011,5010.204011,5000.52313,97.924215,EL_B2_58_E,22/07/2012
4012,5009.450401,4999.86866,97.933277,EL_B2_58_S,22/07/2012
4013,5010.061001,4999.318042,97.955564,EL_B2_58_W,22/07/2012
4014,5010.156629,4999.845573,97.930638,EL_B2_58_C,22/07/2012
4015,5010.007088,4999.303564,98.054441,PF_B2_58_R80,22/07/2012
4016,5010.029193,4999.216319,98.0755,PF_B2_58_R80,22/07/2012
4017,5010.144287,4999.128264,98.022432,PF_B2_58_R80,22/07/2012
4018,5010.148923,4999.31949,97.992029,PF_B2_58_R80,22/07/2012
4019,5010.112999,4999.236565,98.014718,PF_B2_58_R80,22/07/2012
4020,5010.145558,4999.321336,97.95188,PF_B2_58_R80,22/07/2012
4021,5010.143574,4999.178772,97.956783,PF_B2_58_R80,22/07/2012
4022,5009.991277,4999.243856,97.977381,PF_B2_58_R80,22/07/2012
4023,5010.116984,4999.273273,97.924505,PF_B2_58_R80,22/07/2012
4024,5010.096703,4999.240038,97.927236,PF_B2_58_R80,22/07/2012
4025,5012.748066,4999.13506,98.665911,PF_C3_43_L3071,22/07/2012
4026,5012.271196,4998.810973,98.612807,PF_C4_44_L3062,22/07/2012
4027,5012.011645,4999.119113,98.620631,PF_C4_44_L3073,22/07/2012
4028,5012.572309,4999.087249,98.640632,PF_C4_44_L3074,22/07/2012
4029,5012.276886,4998.998151,98.620743,PF_C4_44_L3075,22/07/2012
4030,5011.661299,4999.042927,98.47063,PF_SWC4_44_L3076,22/07/2012
4031,5012.726413,4999.121497,98.620237,EL_C4_44_N,22/07/2012
4032,5012.223996,4999.77843,98.640485,EL_C4_44_E,22/07/2012
4033,5012.188122,4998.501872,98.639866,EL_C4_44_W,22/07/2012
4034,5012.292007,4999.178494,98.618391,EL_C4_44_C,22/07/2012
4035,5011.437403,4999.217833,97.897451,EL_B3_69_N,22/07/2012
4036,5010.89285,4999.828219,97.881301,EL_B3_69_E,22/07/2012
4037,5010.196376,4999.22222,97.866465,EL_B3_69_S,22/07/2012
4038,5010.794513,4998.608605,97.886454,EL_B3_69_S,22/07/2012
4039,5010.766939,4999.217091,97.865834,EL_B3_69_C,22/07/2012
4040,5009.92254,4999.713934,97.93563,PF_B2_61_R81,22/07/2012
4041,5009.896749,4999.610125,97.94482,PF_B2_61_R81,22/07/2012
4042,5009.989103,4999.523987,97.901421,PF_B2_61_R81,22/07/2012
4043,5010.051913,4999.643991,97.891547,PF_B2_61_R81,22/07/2012
4044,5009.965942,4999.568783,97.838274,PF_B2_61_R81,22/07/2012
4045,5009.931574,4999.70994,97.877154,PF_B2_61_R81,22/07/2012
4046,5011.808459,4999.423564,98.662056,PF_C4_44_L3077,22/07/2012
4047,5011.909875,4998.692662,98.585951,PF_C4_45_GS50,22/07/2012
4048,5012.014313,4998.703594,98.619996,PF_C4_45_GS50,22/07/2012
4049,5012.038384,4998.688112,98.569098,PF_C4_45_GS50,22/07/2012
4050,5012.601143,4998.995388,98.57211,PF_C4_45_HM384,22/07/2012
4051,5012.731705,4999.190619,98.539223,EL_C4_46_N,22/07/2012
4052,5012.264697,4999.786256,98.548972,EL_C4_46_E,22/07/2012
4053,5011.833037,4999.238217,98.539099,EL_C4_46_S,22/07/2012
4054,5012.076453,4998.555448,98.542233,EL_C4_46_W,22/07/2012
4055,5012.252249,4999.179976,98.542333,EL_C4_46_C,22/07/2012
4056,5011.964856,4999.454652,98.516715,PL_C4_47_L3078,22/07/2012
4057,5012.181508,4998.998204,98.513249,PL_C4_47_L3079,22/07/2012
4058,5012.181034,4999.436983,98.533988,PF_C4_47_L3080,22/07/2012
4059,5012.196187,4999.500749,98.527259,PF_C4_47_L3080,22/07/2012
4060,5012.169837,4999.48476,98.528283,PF_C4_47_L3080,22/07/2012
4061,5012.207408,4999.440899,98.534339,PF_C4_47_L3080,22/07/2012
4062,5012.100614,4999.495183,98.529169,PF_C4_47_L3081,22/07/2012
4063,5012.203904,4998.87782,98.509305,PF_C4_47_L3082,22/07/2012
4064,5012.252652,4998.861496,98.509941,PF_C4_47_L3082,22/07/2012
4065,5012.176065,4998.906885,98.507282,PF_C4_47_L3083,22/07/2012
4066,5012.244082,4998.927844,98.510657,PF_C4_47_L3084,22/07/2012
4067,5012.323473,4999.060758,98.514706,PF_C4_47_L3085,22/07/2012
4068,5012.292318,4999.501038,98.518567,PF_C4_47_HM385,22/07/2012
4069,5012.263665,4999.420309,98.51202,PF_C4_47_L3086,22/07/2012
4070,5012.294578,4999.443897,98.534453,PF_C4_47_L3086,22/07/2012
4071,5012.403795,4999.033508,98.504075,PF_C4_47_L3087,22/07/2012
4072,5012.347414,4999.475653,98.515579,PF_C4_47_HM385,22/07/2012
4073,5012.275328,4999.621672,98.504939,PF_C4_47_L3088,22/07/2012
4074,5012.29501,4999.671226,98.504345,PF_C4_47_L3088,22/07/2012
4075,5012.328234,4999.526977,98.48856,PF_C4_47_L3089,22/07/2012
4076,5012.236367,4999.398907,98.50077,PF_C4_47_L3090,22/07/2012
4077,5012.473701,4999.315112,98.497942,PF_C4_47_L3091,22/07/2012
4078,5012.514287,4999.167751,98.498059,PF_C4_47_L3092,22/07/2012
4079,5012.564892,4999.377083,98.511857,PF_C4_47_L3093,22/07/2012
4080,5012.509891,4999.507901,98.520279,PF_C4_47_L3094,22/07/2012
4081,5012.6625,4999.088818,98.513686,PF_C4_47_L3095,22/07/2012
4082,5012.660086,4999.27327,98.492339,PF_C4_47_L3096,22/07/2012
4083,5012.641306,4999.029644,98.495009,PF_C4_47_L3097,22/07/2012
4084,5012.553317,4999.248434,98.489091,PF_C4_47_HM387,22/07/2012
4085,5012.696149,4999.144982,98.497739,PF_C4_47_HM388,22/07/2012
4086,5012.778191,4999.153942,98.481858,EL_C4_47_N,22/07/2012
4087,5012.325059,4999.787166,98.531626,EL_C4_47_E,22/07/2012
4088,5011.931448,4999.202256,98.536473,EL_C4_47_S,22/07/2012
4089,5012.212667,4998.540218,98.521062,EL_C4_47_W,22/07/2012
4090,5012.237538,4999.216916,98.504843,EL_C4_47_C,22/07/2012
CP1,5016,5006,100.37,control point,22/07/2012
TBM03,5020,5003,100.795,TBM03,22/07/2012
TBM06,5015.3528,5000.8168,100.691,TBM06,22/07/2012
