Name,Y,X,Z,Description,Date Taken
3532,5011.343995,5000.960039,99.46051,PF_D2_25_L922,10/07/2012
3533,5011.620078,5001.187986,99.453181,PF_D2_25_L923,10/07/2012
3534,5011.614224,5001.290467,99.446617,PF_D2_25_L924,10/07/2012
3535,5011.936187,5001.286707,99.432488,PF_D2_25_HM220,10/07/2012
3536,5011.654888,5001.315859,99.449561,PF_D2_25_HM221,10/07/2012
3537,5011.955507,5001.618278,99.432418,PF_D2_25_HM222,10/07/2012
3538,5013.02382,5001.858758,99.439474,EL_E2_25A_N,10/07/2012
3539,5011.847531,5002.067229,99.379025,EL_E2_25B_S,10/07/2012
3540,5012.378038,5001.915322,99.413078,EL_E2_25_C,10/07/2012
3541,5012.345845,5001.293082,99.448459,EL_E2_25_W,10/07/2012
3542,5010.729018,4999.949001,99.493461,PF_B2_25_L946,10/07/2012
3543,5010.579828,5000.224264,99.467135,PF_B2_25_L947,10/07/2012
3544,5011.399307,5001.151163,99.427896,PF_D2_25_L948,10/07/2012
3545,5011.519494,5001.384868,99.422986,PF_D2_25_L949,10/07/2012
3546,5011.365333,5001.266322,99.429864,PF_D2_25_L950,10/07/2012
3547,5010.834954,5000.021814,99.445836,EL_B2_25_N,10/07/2012
3548,5010.515705,5000.100459,99.431881,EL_B2_25_C,10/07/2012
3549,5012.629376,4999.428954,99.439083,PF_C4A26_C14X131,10/07/2012
3550,5014.315229,5000.518419,99.418101,EL_E4_26_N,10/07/2012
3551,5013.742381,5001.154384,99.417206,EL_E4_26_E,10/07/2012
3552,5013.067583,5000.487095,99.413834,EL_E4_26_S,10/07/2012
3553,5013.716488,5000.568578,99.414546,EL_E4_26_C,10/07/2012
3554,5013.611861,4999.834818,99.409691,EL_E4_26_W,10/07/2012
3555,5013.598048,4999.831532,99.416509,EL_D4_26_N,10/07/2012
3556,5012.999949,5000.529663,99.422687,EL_D4_26_E,10/07/2012
3557,5012.302283,4999.88924,99.446831,EL_D4_26_S,10/07/2012
3558,5012.894067,4999.195286,99.436555,EL_D4_26_W,10/07/2012
3559,5013.04764,4999.923729,99.42048,EL_D4_26_C,10/07/2012
3560,5012.112636,4999.473664,99.457949,PF_C426A_C14X132,10/07/2012
3561,5013.120295,5000.879625,99.435073,PF_E3_26_L962,10/07/2012
3562,5013.02475,5000.755224,99.445003,PF_E3_26_L963,10/07/2012
3563,5013.36356,5001.203625,99.440402,PF_E3_26_L964,10/07/2012
3564,5012.842306,4999.165004,99.439815,EL_C4_26A_N,10/07/2012
3565,5012.268319,4999.845989,99.440834,EL_C4_26A_E,10/07/2012
3566,5011.634157,4999.272176,99.447819,EL_C4_26A_S,10/07/2012
3567,5012.218375,4998.623216,99.42662,EL_C4_26_W,10/07/2012
3568,5012.297165,4999.227197,99.454078,EL_C4_26_C,10/07/2012
3569,5013.36191,5001.207293,99.409938,PF_E3_26_L971,10/07/2012
3570,5011.696775,5000.080625,99.483143,PF_C2_26_HM234,10/07/2012
3571,5010.509067,4999.798902,99.14034,PF_KA_NE_L978,10/07/2012
3572,5010.598996,4999.791136,99.119488,PF_KA_NE_L979,10/07/2012
3573,5012.219607,5001.795991,99.355034,PF_E2_26_L986,10/07/2012
3574,5012.217378,5001.849631,99.356005,PF_E2_26_L987,10/07/2012
3575,5012.106885,5001.826933,99.350192,PF_E2_26_L988,10/07/2012
3576,5012.01573,5001.772976,99.347335,PF_E2_26_L989,10/07/2012
3577,5011.822838,5001.995988,99.327104,PF_E2_26_HM237,10/07/2012
3578,5012.171502,4999.897102,99.449391,EL_C3_26_N,10/07/2012
3579,5011.558267,5000.582402,99.413233,EL_C3_26_E,10/07/2012
3580,5010.934464,4999.985957,99.410145,EL_C3_26_S,10/07/2012
3581,5011.543165,4999.344524,99.4415,EL_C3_26_W,10/07/2012
3582,5011.542897,4999.954637,99.444894,EL_C3_26_C,10/07/2012
3583,5011.109671,4999.049932,99.422741,PF_B3_26_HM238,10/07/2012
3584,5012.475245,5001.834042,99.369376,PF_E2_26_L990,10/07/2012
3585,5012.263198,5001.899436,99.355215,PF_E2_26_L991,10/07/2012
3586,5012.172124,5002.221069,99.321887,PF_E2_26_L992,10/07/2012
3587,5012.133926,5001.990574,99.345847,PF_E2_26_HM239,10/07/2012
3588,5011.277877,5000.693367,99.411651,PF_C2_26_L1006,10/07/2012
3589,5010.97412,5000.631095,99.413719,PF_C2_26_L1007,10/07/2012
3590,5010.904379,5000.446238,99.396867,PF_C2_26_L1008,10/07/2012
3591,5011.10126,5000.697589,99.420812,PF_C2_26_HM240,10/07/2012
3592,5011.158177,5000.981795,99.41487,PF_C2_26_AF3,10/07/2012
3593,5011.157828,5001.073621,99.413717,PFC2_26_HM242,10/07/2012
3594,5011.182177,5001.045852,99.404736,PFC2_26_C14X135,10/07/2012
