Name,Y,X,Z,Description,Date Taken
3870,5010.762604,4985.492729,100.515921,CHECK190712,19/07/2012
3871,5012.031227,4999.240502,99.389394,PF_C4_28_L3059,19/07/2012
3872,5010.986596,4998.746594,98.375683,PF_B3_47_L3058,19/07/2012
3873,5010.982139,4999.170987,98.353459,PF_B3_47_L3059,19/07/2012
3874,5011.915497,4999.252134,99.363576,PF_C4_28_C14X223,19/07/2012
3875,5013.022344,5001.856772,99.238605,SL_E2_29_N,19/07/2012
3876,5012.183202,4998.70423,99.378671,PF_C3_28A_L3060,19/07/2012
3877,5012.823464,4999.125168,99.35816,EL_C3_28A_N,19/07/2012
3878,5012.227465,4999.750743,99.382724,EL_C3_28A_E,19/07/2012
3879,5012.243851,4998.599998,99.371267,EL_C3_28A_W,19/07/2012
3880,5011.585211,4999.185975,99.310995,EL_C3_28_S,19/07/2012
3881,5012.167221,4999.188269,99.344134,EL_C3_28_C,19/07/2012
3882,5009.794634,5000.465196,98.394533,PF_B2_49_R68,19/07/2012
3883,5009.57544,5000.225969,98.363238,PF_B2_49_R68,19/07/2012
3884,5009.610854,5000.16168,98.427627,PF_B2_49_R68,19/07/2012
3885,5009.788744,5000.18195,98.410907,PF_B2_49_R68,19/07/2012
3886,5009.814779,5000.227745,98.384639,PF_B2_49_R68,19/07/2012
3887,5009.79742,5000.3626,98.362242,PF_B2_49_R68,19/07/2012
3888,5009.888465,5000.428551,98.367346,PF_B2_49_R68,19/07/2012
3889,5009.761572,5000.303436,98.396974,PF_B2_49_R68,19/07/2012
3890,5009.852624,5000.405085,98.247445,PF_B2_49_R68,19/07/2012
3891,5009.758325,5000.368104,98.254832,PF_B2_49_R68,19/07/2012
3892,5009.711298,5000.240062,98.278735,PF_B2_49_R68,19/07/2012
3893,5009.746776,5000.18872,98.292259,PF_B2_49_R68,19/07/2012
3894,5009.812382,5000.250572,98.27327,PF_B2_49_R68,19/07/2012
3895,5009.84518,5000.387285,98.248173,PF_B2_49_R68,19/07/2012
3896,5009.766533,5000.288238,98.281013,PF_B2_49_R68,19/07/2012
3897,5010.116465,5000.60835,98.18772,EL_B1_49_N,19/07/2012
3898,5009.348293,5000.063549,98.233102,EL_B1_49_W,19/07/2012
3899,5009.529808,5001.191651,98.184499,EL_B1_49_E,19/07/2012
3900,5008.863859,5000.560419,98.223332,EL_B1_49_S,19/07/2012
3901,5009.397766,5000.605965,98.22209,EL_B1_49_C,19/07/2012
3902,5010.735126,4999.929402,98.20864,EL_B2_49_N,19/07/2012
3903,5010.138466,5000.599815,98.202783,EL_B2_49_E,19/07/2012
3904,5009.402918,4999.992935,98.229133,EL_B2_49_E,19/07/2012
3905,5012.297868,4999.261771,99.328565,PF_C4_29_C14X226,19/07/2012
3906,5012.342731,5001.472473,99.157388,PF_E2_30_C14X225,19/07/2012
3907,5011.865102,5001.900213,99.140839,PF_E2_30A_L3060,19/07/2012
3908,5011.966064,5002.090296,99.103635,PF_E2_30A_L3061,19/07/2012
3909,5012.831213,4999.126503,99.308403,EL_C4_29_N,19/07/2012
3910,5012.285016,4999.702425,99.339024,EL_C4_29_E,19/07/2012
3911,5011.58833,4999.222441,99.312752,EL_C4_29_S,19/07/2012
3912,5012.189835,4998.548198,99.33928,EL_C4_29_W,19/07/2012
3913,5012.274456,4999.205713,99.336536,EL_C4_29_C,19/07/2012
3914,5013.05216,5001.822569,99.114914,EL_E2_30A_N,19/07/2012
3915,5011.70961,5001.925096,99.126386,EL_E2_30A_S,19/07/2012
3916,5012.354269,5001.278619,99.145126,EL_E2_30_W,19/07/2012
3917,5011.828813,4999.454569,99.307451,PF_C4_30_L3062,19/07/2012
3918,5012.293349,4999.76801,99.270552,EL_C4_30_E,19/07/2012
3919,5012.836305,4999.125423,99.26947,EL_C4_30_N,19/07/2012
3920,5011.598202,4999.224981,99.296371,EL_C4_30_S,19/07/2012
3921,5012.171978,4998.558177,99.279002,EL_C4_30_W,19/07/2012
3922,5012.234569,4999.22773,99.299697,EL_C4_30_C,19/07/2012
3923,5010.672481,4998.721098,98.210368,PF_B3_49_L3063,19/07/2012
3924,5012.170356,4999.448308,99.263989,PF_C4_31_C14X227,19/07/2012
3925,5012.243016,4999.651332,99.261974,PF_C4_31_L3064,19/07/2012
3926,5011.662042,4999.234785,99.278521,PF_C4_31_L3065,19/07/2012
3927,5010.098147,5000.624062,98.116429,EL_B1_50_N,19/07/2012
3928,5009.38343,5000.018181,98.133098,EL_B1_50_W,19/07/2012
3929,5009.468261,5001.211312,98.131671,EL_B1_50_E,19/07/2012
3930,5008.834434,5000.594786,98.133122,EL_B1_50_E,19/07/2012
3931,5009.284302,5000.589943,98.136144,EL_B1_50_C,19/07/2012
3932,5010.050934,5000.273191,98.22311,PF_B2_49_R69,19/07/2012
3933,5010.132156,5000.302017,98.209551,PF_B2_49_R69,19/07/2012
3934,5010.192184,5000.307894,98.199605,PF_B2_49_R69,19/07/2012
3935,5010.233966,5000.264794,98.189786,PF_B2_49_R69,19/07/2012
3936,5010.025556,5000.261522,98.201128,PF_B2_49_R69,19/07/2012
3937,5010.044446,5000.21047,98.222168,PF_B2_49_R69,19/07/2012
3938,5010.064036,5000.102531,98.223148,PF_B2_49_R69,19/07/2012
