Name,Y,X,Z,Description,Date Taken
3174,5010.761666,4985.520519,100.512166,CHECK 080712,8/07/2012
3175,5009.879138,4999.946255,99.783346,PF_B2_20_L665,8/07/2012
3176,5010.500733,5000.607531,99.706428,PF_C2_21A_SF45,8/07/2012
3177,5010.825944,5000.622722,99.714407,PF_C2_21A_SF45,8/07/2012
3178,5010.487824,5000.746094,99.688994,PF_C2_21A_SF45,8/07/2012
3179,5010.923823,5000.669401,99.72211,PF_C2_21A_SF45,8/07/2012
3180,5010.963446,5000.970276,99.680856,PF_C2_21A_SF45,8/07/2012
3181,5010.814218,5000.649335,99.712834,PF_C2_21AC14X105,8/07/2012
3182,5011.751986,5001.694109,99.632301,PF_D2_21_HM166,8/07/2012
3183,5012.662683,5002.355892,99.669965,PF_E2_21_HM167,8/07/2012
3184,5010.683163,5000.596319,99.70655,PF_C2_21A_L680,8/07/2012
3185,5012.49395,5002.001196,99.671307,PF_E2_21_L683,8/07/2012
3186,5012.272346,5001.721589,99.699037,PF_E2_21_L684,8/07/2012
3187,5011.794819,5001.370688,99.669425,PF_D2_21_L685,8/07/2012
3188,5010.509218,5000.429707,99.660585,PF_C2_21_HM168,8/07/2012
3189,5010.982922,5000.762108,99.972523,PF_C2_21_L686,8/07/2012
3190,5012.519442,5001.835002,99.669349,PF_E2_21_HM169,8/07/2012
3191,5011.071436,5000.499583,99.680133,PF_C2_21_L687,8/07/2012
3192,5010.856901,5000.956112,99.621525,EL_C2_21A_C,8/07/2012
3193,5012.91751,5001.980727,99.653943,EL_E2_21_N,8/07/2012
3194,5012.32835,5001.360942,99.667611,EL_E2_21_W,8/07/2012
3195,5012.266685,5002.033877,99.629225,EL_E2_21_C,8/07/2012
3196,5012.213706,4999.93157,99.686895,EL_C3_21_N,8/07/2012
3197,5011.598379,5000.60089,99.686248,EL_C3_21_E,8/07/2012
3198,5010.911538,4999.95705,99.66032,EL_C3_21_S,8/07/2012
3199,5011.588647,4999.340483,99.690305,EL_C3_21_W,8/07/2012
3200,5011.557462,5000.087479,99.693771,EL_C3_21_C,8/07/2012
3201,5013.63307,5001.22526,99.65632,EL_E3_21A_N,8/07/2012
3202,5013.064232,5001.832774,99.649827,EL_E3_21A_E,8/07/2012
3203,5013.053914,5000.597264,99.708566,EL_E3_21A_W,8/07/2012
3204,5013.084237,5001.28481,99.669344,EL_E3_21A_C,8/07/2012
3205,5012.403333,5001.304161,99.672896,EL_E3_21_S,8/07/2012
3206,5011.202339,4999.518917,99.699924,PF_B3_21_C14X108,8/07/2012
3207,5012.894661,4999.109917,99.70784,EL_C4_21_N,8/07/2012
3208,5012.2225,4999.91813,99.688413,EL_C4_21_E,8/07/2012
3209,5011.617913,4999.279871,99.678722,EL_C4_21_S,8/07/2012
3210,5012.232487,4998.575286,99.684234,EL_C4_21_W,8/07/2012
3211,5012.246106,4999.214035,99.714683,EL_C4_21_C,8/07/2012
3212,5014.327935,5000.475929,99.703383,EL_E4_21_N,8/07/2012
3213,5013.748047,5001.131743,99.670483,EL_E4_21_E,8/07/2012
3214,5013.054799,5000.552013,99.701595,EL_E4_21_S,8/07/2012
3215,5013.719437,4999.938746,99.69957,EL_E4_21_W,8/07/2012
3216,5013.793011,5000.495105,99.68274,EL_E4_21_C,8/07/2012
3217,5012.615751,5001.612313,99.605395,PF_E2_22_L718,8/07/2012
3218,5012.80667,5002.119623,99.593289,PF_E2_22_HM182,8/07/2012
3219,5012.853974,5002.054258,99.601707,PF_E2_22_C14X110,8/07/2012
3220,5012.951708,5001.83891,99.603138,EL_E2_22_N,8/07/2012
3221,5012.378526,5001.366029,99.62791,EL_E2_22_W,8/07/2012
3222,5012.3116,5001.995788,99.58439,EL_E2_22_C,8/07/2012
3223,5013.10378,5001.459668,99.61082,PF_E3_22_C14X112,8/07/2012
3224,5013.66192,5001.236751,99.629063,EL_E3_22_N,8/07/2012
3225,5013.056865,5001.85197,99.606336,EL_E3_22_E,8/07/2012
3226,5012.383247,5001.334083,99.630279,EL_E3_22_S,8/07/2012
3227,5012.997958,5000.625125,99.665752,EL_E3_22_W,8/07/2012
3228,5013.047769,5001.287195,99.631021,EL_E3_22_C,8/07/2012
3229,5010.791318,5000.004317,99.618363,EL_B2_22_N,8/07/2012
CP1,5016,5006,100.37,control point,8/07/2012
TBM03,5020,5003,100.795,TBM03,8/07/2012
