Name,Easting,Northing,Elevation,Description,,Date Taken
505,5000.923487,5011.493653,100.539922,PF_D2_5_R6,,18/06/2012
506,5001.044442,5011.48052,100.49341,PF_D2_5_R6,,18/06/2012
507,5001.077015,5011.419238,100.508809,PF_D2_5_R6,,18/06/2012
508,5000.975134,5011.385823,100.556431,PF_D2_5_R6,,18/06/2012
509,5000.938801,5011.478698,100.510598,PF_D2_5_R6,,18/06/2012
510,5001.026863,5011.45716,100.474418,PF_D2_5_R6,,18/06/2012
511,5001.073384,5011.416169,100.499534,PF_D2_5_R6,,18/06/2012
512,5000.448489,5011.836624,100.569995,PF_D3_5_HB85,,18/06/2012
513,5000.35437,5012.032681,100.563342,PF_D3_5_HB86,,18/06/2012
514,4999.616046,5011.287123,100.511619,PF_C3_5_HB87,,18/06/2012
515,5000.003575,5011.247611,100.525229,PF_C3_5_R7,,18/06/2012
516,4999.834745,5011.248533,100.506325,PF_C3_5_R7,,18/06/2012
517,4999.917939,5011.272956,100.525507,PF_C3_5_R7,,18/06/2012
518,4999.921961,5011.217871,100.517872,PF_C3_5_R7,,18/06/2012
519,4999.927884,5011.245319,100.502303,PF_C3_5_R7,,18/06/2012
520,5000.304585,5011.761971,100.567729,PF_C3_5_R8,,18/06/2012
521,5000.322629,5011.674102,100.548198,PF_C3_5_R8,,18/06/2012
522,5000.354517,5011.720022,100.548786,PF_C3_5_R8,,18/06/2012
523,5000.265395,5011.735478,100.552662,PF_C3_5_R8,,18/06/2012
524,5000.313688,5011.723137,100.527395,PF_C3_5_R8,,18/06/2012
525,5001.22236,5011.752193,100.528433,PF_D2_5_HM14,,18/06/2012
526,5000.741696,5011.49052,100.475302,PF_D2_5_HM15,,18/06/2012
527,4999.815965,5011.065332,100.496672,PF_C3_5_HB88,,18/06/2012
528,5000.754593,5012.517619,100.55762,PF_D3_5_C14X_9,,18/06/2012
529,5000.377716,5011.722297,100.498647,PF_C3_5_HM16,,18/06/2012
530,5001.382113,5011.554146,100.54232,PF_D2_5_HB89,,18/06/2012
531,5001.030171,5011.473916,100.477278,PF_D2_5_O1,,18/06/2012
532,4998.657488,5010.908094,100.4985,PF_B3_6_HB107,,18/06/2012
533,5001.082969,5012.152422,100.497434,PF_D2_5_HB90,,18/06/2012
534,5000.881151,5012.639595,100.571407,PF_D3_5_C14X_10,,18/06/2012
535,5001.10304,5011.763156,100.464556,PF_D2_5_HM17,,18/06/2012
536,4999.151601,5023.302255,100.506153,CP03,,18/06/2012
537,5001.523204,5012.110467,100.491282,PF_D2_5_HB91,,18/06/2012
538,5001.262095,5011.889282,100.459416,PF_D2_5_HB92,,18/06/2012
539,4998.008226,5012.636388,100.710121,XG_1989_N,,18/06/2012
540,4997.372978,5011.837972,100.677898,XG_1989_W,,18/06/2012
541,4998.408814,5010.846572,100.573545,XG_1989_S,,18/06/2012
542,4998.093933,5011.276918,100.477323,XG_1989_ROCK,,18/06/2012
543,4998.011464,5011.572441,100.563276,XG_1989_ROCK,,18/06/2012
544,5001.180163,5011.667444,100.49125,PF_D2_5_GS1,,18/06/2012
545,5001.211527,5011.709976,100.501033,PF_D2_5_GS1,,18/06/2012
546,5001.288416,5011.600605,100.495712,PF_D2_5_GS1,,18/06/2012
547,5001.242719,5011.579968,100.483387,PF_D2_5_GS1,,18/06/2012
548,5001.185966,5011.679977,100.462351,PF_D2_5_GS1,,18/06/2012
549,5001.261639,5011.725537,100.490355,PF_D2_5_GS1,,18/06/2012
550,5000.493505,5012.995601,100.567517,EL_D3_5_N,,18/06/2012
551,5001.193286,5012.342816,100.504803,EL_D3_5_E,,18/06/2012
552,5000.552207,5011.648287,100.5157,EL_D3_5_S,,18/06/2012
553,4999.837344,5012.291239,100.545084,EL_D3_5_W,,18/06/2012
554,5000.520142,5012.351879,100.530214,EL_D3_5_C,,18/06/2012
555,5001.783179,5011.761478,100.531984,PF_D2_5_HB93,,18/06/2012
556,5001.518166,5011.615534,100.523767,PF_D2_5_HB94,,18/06/2012
557,5001.537717,5011.692328,100.521354,PF_D2_5_HM18,,18/06/2012
558,5001.722529,5011.684682,100.527094,PF_D2_5_HB95,,18/06/2012
559,5001.640867,5011.937338,100.480102,PF_D2_5_HB96,,18/06/2012
560,5001.731923,5011.69153,100.505368,PF_D2_5_HB97,,18/06/2012
561,5001.259678,5012.336877,100.513582,EL_D2_5_N,,18/06/2012
562,5001.728094,5011.704175,100.469118,EL_D2_5_E,,18/06/2012
563,5001.047314,5011.234386,100.488099,EL_D2_5_S,,18/06/2012
564,5000.550449,5011.607948,100.506988,EL_D2_5_W,,18/06/2012
565,5001.185239,5011.673092,100.453625,EL_D2_5_C,,18/06/2012
566,5005.270144,5018.058897,100.893405,GRID_NE,,18/06/2012
567,5001.415894,5012.428065,100.518417,PF_E2_5_C14X_11,,18/06/2012
568,4996.610726,5009.399376,100.754297,TBM04,,18/06/2012
569,4976.94697,5011.732551,100.063197,TBM02,,18/06/2012
570,4993.135103,5004.608388,100.962431,GRID_SE,,18/06/2012
571,5006.660018,5025.913222,100.658806,BL_0M,,18/06/2012
572,5001.520469,5012.177397,100.490461,PF_E2_5_HB98,,18/06/2012
573,5001.474755,5012.147635,100.498071,PF_E2_5_HB99,,18/06/2012
574,5001.637391,5012.073501,100.4842,PF_E2_5_HB100,,18/06/2012
575,5001.645153,5012.370557,100.503015,PF_E2_5_HB101,,18/06/2012
576,5001.827469,5012.140127,100.488159,PF_E2_5_L58,,18/06/2012
577,5001.484267,5012.12989,100.494498,PF_E2_5_HB102,,18/06/2012
578,5001.537496,5012.15675,100.494867,PF_E2_5_HB102,,18/06/2012
579,4982.640758,5015.528371,100.095429,TBM01,,18/06/2012
580,4997.797679,5011.795936,100.634059,XG_1989_ROCK,,18/06/2012
581,4985.474174,5010.74664,100.511626,ROCK1,,18/06/2012
582,4987.101756,5010.421515,100.640441,ROCK1,,18/06/2012
583,4988.254352,5010.505221,100.706343,ROCK1,,18/06/2012
584,4988.5913,5011.644979,100.641664,ROCK1,,18/06/2012
585,4988.534046,5012.883982,100.471433,ROCK1,,18/06/2012
586,4987.624101,5013.856312,100.290986,ROCK1,,18/06/2012
587,4986.340942,5013.881559,100.195464,ROCK1,,18/06/2012
588,4985.213543,5013.4929,100.160537,ROCK1,,18/06/2012
589,4984.64144,5012.749167,100.180758,ROCK1,,18/06/2012
590,4984.418116,5011.006666,100.313588,ROCK1,,18/06/2012
591,4986.820328,5011.188248,101.337379,DATUM,,18/06/2012
592,4988.416321,5012.458882,100.823437,ROCK1,,18/06/2012
593,5006.854395,5019.271891,100.946697,TREE1,,18/06/2012
594,5006.114404,5020.050493,100.866609,TREE1,,18/06/2012
595,5006.365825,5020.938182,100.861443,TREE1,,18/06/2012
596,5005.325199,5020.572344,100.885981,TREE2,,18/06/2012
597,5005.776709,5020.201722,100.876385,TREE2,,18/06/2012
598,5005.293711,5020.257422,100.91197,TREE2,,18/06/2012
599,5001.885643,5011.839815,100.554936,PF_E2_5_HB103,,18/06/2012
600,4998.829332,5012.354319,100.603704,PF_C4_6_HB104,,18/06/2012
601,4999.012244,5012.199811,100.581176,PF_C4_6_HB104,,18/06/2012
602,4999.026252,5011.862381,100.551397,PF_C4_6_HB105,,18/06/2012
603,4999.344969,5011.906193,100.540445,PF_C4_6_OT1,,18/06/2012
604,5001.845056,5012.350772,100.493274,PF_E2_5_HB106,,18/06/2012
605,4997.720098,5011.826638,100.629689,XG_1989_ROCK,,18/06/2012
606,4997.623242,5011.704102,100.628424,XG_1989_ROCK,,18/06/2012
607,4986.977734,5003.311065,100.848881,BL_30M,,18/06/2012
608,5001.838192,5011.793415,100.504257,PF_E2_5_HB108,,18/06/2012
609,5001.87582,5011.891378,100.476169,PF_E2_5_HB109,,18/06/2012
610,5001.912343,5011.935594,100.484714,PF_E2_5_HB109,,18/06/2012
611,4999.431906,5012.638252,100.559778,PF_C4_6_HM19,,18/06/2012
612,5002.101444,5011.854715,100.521004,PF_E2_5_HB109,,18/06/2012
613,5002.053785,5011.914442,100.49025,PF_E2_5_HB109,,18/06/2012
614,4999.139579,5011.32215,100.512113,PF_B3_6_HB110,,18/06/2012
615,4999.25147,5011.456916,100.595148,PF_B3_6_R9,,18/06/2012
616,4999.199606,5011.423355,100.567781,PF_B3_6_R9,,18/06/2012
617,4999.317513,5011.493235,100.556415,PF_B3_6_R9,,18/06/2012
618,4999.230942,5011.519549,100.554792,PF_B3_6_R9,,18/06/2012
619,4999.265928,5011.394012,100.561071,PF_B3_6_R9,,18/06/2012
620,4999.261669,5011.45746,100.53931,PF_B3_6_R9,,18/06/2012
621,5002.251587,5012.017819,100.534381,PF_E2_5_HB111,,18/06/2012
622,5002.265578,5012.171163,100.533971,PF_E2_5_HB111,,18/06/2012
623,4998.792335,5011.959392,100.532655,PF_C4_6_C14X12,,18/06/2012
624,4998.676599,5012.133622,100.547861,PF_C4_6_L59,,18/06/2012
625,4999.661822,5010.919768,100.486244,PF_B3_6_HB112,,18/06/2012
