Name,Y,X,Z,Description,Date Taken
3104,5010.744209,4985.487607,100.497612,CHECK 070712,7/07/2012
3105,5010.712261,5000.61887,99.893184,PF_C2_17_L571,7/07/2012
3106,5010.845301,5000.81212,99.909555,PF_C2_17_L572,7/07/2012
3107,5011.709533,5001.823228,99.869036,PF_D2_17_HM150,7/07/2012
3108,5011.70496,5001.407724,99.880852,PF_D2_17_HM151,7/07/2012
3109,5011.777787,5001.449777,99.89049,PF_D2_17_HM152,7/07/2012
3110,5011.641232,5001.310721,100.847688,PF_D2_17_L573,7/07/2012
3111,5012.822516,5001.767234,99.8737,PF_D2_17_L577,7/07/2012
3112,5012.397282,5002.1753,99.840941,PF_D2_17_L579,7/07/2012
3113,5012.246558,5001.939125,99.85161,PF_D2_17_L578,7/07/2012
3114,5012.211343,5001.761497,99.847276,PF_D2_17_L580,7/07/2012
3115,5012.062766,5002.065339,99.85414,PF_D2_17_L581,7/07/2012
3116,5012.017214,5002.186824,99.851938,PF_D2_17_L582,7/07/2012
3117,5012.714774,5001.947324,99.84202,PF_E2_17_L586,7/07/2012
3118,5012.916193,5001.844605,99.864136,EL_E2_17_N,7/07/2012
3119,5012.353929,5001.301877,99.878082,EL_E2_17_W,7/07/2012
3120,5013.627246,5001.191511,99.852696,EL_E3_17_N,7/07/2012
3121,5013.01632,5001.787643,99.864405,EL_E3_17_E,7/07/2012
3122,5012.387504,5001.280565,99.885241,EL_E3_17_S,7/07/2012
3123,5013.016885,5000.58372,99.894073,EL_E3_17_W,7/07/2012
3124,5013.003397,5001.246538,99.870434,EL_E3_17_C,7/07/2012
3125,5012.209383,4999.892562,99.905508,EL_C3_17_N,7/07/2012
3126,5011.569296,5000.605923,99.885162,EL_C3_17_E,7/07/2012
3127,5010.937882,4999.951812,99.883071,EL_C3_17_S,7/07/2012
3128,5011.555312,4999.297407,99.892068,EL_C3_17_W,7/07/2012
3129,5011.630646,5000.000968,99.891496,EL_C3_17_C,7/07/2012
3130,5010.976269,5000.617794,99.852996,PF_C2_18_L596,7/07/2012
3131,5012.163353,5001.978197,99.838877,PF_E2_18_L597,7/07/2012
3132,5011.246164,5001.145344,99.840307,PF_D2_18_HM154,7/07/2012
3133,5012.912742,5001.818928,99.803733,EL_E2_18_N,7/07/2012
3134,5012.351281,5001.31137,99.831112,EL_E2_18_W,7/07/2012
3135,5012.372771,5001.329513,99.852674,PF_E2_18_R70,7/07/2012
3136,5012.358006,5001.4268,99.833196,PF_E2_18_R70,7/07/2012
3137,5012.283732,5001.37381,99.852599,PF_E2_18_R70,7/07/2012
3138,5012.288774,5001.3475,99.829042,PF_E2_18_R70,7/07/2012
3139,5011.687174,5000.023699,99.845621,PF_C23_18_L605,7/07/2012
3140,5011.085816,5000.102683,99.842614,PF_C3_18_L606,7/07/2012
3141,5014.362424,5000.429559,99.822874,EL_E4_18_N,7/07/2012
3142,5013.598945,5001.111302,99.784947,EL_E4_18_E,7/07/2012
3143,5013.031195,5000.513674,99.842999,EL_E4_18_S,7/07/2012
3144,5013.661418,4999.805502,99.850564,EL_E4_18_W,7/07/2012
3145,5013.694704,5000.506129,99.82996,EL_E4_18_C,7/07/2012
3146,5010.478552,5000.698876,99.781743,EL_C1_19_W,7/07/2012
3147,5010.671983,5000.750389,99.803864,PF_C2_19_O10,7/07/2012
3148,5010.776021,5000.574333,99.810796,PF_C2_19_L613,7/07/2012
3149,5010.580476,5000.530656,99.778502,PF_C2_19_L631,7/07/2012
3150,5011.499466,5000.65309,99.790044,EL_C2_19_N,7/07/2012
3151,5010.841076,5000.000615,99.785548,EL_C2_19_W,7/07/2012
3152,5010.90737,5000.720214,99.774201,EL_C2_19_C,7/07/2012
3153,5011.503004,4999.205356,99.790855,EL_B3_19_N,7/07/2012
3154,5010.851991,4999.927374,99.783707,EL_B3_19_E,7/07/2012
3155,5010.885633,4998.576399,99.77943,EL_B3_19_W,7/07/2012
3156,5010.904733,4999.198614,99.775167,EL_B3_19_C,7/07/2012
3157,5014.368834,5000.455968,99.779455,EL_E4_19_N,7/07/2012
3158,5013.730324,5001.14347,99.735184,EL_E4_19_E,7/07/2012
3159,5013.048784,5000.564402,99.770569,EL_E4_19_S,7/07/2012
3160,5013.66286,4999.782258,99.797239,EL_E4_19_W,7/07/2012
3161,5013.7049,5000.4611,99.780307,EL_E4_19_C,7/07/2012
3162,5013.665567,4999.807451,99.799793,EL_D4_19_N,7/07/2012
3163,5013.005596,5000.536441,99.769126,EL_D4_19_E,7/07/2012
3164,5012.287319,4999.889617,99.793935,EL_D4_19_S,7/07/2012
3165,5012.94596,4999.170029,99.815046,EL_D4_19_W,7/07/2012
3166,5012.927667,4999.856676,99.797736,EL_D4_19_C,7/07/2012
3167,5012.937191,4999.233633,99.798192,EL_C4_19_N,7/07/2012
3168,5012.242869,4999.849093,99.803914,EL_C4_19_E,7/07/2012
3169,5011.584443,4999.240287,99.790181,EL_C4_19_S,7/07/2012
3170,5012.271118,4998.563004,99.759944,EL_C4_19_W,7/07/2012
3171,5012.333642,4999.299531,99.80186,EL_C4_19_C,7/07/2012
3172,5010.555656,5000.601802,99.736742,PF_C2_20_L639,7/07/2012
3173,5010.409634,5000.72486,99.692992,EL_C2_20_S,7/07/2012
CP1,5016,5006,100.37,control point,7/07/2012
TBM03,5020,5003,100.795,TBM03,7/07/2012
