Name,Y,X,Z,Description,Date Taken
4126,5012.167795,4998.601248,98.491526,EL_C4_48_HM389,23/07/2012
4127,5011.940449,4999.531433,98.507107,EL_C4_48_HM390,23/07/2012
4128,5011.970246,4998.938765,98.467921,EL_C4_48_HM391,23/07/2012
4129,5012.135622,4998.943109,98.472057,EL_C4_48_L1796,23/07/2012
4130,5012.037525,4999.31209,98.470993,EL_C4_48_L1797,23/07/2012
4131,5012.220421,4999.728714,98.472152,EL_C4_48_L1798,23/07/2012
4132,5012.29915,4999.712458,98.477001,EL_C4_48_L1798,23/07/2012
4133,5011.906094,4999.453125,98.481709,EL_C4_48_L1799,23/07/2012
4134,5011.955241,4999.443937,98.471052,EL_C4_48_L1799,23/07/2012
4135,5012.358805,4999.725113,98.47459,EL_C4_48_L1800,23/07/2012
4136,5012.542516,4999.481268,98.457837,EL_C4_48_L1801,23/07/2012
4137,5012.60738,4999.386094,98.438155,EL_C4_48_L1802,23/07/2012
4138,5012.158483,4998.72281,98.461708,EL_C4_48_L1803,23/07/2012
4139,5012.254246,4999.426976,98.43988,EL_C4_48_L1804,23/07/2012
4140,5011.959222,4999.460263,98.463469,EL_C4_48_HM392,23/07/2012
4141,5012.54946,4999.223167,98.453097,EL_C4_48_L1805,23/07/2012
4142,5012.50481,4999.052411,98.458343,EL_C4_48_L1806,23/07/2012
4143,5012.053759,4998.872205,98.463512,EL_C4_48_L1807,23/07/2012
4144,5012.781294,4999.118308,98.418496,EL_C4_48_N,23/07/2012
4145,5012.323625,4999.744922,98.460316,EL_C4_48_E,23/07/2012
4146,5011.751494,4999.233745,98.48503,EL_C4_48_S,23/07/2012
4147,5012.209145,4998.578742,98.463382,EL_C4_48_W,23/07/2012
4148,5012.288942,4999.183116,98.459385,EL_C4_48_C,23/07/2012
4149,5012.592237,4999.07752,98.449108,EL_C4_48_HM393,23/07/2012
4150,5011.988895,4999.262828,98.450827,PF_C4_49_L1808,23/07/2012
4151,5011.917166,4999.370863,98.449309,PF_C4_49_L1809,23/07/2012
4152,5011.934711,4999.388897,98.478168,PF_C4_49_L1809,23/07/2012
4153,5011.918005,4999.228896,98.472665,PF_C4_49_L1810,23/07/2012
4154,5011.963474,4999.188784,98.467642,PF_C4_49_L1810,23/07/2012
4155,5011.978731,4999.002862,98.463674,PF_C4_49_L1811,23/07/2012
4156,5012.065241,4999.542113,98.432877,PF_C4_49_L1812,23/07/2012
4157,5012.052654,4999.47247,98.460834,PF_C4_49_HM394,23/07/2012
4158,5012.124679,4998.998712,98.4473,PF_C4_49_HM395,23/07/2012
4159,5012.275686,4999.287002,98.218003,EL_C4_54_S,23/07/2012
4160,5011.874949,4999.239915,98.456603,PF_C4_49_HM396,23/07/2012
4161,5011.879251,4999.285622,98.449662,PF_C4_49_HM397,23/07/2012
4162,5011.766381,4999.363939,98.444727,PF_C4_49_HM398,23/07/2012
4163,5011.968179,4999.074712,98.44591,PF_C4_49_HM399,23/07/2012
4164,5011.927388,4999.230867,98.446689,PF_C4_49_L1813,23/07/2012
4165,5011.930448,4999.333975,98.428087,PF_C4_49_L1814,23/07/2012
4166,5011.993359,4999.33212,98.428479,PF_C4_49_L1815,23/07/2012
4167,5012.075103,4998.939587,98.454479,PF_C4_49_L1816,23/07/2012
4168,5011.877481,4999.315789,98.441124,PF_C4_49_L1817L,23/07/2012
4169,5011.784719,4999.196321,98.448752,PF_C4_49_L1817L,23/07/2012
4170,5011.836102,4999.17248,98.461126,PF_C4_49_L1817W,23/07/2012
4171,5011.792144,4999.215671,98.449898,PF_C4_49_L1817W,23/07/2012
4172,5011.828561,4999.315568,98.450145,PF_C4_49_L1818,23/07/2012
4173,5012.157427,4998.99733,98.445051,PF_C4_49_L1819,23/07/2012
4174,5011.995293,4998.862574,98.462334,PF_C4_49_L1820,23/07/2012
4175,5012.432288,4999.363465,98.421277,PF_C4_49_L1821,23/07/2012
4176,5012.113293,4998.843932,98.443159,PF_C4_49_L1822,23/07/2012
4177,5011.930272,4998.873339,98.451175,PF_C4_49_L1823,23/07/2012
4178,5011.968653,4998.973117,98.438618,PF_C4_49_L1824,23/07/2012
4179,5012.221047,4998.778629,98.451461,PF_C4_49_L1825,23/07/2012
4180,5012.216399,4998.668669,98.447157,PF_C4_49_L1826,23/07/2012
4181,5012.326087,4999.134171,98.432489,PF_C4_49_L1827,23/07/2012
4182,5012.360723,4999.104377,98.425561,PF_C4_49_HM400,23/07/2012
4183,5012.12114,4998.968597,98.439652,PF_C4_49_HM401,23/07/2012
4184,5012.207811,4999.002572,98.4277,PF_C4_49_HM402,23/07/2012
4185,5010.884301,4999.27839,97.659384,PF_B3_67_R91,23/07/2012
4186,5011.059112,4999.245737,97.625144,PF_B3_67_R91,23/07/2012
4187,5011.149493,4999.220788,97.565407,PF_B3_67_R91,23/07/2012
4188,5010.861225,4999.146648,97.632018,PF_B3_67_R91,23/07/2012
4189,5010.977324,4999.201766,97.645168,PF_B3_67_R91,23/07/2012
4190,5010.949457,4999.299713,97.637303,PF_B3_67_R91,23/07/2012
4191,5010.870134,4999.128652,97.613866,PF_B3_67_R91,23/07/2012
4192,5010.99773,4999.137191,97.568821,PF_B3_67_R91,23/07/2012
4193,5011.059837,4999.159758,97.552885,PF_B3_67_R91,23/07/2012
4194,5011.156133,4999.17998,97.529898,PF_B3_67_R91,23/07/2012
4195,5010.984373,4999.214674,97.571658,PF_B3_67_R91,23/07/2012
4196,5011.021992,4999.268138,97.594667,PF_B3_67_R91,23/07/2012
4197,5010.854011,4999.866169,97.573399,EL_B2_67_N,23/07/2012
4198,5010.194805,5000.530957,97.608528,EL_B2_67_E,23/07/2012
4199,5009.531535,4999.896913,97.590519,EL_B2_67_S,23/07/2012
4200,5010.152084,4999.31366,97.56661,EL_B2_67_W,23/07/2012
4201,5010.133993,4999.894094,97.590739,EL_B2_67_C,23/07/2012
4202,5011.431081,4999.241911,97.550675,EL_B3_67_N,23/07/2012
4203,5010.842382,4999.854184,97.568254,EL_B3_67_E,23/07/2012
4204,5010.299013,4999.303908,97.574021,EL_B3_67_S,23/07/2012
4205,5010.754219,4998.625434,97.557395,EL_B3_67_W,23/07/2012
4206,5010.830324,4999.226976,97.568575,EL_B3_67_C,23/07/2012
4207,5012.549575,4999.418486,98.410697,PF_C4_49_L1828,23/07/2012
4208,5012.605597,4999.398199,98.414352,PF_C4_49_L1829,23/07/2012
4209,5012.617532,4999.091123,98.399862,PF_C4_49_L1830,23/07/2012
4210,5012.115267,4998.844391,98.441035,PF_C4_49_L1831,23/07/2012
4211,5012.176119,4998.810245,98.435662,PF_C4_49_L1832,23/07/2012
4212,5012.177748,4998.75,98.438965,PF_C4_49_L1833,23/07/2012
4213,5012.199351,4998.713581,98.442981,PF_C4_49_L1833,23/07/2012
4214,5011.787994,4999.242817,98.438332,PF_C4_49_L1834,23/07/2012
4215,5011.782554,4999.289181,98.439629,PF_C4_49_L1834,23/07/2012
4216,5012.709102,4999.167604,98.411634,EL_C4_49_N,23/07/2012
4217,5012.291246,4999.754321,98.42834,EL_C4_49_E,23/07/2012
4218,5011.823781,4999.276854,98.43533,EL_C4_49_S,23/07/2012
4219,5012.148965,4998.55553,98.4225,EL_C4_49_W,23/07/2012
4220,5012.193822,4999.139631,98.404421,EL_C4_49_C,23/07/2012
4221,5012.085583,4998.816052,98.401818,PF_C4_50_L1836L,23/07/2012
4222,5012.147249,4998.96898,98.3914,PF_C4_50_L1836L,23/07/2012
4223,5012.195253,4998.819028,98.401344,PF_C4_50_L1836W,23/07/2012
4224,5012.147909,4998.922322,98.396639,PF_C4_50_L1836W,23/07/2012
4225,5012.208371,4999.059437,98.389337,PF_C4_50_L1837,23/07/2012
4227,5012.2241,4999.148092,98.385097,PF_C4_50_L1838,23/07/2012
4228,5012.160814,4999.175118,98.392082,PF_C4_50_L1838,23/07/2012
4229,5012.255408,4999.257835,98.370025,PF_C4_50_L1839,23/07/2012
4230,5012.216935,4999.286607,98.372877,PF_C4_50_L1840,23/07/2012
4231,5012.647167,4999.25974,98.382975,PF_C4_50_L1841,23/07/2012
4232,5012.337351,4999.209577,98.376685,PF_C4_50_HM403,23/07/2012
4233,5012.622292,4999.271565,98.392412,PF_C4_50_HM404,23/07/2012
4234,5012.763403,4999.163265,98.380856,EL_C4_50_N,23/07/2012
4235,5012.267508,4999.790335,98.402836,EL_C4_50_E,23/07/2012
4236,5011.854376,4999.234649,98.396612,EL_C4_50_S,23/07/2012
4237,5012.197149,4998.705157,98.398822,EL_C4_50_W,23/07/2012
4238,5012.190478,4999.173007,98.37394,EL_C4_50_C,23/07/2012
4239,5011.924025,4999.067361,98.365014,PF_C4_51_L1842,23/07/2012
4240,5012.197686,4999.175276,98.37421,PF_C4_51_L1843,23/07/2012
4241,5012.301028,4999.217568,98.374469,PF_C4_51_L1843,23/07/2012
4242,5012.112818,4998.939665,98.351096,PF_C4_51_L1844,23/07/2012
4243,5012.14794,4998.851781,98.371892,PF_C4_51_L1845,23/07/2012
4244,5012.1249,4998.75577,98.384428,PF_C4_51_L1846,23/07/2012
4245,5012.083332,4998.597957,98.374408,PF_C4_51_L1847,23/07/2012
4246,5012.520634,4998.959358,98.343969,PF_C4_51_1848,23/07/2012
4247,5012.455046,4998.915484,98.335098,PF_C4_51_L1849,23/07/2012
4248,5012.360393,4998.822559,98.335721,PF_C4_51_HM403,23/07/2012
4249,5012.230898,4998.59411,98.348691,PF_C4_51_HM404,23/07/2012
4250,5012.800694,4999.11758,98.332404,EL_C4_51_N,23/07/2012
4251,5012.353616,4999.772565,98.375666,EL_C4_51_E,23/07/2012
4252,5011.883957,4999.144636,98.367004,EL_C4_51_S,23/07/2012
4253,5012.20946,4998.642334,98.359077,EL_C4_51_W,23/07/2012
4254,5012.195625,4999.118294,98.348986,EL_C4_51_C,23/07/2012
4255,5012.237065,4998.969138,98.328781,EL_C4_52_L1840,23/07/2012
4256,5009.872022,4999.477934,97.757078,PF_B2_69_R92,23/07/2012
4257,5009.90788,4999.431312,97.457794,PF_B2_69_R92,23/07/2012
4258,5012.248708,4998.86491,98.322121,PF_C4_52_L1851,23/07/2012
4259,5012.24855,4998.735236,98.317021,PF_C4_52_HM405,23/07/2012
4260,5012.275686,4998.744535,98.28957,PF_C4_52_L1852,23/07/2012
4261,5012.773172,4999.192052,98.289303,EL_C4_52_N,23/07/2012
4262,5012.280159,4999.680906,98.309907,EL_C4_52_E,23/07/2012
4263,5011.888414,4999.153349,98.3271,EL_C4_52_S,23/07/2012
4264,5012.189915,4998.599991,98.306252,EL_C4_52_W,23/07/2012
4265,5012.275984,4999.092204,98.301905,EL_C4_52_C,23/07/2012
4266,5010.706617,4999.982988,97.380874,EL_B2_69_N,23/07/2012
4267,5010.15859,4999.281129,97.385828,EL_B2_69_W,23/07/2012
4268,5010.196813,5000.489726,97.374119,EL_B2_69_E,23/07/2012
4269,5009.476466,4999.923708,97.415271,EL_B2_69_E,23/07/2012
4270,5010.169383,4999.860051,97.381138,EL_B2_69_C,23/07/2012
4271,5011.407452,4999.252191,97.3587,EL_B3_69_N,23/07/2012
4272,5010.770271,4998.598874,97.350064,EL_B3_69_W,23/07/2012
4273,5010.167238,4999.315102,97.388341,EL_B3_69_S,23/07/2012
4274,5010.657877,4999.300464,97.379657,EL_B3_69_C,23/07/2012
4275,5010.866024,4999.812626,97.376747,EL_B3_69_E,23/07/2012
4276,5012.178669,4999.531561,98.297908,PF_C4_53_L1853,23/07/2012
4277,5012.573854,4999.084428,98.248699,PF_C4_53_L1854,23/07/2012
4278,5012.363731,4998.981687,98.252944,PF_C4_53_L1855,23/07/2012
4279,5012.797271,4999.173179,98.232315,EL_C4_53_N,23/07/2012
4280,5012.337256,4999.74603,98.280915,EL_C4_53_E,23/07/2012
4281,5011.885955,4999.278693,98.288875,EL_C4_53_S,23/07/2012
4282,5012.19533,4998.517621,98.257987,EL_C4_53_W,23/07/2012
4283,5012.254517,4999.136816,98.258673,EL_C4_53_C,23/07/2012
4284,5012.143392,4999.204111,98.236683,PF_C4_54_L1856,23/07/2012
4285,5012.460964,4998.974833,98.263425,PF_C4_54_L1857,23/07/2012
4286,5012.275079,4998.819146,98.217931,PF_C4_54_L1858,23/07/2012
4287,5012.116109,4999.347003,98.209739,PF_C4_54_L1859,23/07/2012
4288,5012.462034,4998.969088,98.215502,PF_C4_54_L1860,23/07/2012
4289,5012.657987,4999.085291,98.205667,EL_C4_54_N,23/07/2012
4290,5012.293652,4999.797223,98.23729,EL_C4_54_E,23/07/2012
4291,5011.818248,4999.413132,98.237667,EL_C4_54_S,23/07/2012
4292,5012.231353,4998.616505,98.221566,EL_C4_54_W,23/07/2012
CP1,5016,5006,100.37,control point,23/07/2012
TBM03,5020,5003,100.795,TBM03,23/07/2012
TBM06,5015.3528,5000.8168,100.691,TBM06,23/07/2012
