Name,Y,X,Z,Description,Date Taken
4091,5010.758641,4985.493742,100.481097,CH3CK230712,23/07/2012
4092,5012.285274,4999.631047,98.479711,PF_C4_48_L1775L,23/07/2012
4093,5012.271626,4999.7026,98.490364,PF_C4_48_L1775L,23/07/2012
4094,5012.296713,4999.648349,98.493729,PF_C4_48_L1775W,23/07/2012
4095,5012.335977,4999.697822,98.504167,PF_C4_48_L1775W,23/07/2012
4096,5012.267406,4999.719334,98.483471,PF_C4_48_L1776,23/07/2012
4097,5011.960062,4999.359526,98.47963,PF_C4_48_L1777,23/07/2012
4098,5012.0373,4999.351999,98.476988,PF_C4_48_L1777,23/07/2012
4099,5012.030949,4999.43847,98.481306,PF_C4_48_L1778,23/07/2012
4100,5012.095666,4999.55266,98.491451,PF_C4_48_L1779,23/07/2012
4101,5012.217509,4999.521246,98.478347,PF_C4_48_L1780,23/07/2012
4102,5011.861406,4999.344465,98.484979,PF_C4_48_L1781,23/07/2012
4103,5011.875988,4999.293693,98.480909,PF_C4_48_L1782,23/07/2012
4104,5011.911117,4999.297157,98.47745,PF_C4_48_L1782,23/07/2012
4105,5011.934667,4999.099562,98.495758,PF_C4_48_L1784,23/07/2012
4106,5012.007667,4999.111809,98.484225,PF_C4_48_L1784,23/07/2012
4107,5012.290284,4999.466129,98.469549,PF_C4_48_L1785,23/07/2012
4108,5011.468745,4999.235483,97.720214,EL_B3_64_N,23/07/2012
4109,5010.770281,4998.610633,97.719844,EL_B3_64_W,23/07/2012
4110,5010.943676,4999.787472,97.731704,EL_B3_64_E,23/07/2012
4111,5010.156153,4999.235952,97.727096,EL_B3_64_S,23/07/2012
4112,5010.777034,4999.260482,97.722545,EL_B3_64_C,23/07/2012
4113,5011.756174,4999.212005,98.493674,EL_C4_48_L1786,23/07/2012
4114,5011.771644,4999.23756,98.465173,EL_C4_48_L1786,23/07/2012
4115,5011.912058,4999.392678,98.465867,EL_C4_48_L1787,23/07/2012
4116,5011.911469,4999.428933,98.479582,EL_C4_48_L1787,23/07/2012
4117,5012.049237,4999.492337,98.483638,EL_C4_48_L1788,23/07/2012
4118,5012.091836,4999.435193,98.468091,EL_C4_48_L1789,23/07/2012
4119,5012.120564,4999.480055,98.458756,EL_C4_48_L1789,23/07/2012
4120,5012.35885,4999.589643,98.474701,EL_C4_48_L1790,23/07/2012
4121,5012.161197,4999.67481,98.478741,EL_C4_48_L1791,23/07/2012
4122,5012.116105,4999.681881,98.488302,EL_C4_48_L1792,23/07/2012
4123,5011.948008,4998.967955,98.48585,EL_C4_48_L1793,23/07/2012
4124,5011.969546,4998.818827,98.495186,EL_C4_48_L1794,23/07/2012
4125,5012.136575,4998.575642,98.499466,EL_C4_48_L1795,23/07/2012
