Name,Easting,Northing,Elevation,Description,,Date Taken
52,5000.968132,5011.229829,100.684605,EL_C2_2_E,,16/06/2012
53,4999.256382,5011.530017,100.645414,EL_B3_2_N,,16/06/2012
54,4999.946058,5010.89344,100.663371,EL_B3_2_E,,16/06/2012
55,4998.581173,5010.799067,100.645486,EL_B3_2_W,,16/06/2012
56,4999.441849,5011.08477,100.703144,EL_B3_2_S,,16/06/2012
57,5000.26592,5010.463145,100.642153,PF_B2_2_HB3,,16/06/2012
58,4999.965083,5010.866083,100.662026,EL_B2_2_N,,16/06/2012
59,5000.292475,5010.583282,100.646247,EL_B2_2_E,,16/06/2012
60,5000.231694,5010.373458,100.614615,EL_B2_2_S,,16/06/2012
61,4999.87069,5010.703732,100.666949,EL_B2_2_W,,16/06/2012
62,5000.564437,5013.010329,100.638058,EL_D3_2_N,,16/06/2012
63,5001.318516,5012.351985,100.653716,EL_D3_2_E,,16/06/2012
64,5000.66468,5011.65044,100.666215,EL_D3_2_S,,16/06/2012
65,5000.316389,5011.959284,100.735326,EL_D3_2_SW,,16/06/2012
66,4999.935606,5012.297422,100.67955,EL_D3_2_W,,16/06/2012
67,5000.626115,5012.363359,100.727231,EL_D3_2_C,,16/06/2012
68,4999.930329,5012.262072,100.672918,EL_C3_2_N,,16/06/2012
69,5000.646445,5011.625655,100.676662,EL_C3_2_E,,16/06/2012
70,4999.977741,5010.898817,100.6726,EL_C3_2_S,,16/06/2012
71,4999.24919,5011.574517,100.639574,EL_C3_2_W,,16/06/2012
72,4999.945733,5011.641349,100.711827,EL_C3_2_C,,16/06/2012
73,4999.803596,5013.683779,100.659406,EL_D4_2_N,,16/06/2012
74,5000.535958,5013.035362,100.634136,EL_D4_2_E,,16/06/2012
75,4999.91801,5012.32767,100.680121,EL_D4_2_S,,16/06/2012
76,4999.176751,5012.978625,100.682367,EL_D4_2_W,,16/06/2012
77,4999.903635,5012.963502,100.663204,EL_D4_2_C,,16/06/2012
78,4998.531736,5012.301076,100.759646,EL_C4_2_W,,16/06/2012
79,4999.194109,5012.330875,100.747998,EL_C4_2_C,,16/06/2012
80,4999.122498,5012.974047,100.771318,EL_C4_2_N,,16/06/2012
81,4999.894816,5012.30142,100.769755,EL_C4_2_E,,16/06/2012
82,4999.194422,5011.678777,100.737455,EL_C4_2_S,,16/06/2012
83,5001.23775,5013.777061,100.721134,EL_E3_2_N,,16/06/2012
84,5001.964114,5013.126193,100.74379,EL_E3_2_E,,16/06/2012
85,5001.292249,5012.388505,100.751408,EL_E3_2_S,,16/06/2012
86,5000.566649,5013.046531,100.732781,EL_E3_2_W,,16/06/2012
87,5001.276913,5013.061624,100.748772,EL_E3_2_C,,16/06/2012
88,5000.462338,5014.447415,100.744457,EL_E4_2_N,,16/06/2012
89,5001.196831,5013.78809,100.712307,EL_E4_2_E,,16/06/2012
90,5000.559872,5013.069616,100.723812,EL_E4_2_S,,16/06/2012
91,4999.835225,5013.733429,100.749645,EL_E4_2_W,,16/06/2012
92,5000.482722,5013.721819,100.714642,EL_E4_2_C,,16/06/2012
93,5002.335478,5012.05142,100.847955,SL_E1_1_N,,16/06/2012
94,5002.109284,5011.808554,100.834954,SL_E1_1_S,,16/06/2012
95,5002.41071,5011.966053,100.858184,SL_E1_1_E,,16/06/2012
96,5002.362136,5012.058865,100.807954,EL_E1_1_N,,16/06/2012
97,5002.149444,5011.82068,100.796218,EL_E1_1_S,,16/06/2012
98,5002.025165,5011.783565,100.727499,EL_E1_2_S,,16/06/2012
99,5002.348815,5011.905144,100.73594,EL_E1_2_E,,16/06/2012
100,5002.357423,5012.189496,100.733352,EL_E1_2_N,,16/06/2012
101,5000.412164,5012.091239,100.793194,PF_B3_3_BP1,,16/06/2012
102,4999.941852,5011.6604,100.77404,PF_C3_3_L1,,16/06/2012
103,5000.007823,5011.986692,100.766916,PF_C3_3_L2,,16/06/2012
104,5000.289575,5011.791605,100.75056,PF_C3_3_L3,,16/06/2012
105,5000.480783,5011.73651,100.743732,PF_C3_3_M1,,16/06/2012
106,5000.549167,5013.010667,100.716138,EL_D3_3_N,,16/06/2012
107,5001.247491,5012.403205,100.741149,EL_D3_3_E,,16/06/2012
108,5000.620142,5011.649288,100.742178,EL_D3_3_S,,16/06/2012
109,4999.863359,5012.298415,100.748593,EL_D3_3_W,,16/06/2012
110,5000.602205,5012.267138,100.732078,EL_D3_3_C,,16/06/2012
111,4999.885492,5012.287659,100.748796,EL_C3_3_N,,16/06/2012
112,5000.607075,5011.63333,100.740329,EL_C3_3_E,,16/06/2012
113,4999.97382,5010.923461,100.746079,EL_C3_3_S,,16/06/2012
114,4999.281053,5011.586759,100.734798,EL_C3_3_W,,16/06/2012
115,4999.976527,5011.613572,100.760702,EL_C3_3_C,,16/06/2012
CP1,5006,5016,100.37,control point,,16/06/2012
TBM03,5003,5020,100.795,TBM03,,16/06/2012
