Name,Y,X,Z,Description,,Date Taken
3256,5012.921281,4999.596985,99.680526,PF_D4_22_SF48,,9/07/2012
3257,5012.859849,4999.474033,99.693634,PF_D4_22_SF48,,9/07/2012
3258,5012.344751,4999.581593,99.64648,PF_C4_23_C14X114,,9/07/2012
3259,5012.97523,5000.246379,99.583474,PFD423ASF47AB4,,9/07/2012
3260,5013.164936,5001.063747,99.604022,PF_E3_23_L739,,9/07/2012
3261,5012.951571,5000.547353,99.614223,PF_D4_23A_L740,,9/07/2012
3262,5012.273387,4999.62784,99.618195,PF_C4_23_L741,,9/07/2012
3263,5012.846499,4999.778803,99.611276,PF_D4_23A_L742,,9/07/2012
3264,5012.053807,5000.018877,99.643021,PF_C3_23_C14X115,,9/07/2012
3265,5013.594282,4999.827827,99.566026,EL_D4_23_N,,9/07/2012
3266,5013.000348,5000.533465,99.588339,EL_D4_23_E,,9/07/2012
3267,5012.315352,4999.923758,99.6098,EL_D4_23_S,,9/07/2012
3268,5012.957916,4999.161364,99.575459,EL_D4_23_W,,9/07/2012
3269,5012.88508,4999.877353,99.59219,EL_D4_23_C,,9/07/2012
3270,5014.306206,5000.465395,99.521311,EL_E4_23_N,,9/07/2012
3271,5013.700586,5001.142421,99.578177,EL_E4_23A_E,,9/07/2012
3272,5013.122259,5000.607791,99.577709,EL_E4_23A_S,,9/07/2012
3273,5013.648293,4999.851167,99.560302,EL_E4_23_W,,9/07/2012
3274,5013.666709,5000.481011,99.596569,EL_E4_23_C,,9/07/2012
3275,5012.818257,5000.575762,99.607088,PF_D3_23_L743,,9/07/2012
3276,5012.475171,5000.411848,99.632392,PF_D3_23_L744,,9/07/2012
3277,5012.887709,5001.066253,99.610876,PF_E3_23A_L745,,9/07/2012
3278,5012.838326,5000.906292,99.563158,PF_E3_23A_L746,,9/07/2012
3279,5012.485938,5000.387982,99.608205,PF_D3_23_L747,,9/07/2012
3280,5012.531847,5000.596919,99.608745,PF_D3_23_L748,,9/07/2012
3281,5011.474086,4999.770506,99.56317,PF_C3_23A_L749,,9/07/2012
3282,5012.742096,5001.56367,99.589026,PF_E3_23_L750,,9/07/2012
3283,5011.074205,4999.875421,99.591549,PF_C3_23_L751,,9/07/2012
3284,5012.519544,5001.20686,99.600304,PF_E3_23_L752,,9/07/2012
3285,5012.21335,5000.524302,99.597361,PF_D3_23_HM186,,9/07/2012
3286,5010.967302,4999.823757,99.564343,PF_B3_23_HM187,,9/07/2012
3287,5013.695631,5001.203852,99.589013,EL_E3_23A_N,,9/07/2012
3288,5013.053553,5001.821938,99.598296,EL_E3_23A_E,,9/07/2012
3289,5013.041652,5000.602416,99.591698,EL_E3_23A_W,,9/07/2012
3290,5013.196475,5001.165938,99.582079,EL_E3_23A_C,,9/07/2012
3291,5012.382582,5001.273196,99.567556,EL_E3_23_S,,9/07/2012
3292,5011.311547,5000.185362,99.5821,PF_C3_23_L753,,9/07/2012
3293,5011.934418,5000.63527,99.604396,PF_D3_23_L754,,9/07/2012
3294,5012.10184,5000.730417,99.590251,PF_D3_23_HM188,,9/07/2012
3295,5011.025126,4999.588065,99.596736,PF_B3_23_L755,,9/07/2012
3296,5012.72907,5001.676697,99.575764,PF_E2_23_L756,,9/07/2012
3297,5012.366779,5001.102698,99.562348,PF_D3_23_L757,,9/07/2012
3298,5012.316951,5001.344149,99.563084,PF_E2_23_L758,,9/07/2012
3299,5012.279998,5001.626693,99.580716,PF_E2_23_L759,,9/07/2012
3300,5012.250216,5002.044956,99.558891,PF_E2_23_L760,,9/07/2012
3301,5012.31209,5001.168177,99.568115,PF_D3_23_L761,,9/07/2012
3302,5011.567238,4999.708026,99.588086,PF_C3_23_SF26,,9/07/2012
3303,5011.526828,4999.827885,99.582227,PF_C3_23_SF26,,9/07/2012
3304,5011.437116,4999.708195,99.581235,PF_C3_23_SF26,,9/07/2012
3305,5011.477426,4999.762682,99.53987,PF_C3_23_SF26,,9/07/2012
3306,5012.949766,5001.81169,99.588508,PF_E2_23_L762,,9/07/2012
3307,5012.237776,4999.925762,99.598484,EL_C3_23_N,,9/07/2012
3308,5011.622314,5000.632981,99.590015,EL_C3_23_E,,9/07/2012
3309,5010.891668,4999.980989,99.569243,EL_C3_23_S,,9/07/2012
3310,5011.582532,4999.270761,99.587078,EL_C3_23_W,,9/07/2012
3311,5011.609932,4999.904537,99.590337,EL_C3_23_C,,9/07/2012
3312,5012.747845,5000.787859,99.59352,PF_D3_23B_L763,,9/07/2012
3313,5012.866686,5000.674619,99.578575,PF_D3_23BC14X113,,9/07/2012
3314,5013.000062,5000.534134,99.585977,EL_D3_23_N,,9/07/2012
3315,5012.35437,5001.223008,99.574657,EL_D3_23_E,,9/07/2012
3316,5011.62529,5000.636357,99.592756,EL_D3_23_S,,9/07/2012
3317,5012.255005,4999.909257,99.597535,EL_D3_23_W,,9/07/2012
3318,5012.339419,5000.641096,99.575007,EL_D3_23_C,,9/07/2012
3319,5012.757054,5000.860059,99.562723,PF_D3_23ASF48,,9/07/2012
3320,5012.359688,5000.62676,99.567358,PF_D3_23ASF48,,9/07/2012
3321,5011.873372,5000.384831,99.589245,PF_D3_23ASF48,,9/07/2012
3322,5012.766078,5000.809519,99.594964,PF_D3_23BSF47,,9/07/2012
3323,5012.664175,5000.522633,99.574251,PF_D3_23BSF47,,9/07/2012
3324,5012.721843,5000.255187,99.586849,PF_D3_23BSF47,,9/07/2012
3325,5013.008768,5000.518759,99.584995,PF_D3_23BSF47,,9/07/2012
3326,5012.589581,5002.177759,99.516602,PF_E2_23_L764,,9/07/2012
3327,5012.224564,5001.927065,99.540236,PF_E2_23_L765,,9/07/2012
3328,5012.266783,5001.501278,99.58596,PF_E2_23_HM189,,9/07/2012
3329,5012.402005,5002.151227,99.521392,PF_E2_23_L767,,9/07/2012
3330,5012.594631,5002.208179,99.511489,PF_E2_23_HM190,,9/07/2012
3331,5012.237436,5001.900112,99.534046,PF_E2_23_C14X116,,9/07/2012
3332,5011.306127,5000.702756,99.608614,PF_C2_23_HM191,,9/07/2012
3333,5011.061694,5000.710646,99.58117,PF_C2_23_HM192,,9/07/2012
3334,5011.372537,5000.501128,99.591939,PF_C2_23_L768,,9/07/2012
3335,5011.251895,5000.557167,99.596437,PF_C2_23_L769,,9/07/2012
3336,5011.106269,5000.686568,99.581148,PF_C2_23_L770,,9/07/2012
3337,5011.85918,5001.249217,99.573903,PF_D2_23_L779,,9/07/2012
3338,5011.445356,5001.14231,99.585839,PF_D2_23_L780,,9/07/2012
3339,5011.573909,5001.132708,99.562265,PF_D2_23_GS8,,9/07/2012
3340,5011.592938,5001.03025,99.576604,PF_D2_23_GS8,,9/07/2012
3341,5010.57685,5000.343528,99.522351,PF_C2_23_L784,,9/07/2012
3342,5010.901103,5000.087436,99.597254,PF_C2_23_L785,,9/07/2012
3343,5011.004658,5000.150449,99.588197,PF_C2_23_L786,,9/07/2012
3344,5011.062449,5000.478111,99.574559,PF_C2_23_L787,,9/07/2012
3345,5011.104841,5000.979333,99.550652,PF_C2_23_L785,,9/07/2012
3346,5010.576059,5000.361129,99.511061,PF_C2_23_HM196,,9/07/2012
3347,5010.878688,5000.118774,99.594863,PF_C2_23_AB5,,9/07/2012
3348,5011.836204,5001.437837,99.557743,PF_D2_23_L789,,9/07/2012
3349,5011.732101,5001.308988,99.570341,PF_D2_23_L790,,9/07/2012
3350,5011.340975,5000.933753,99.562683,PF_D2_23_HM197,,9/07/2012
3351,5010.506725,5000.864931,99.612348,PF_C2_23_L802,,9/07/2012
3352,5010.336627,5000.851329,99.482437,EL_C1_23_C,,9/07/2012
3353,5010.831283,4999.984053,99.557606,EL_B2_23_N,,9/07/2012
3354,5010.505099,5000.315289,99.518909,EL_B2_23_E,,9/07/2012
3355,5009.731999,4999.720947,99.535856,EL_B2_23_S,,9/07/2012
3356,5013.541826,5000.255297,99.54849,PF_E4_24_C14X117,,9/07/2012
3357,5013.58919,5000.190089,99.529657,PF_E4_24_L816,,9/07/2012
3358,5013.847005,5000.539023,99.535329,PF_E4_24_C14X118,,9/07/2012
3359,5012.387154,4999.420347,99.58229,PF_C4_24_C14X119,,9/07/2012
3360,5012.404467,4999.816562,99.569293,PF_D4_24_L817,,9/07/2012
3361,5013.68391,5000.931001,99.572918,PF_E4_24_L818,,9/07/2012
3362,5011.711895,4999.250335,99.56502,PF_C4_24_L819,,9/07/2012
3363,5012.474145,5000.011626,99.541183,PF_D4_24_L820,,9/07/2012
3364,5014.326621,5000.496369,99.498888,EL_E4_24A_N,,9/07/2012
3365,5013.712184,5001.192398,99.53928,EL_E4_24_E,,9/07/2012
3366,5013.122495,5000.518021,99.544904,EL_E4_24_S,,9/07/2012
3367,5013.665756,4999.85928,99.52591,EL_E4_24_W,,9/07/2012
3368,5013.634092,5000.527713,99.531899,EL_E4_24_C,,9/07/2012
3369,5013.615823,4999.809663,99.516185,EL_D4_24_N,,9/07/2012
3370,5013.011563,5000.526962,99.535957,EL_D4_24_E,,9/07/2012
3371,5012.297049,4999.869253,99.550669,EL_D4_24_S,,9/07/2012
3372,5012.963942,4999.199942,99.529661,EL_D4_24_W,,9/07/2012
3373,5012.984355,4999.89262,99.539992,EL_D4_24_C,,9/07/2012
3374,5012.890486,4999.133005,99.532813,EL_C4_24_N,,9/07/2012
3375,5012.270765,4999.8629,99.54985,EL_C4_24_E,,9/07/2012
3376,5011.627558,4999.224642,99.538495,EL_C4_24_S,,9/07/2012
3377,5012.28147,4998.544667,99.561558,EL_C4_24_W,,9/07/2012
3378,5012.422189,4999.319752,99.556665,EL_C4_24_C,,9/07/2012
3379,5012.580638,5000.803628,99.554063,PF_D3_24_L821,,9/07/2012
3380,5012.676279,5000.655223,99.551463,PF_D3_24_L822,,9/07/2012
3381,5012.712732,5000.377204,99.558662,PF_D3_24_C14X120,,9/07/2012
3382,5011.438045,4999.98396,99.590592,PF_C3_24_L823,,9/07/2012
3383,5011.687678,5000.505957,99.569019,PF_C3_24_HM206,,9/07/2012
3384,5011.363619,4999.892575,101.112179,PF_C3_24_HM207,,9/07/2012
3385,5011.308479,5000.033066,99.555062,PF_C3_24_L824,,9/07/2012
3386,5011.930911,5000.500974,99.5525,PF_D3_24_L825,,9/07/2012
3387,5011.626929,5000.136577,99.56828,PF_C3_24_L826,,9/07/2012
3388,5011.954795,5000.04367,99.563674,PF_C3_24_L827,,9/07/2012
3389,5013.702023,5001.177113,99.538032,EL_E3_24A_N,,9/07/2012
3390,5013.060244,5001.849757,99.527692,EL_E3_24A_E,,9/07/2012
3391,5013.015631,5000.577633,99.540817,EL_E3_24A_W,,9/07/2012
3392,5012.429305,5001.273938,99.526767,EL_E3_24_S,,9/07/2012
3393,5013.021767,5001.268395,99.530332,EL_E3_24_C,,9/07/2012
3394,5012.989645,5000.545858,99.531639,EL_D3_24_N,,9/07/2012
3395,5012.358328,5001.251792,99.516012,EL_D3_24_E,,9/07/2012
3396,5011.633556,5000.623392,99.53994,EL_D3_24_S,,9/07/2012
3397,5012.269453,4999.887226,99.554024,EL_D3_24_W,,9/07/2012
3398,5012.380939,5000.584496,99.541882,EL_D3_24_C,,9/07/2012
3399,5011.147472,5000.219849,99.524056,PF_C3_24_L828,,9/07/2012
3400,5011.511184,5000.442081,99.546871,PF_C3_24_O13,,9/07/2012
3401,5011.544374,5000.402292,99.542289,PF_C3_24_HM208,,9/07/2012
3402,5011.62067,5000.335714,99.544566,PF_C3_24_L829,,9/07/2012
3403,5012.269349,4999.890532,99.5473,EL_C3_24_N,,9/07/2012
3404,5011.601033,5000.589104,99.534879,EL_C3_24_E,,9/07/2012
3405,5010.904886,4999.983653,99.507521,EL_C3_24_S,,9/07/2012
3406,5011.621726,4999.291238,99.545877,EL_C3_24_W,,9/07/2012
3407,5011.667412,4999.934995,99.555987,EL_C3_24_C,,9/07/2012
3408,5012.020136,5001.237137,99.530804,PF_D2_24_C14X121,,9/07/2012
3409,5012.003528,5001.687274,99.522858,PF_E2_24_L830,,9/07/2012
3410,5011.202097,5000.464498,99.540194,PF_E2_24_L831,,9/07/2012
3411,5011.900343,5001.239729,99.510984,PF_D2_24_L832,,9/07/2012
3412,5011.42975,5000.682609,99.539256,PF_C2_24_L833,,9/07/2012
3413,5010.838344,5000.27267,99.494317,PF_C2_24_L834,,9/07/2012
3414,5010.792613,5000.078687,99.548539,PF_C2_24_L835,,9/07/2012
3415,5011.827358,5001.109215,99.526411,PF_D2_24_L836,,9/07/2012
3416,5011.703575,5001.202982,99.544861,PF_D2_24_L837,,9/07/2012
3417,5012.603491,5002.030291,99.502494,PF_E2_24_L838,,9/07/2012
3418,5012.201455,5001.952777,99.488438,PF_E2_24_L839,,9/07/2012
3419,5011.987173,5001.953435,99.483708,PF_E2_24_L840,,9/07/2012
3420,5010.665716,5000.373344,99.504342,PF_C2_24_L841,,9/07/2012
3421,5011.071276,5000.629289,99.519824,PF_C2_24_HM209,,9/07/2012
3422,5011.839366,5001.520413,99.494333,PF_D2_24_L842,,9/07/2012
3423,5011.726799,5001.201516,99.49968,PF_D2_24_L843,,9/07/2012
3424,5011.922597,5001.527407,99.472329,PF_D2_24_L844,,9/07/2012
3425,5010.977005,5000.775999,99.515726,PF_C2_24_L845,,9/07/2012
3426,5010.680544,5000.381593,99.497149,PF_C2_24_L846,,9/07/2012
3427,5010.708856,5000.547283,99.512423,PF_C2_24_HM210,,9/07/2012
3428,5011.786953,5001.168467,99.506604,PF_D2_24_L847,,9/07/2012
3429,5011.92315,5001.841683,99.47112,PF_E2_24B_L848,,9/07/2012
3430,5011.961968,5002.035801,99.456,PF_E2_24B_L849,,9/07/2012
3431,5012.164176,5002.251949,99.459246,PF_E2_24B_L850,,9/07/2012
3432,5011.485524,5001.311245,99.50851,PF_D2_24_L852,,9/07/2012
3433,5013.02671,5001.8227,100.398461,EL_E2_24_N,,9/07/2012
3434,5012.998881,5001.815014,99.516489,EL_E2_24_N,,9/07/2012
3435,5011.882441,5001.966304,99.438523,EL_E2_24_S,,9/07/2012
3436,5012.349429,5001.321379,99.491977,EL_E2_24_W,,9/07/2012
3437,5012.317501,5001.90345,99.476381,EL_E2_24_C,,9/07/2012
3438,5010.912365,5000.851846,98.609058,PF_C2_24_HM214,,9/07/2012
3439,5010.721593,5000.878733,100.11917,EL_C2_24A_C,,9/07/2012
3440,5011.062247,5000.52761,99.511872,EL_C2_24_C,,9/07/2012
3441,5010.950263,4999.815584,99.555881,PF_B3_24_L874,,9/07/2012
3442,5011.25742,4999.538468,99.569762,PF_B3_24_L875,,9/07/2012
3443,5010.978811,4999.757223,99.565792,PF_B3_24_L876,,9/07/2012
3444,5010.986559,4999.737442,99.521281,PF_B3_24_C14X123,,9/07/2012
3445,5011.62106,4999.254307,99.529353,EL_B3_24_N,,9/07/2012
3446,5010.928349,4999.910716,99.512824,EL_B3_24_E,,9/07/2012
3447,5010.993142,4998.55877,99.538284,EL_B3_W,,9/07/2012
3448,5011.03149,4999.144989,99.525465,EL_B3_C,,9/07/2012
3449,5010.847435,4999.997891,99.501775,EL_B2_24_N,,9/07/2012
3450,5010.37281,5000.147124,99.463332,EL_B2_24_C,,9/07/2012
CP1,5016,5006,100.37,control point,,9/07/2012
TBM03,5020,5003,100.795,TBM03,,9/07/2012
