"","Lab.ID","Sample.ID","source","pretreat","Mean.13C","X1s.13C","Mean.14C.Age..BP.","X1s.14C.Age..BP.","X1s.range.lower.Calibrated.Age..cal.BP..a.","X1s.range.upper.Calibrated.Age..cal.BP..a.","X2s.range.lower.Calibrated.Age..cal.BP..a.","X2s.upper.Calibrated.Age..cal.BP..a.","Median","Depth.mbs","square","spit","SF","c14_sample_code","c14_sample_code_num","square_spit","to_match","tmp","Description","Easting","Northing","Elevation","X","Y","Xnew","Ynew","Xnew_flipped","depth_below_ground_surface","depth_below_surface","Bchron_95perc_cred_int_2.5","Bchron_95perc_cred_int_97.5","Bchron_Median"
"22","OZT587","C4/26A C14X132","Radiocarbon Results for AINSE Grant 15/001 - Feb 2016","(c)","-24.4",0.1,17990,60,21900,21680,22000,21560,21790,NA,"C4","26A","0","C14X132","X132","C4_26A_","X132","C4_26A_SF0","PF_C426A_C14X132",4999.473664,5012.112636,99.457949,0.284861060634285,-0.291798659113738,0.407783509373396,0.00221151743885301,-0.407783509373396,1.235264,-1.235264,21642,21914,21778
"23","OZT590","C4/28 C14X223","Radiocarbon Results for AINSE Grant 15/001 - Feb 2016","(c)","-24.6",0.1,18130,60,22080,21850,22220,21780,21970,NA,"C4","28","0","C14X223","X223","C4_28_","X223","C4_28_SF0","PF_C4_28_C14X223",4999.252134,5011.915497,99.363576,0.0633310606344821,-0.488937659113617,0.395705769464626,-0.294088085023859,-0.395705769464626,1.32963700000001,-1.32963700000001,21843,22146,21994.5
"24","OZT591","C4/31 C14X227","Radiocarbon Results for AINSE Grant 15/001 - Feb 2016","(c)","-22.7",0.1,19290,70,23380,23080,23500,22970,23230,NA,"C4","31","0","C14X227","X227","C4_31_","X227","C4_31_SF0","PF_C4_31_C14X227",4999.448308,5012.170356,99.263989,0.259505060634183,-0.234078659113948,0.348649458456571,0.0240676186041407,-0.348649458456571,1.429224,-1.429224,23050,23420,23235
"25","OZT592","C5/38 C14X450","Radiocarbon Results for AINSE Grant 15/001 - Feb 2016","(c)","-24.2",0.1,30100,140,34290,33970,34480,33840,34140,NA,"C5","38","0","C14X450","X450","C5_38_","X450","C5_38_SF0","PF_C5_38C14X450",4998.813334,5013.352621,99.074682,-0.375468939365419,0.948186340886423,-0.942890814714626,0.388575826575156,0.942890814714626,1.618531,-1.618531,33929,34394,34161.5
"26","OZT593","C5/45 C14X477","Radiocarbon Results for AINSE Grant 15/001 - Feb 2016","(c)","-24.1",0.1,22570,80,27080,26730,27200,26570,26900,NA,"C5","45","0","C14X477","X477","C5_45_","X477","C5_45_SF0","PF_C5_45_C14X477",4998.719285,5013.072405,98.693889,-0.469517939365687,0.667970340886313,-0.806652218306336,0.126268247756299,0.806652218306336,1.999324,-1.999324,26658.975,27110,26884.4875
"27","Wk43609","E3/5A SF20","Carah June 2016","","",NA,98,20,NA,NA,NA,NA,98,0.1698,"E3","5A","20","E3/5A SF20","XNA","E3_5A_","E3_5A_SF20","E3_5A_SF20","PF_E3_5A_SF20",5001.432278,5012.87958066667,100.5237602,2.24347506063411,0.475146007553121,1.21665729558052,1.94388505351823,-1.21665729558052,0.169452799999999,-0.169452800000002,32,255,143.5
"28","Wk43606","D2/21A SF44","Carah June 2016","","",NA,8282,28,NA,NA,NA,NA,7457,1.017,"D2","21A","44","D2/21A SF44","XNA","D2_21A_","D2_21A_SF44","D2_21A_SF44","PF_D2_21A_SF44",5001.2623032,5011.0641278,99.6816816,2.07350026063432,-1.34030685911339,2.40451038062569,0.560495884820108,-2.40451038062569,1.0115314,-1.01153140000001,9149,9398,9273.5
"29","Wk43603","C3/18A SF41","Carah June 2016","","",NA,8170,20,NA,NA,NA,NA,7189,0.8356,"C3","18A","41","C3/18A SF41","XNA","C3_18A_","C3_18A_SF41","C3_18A_SF41","PF_C3_18A_SF41",4999.30048225,5011.44351,99.8949505,0.111679310634145,-0.960924659113743,0.768810320366466,-0.587178984820297,-0.768810320366466,0.7982625,-0.798262500000007,9031,9195,9113
"30","Wk43607","D3/16B SF33","Carah June 2016","","",NA,7806,20,NA,NA,NA,NA,6678,0.7224,"D3","16B","33","D3/16B SF33","XNA","D3_16B_","D3_16_SF33","D3_16_SF33","PF_D3_16_SF33",5000.12118477273,5012.19538936364,99.95732,0.932381833361474,-0.209045295477216,0.798061446118769,0.525484297541306,-0.798061446118769,0.735893,-0.735893000000004,8551,8616,8583.5
"31","Wk43610","E3/20A SF43","Carah June 2016","","",NA,10943,23,NA,NA,NA,NA,10887,0.944581,"E3","20A","43","E3/20A SF43","XNA","E3_20A_","E3_20A_SF43","E3_20A_SF43","PF_E3_20A_SF43",5001.0874929,5013.172096,99.7327589,1.89868996063419,0.767661340886343,0.766731518380123,1.89906563331208,-0.766731518380123,0.9604541,-0.960454100000007,12740,12810,12775
"32","Wk43604","C4/9A SF16","Carah June 2016","","",NA,2757,20,NA,NA,NA,NA,937,0.362725,"C4","9A","16","C4/9A SF16","XNA","C4_9A_","C4_9_SF16","C4_9_SF16","PF_C4_9_SF16",4999.09396957143,5012.18172271429,100.379124571429,-0.0948333679373588,-0.222711944827876,0.0943287730890131,-0.222926132633388,-0.0943287730890131,0.314088428571428,-0.314088428571424,2792,2911,2851.5
"33","Wk43611","E4/22A SF47","Carah June 2016","","",NA,15323,35,NA,NA,NA,NA,16773,1.05,"E4","22A","47","E4/22A SF47","XNA","E4_22A_","E4_22A_SF47","E4_22A_SF47","PF_E4_22A_SF47",5000.74519527273,5013.20417136364,99.6299070909091,1.55639233336148,0.799736704522729,0.505878520732889,1.67511874628886,-0.505878520732889,1.06330590909091,-1.06330590909091,18534,18675,18604.5
"34","Wk43605","C4/36A SF56","Carah June 2016","","",NA,20155,69,NA,NA,NA,NA,23062,1.65,"C4","36A","56","C4/36A SF56","XNA","C4_36A_","C4_36A_SF56","C4_36A_SF56","PF_C4_36A_SF56",4999.47846478571,5012.10388521429,99.0742307142857,0.289661846348476,-0.300549444827798,0.417413203802898,-0.000413892868397122,-0.417413203802898,1.61898228571429,-1.61898228571428,24072,24368,24220
