X,Y,id,NE_OSL_num
-1.73586604589222,100.45042226238901,,1
-1.770398953483308,100.35545676651351,,2
-1.783348793829966,99.712281362629497,,3
-1.796298634176625,99.405801807758593,,4
-1.817881701421054,99.099322252887674,,5
-1.813565087972169,98.823058992158977,,6
-1.822198314869941,98.551112344879158,,7
-1.822198314869941,98.369814580025945,,8
