Name,Northing,Easting,Elevation,Description,,Date Taken
2369,5010.744112,4985.487396,100.500659,CHECK 270612,,27/06/2012
2370,5011.893375,5001.956999,100.262614,PF_E2_10_HM72,,27/06/2012
2371,5012.037242,5001.63418,100.240266,PF_E2_10_HB578,,27/06/2012
2372,5011.351362,5000.333494,100.200753,PF_C3_12_L174,,27/06/2012
2373,5012.156143,5002.112186,100.278383,PF_E2_10_HM73,,27/06/2012
2374,5012.515501,5001.633396,100.186412,PF_E2_11A_05,,27/06/2012
2375,5012.709171,5000.123516,100.222436,PF_D4_SR6,,27/06/2012
2376,5012.556619,5000.395265,100.213733,PF_D4_SR6,,27/06/2012
2377,5012.236033,5000.08491,100.234499,PF_D4_SR6,,27/06/2012
2378,5012.587141,4999.657174,100.220078,PF_D4_SR6,,27/06/2012
2379,5012.006588,5000.135381,100.184889,EL_C3_12_N,,27/06/2012
2380,5011.592324,5000.573324,100.131663,EL_C3_12_E,,27/06/2012
2381,5010.944342,4999.89363,100.16045,EL_C3_12_S,,27/06/2012
2382,5011.523367,4999.250088,100.194217,EL_C3_12_W,,27/06/2012
2383,5011.457182,4999.920292,100.147485,EL_C3_12_C,,27/06/2012
2384,5012.305303,5001.501555,100.181658,PF_E2_11_HB579,,27/06/2012
2385,5011.681835,5000.13289,100.166847,PF_C3_SR14,,27/06/2012
2386,5011.390685,5000.438514,100.169846,PF_C3_SR14,,27/06/2012
2387,5011.248781,5000.240159,100.212148,PF_C3_SR14,,27/06/2012
2388,5011.547426,5000.014357,100.178774,PF_C3_SR14,,27/06/2012
2389,5012.17381,5001.584978,100.190775,PF_E2_11_SH6,,27/06/2012
2390,5012.130897,5001.662609,100.174402,PF_E2_11_SH7,,27/06/2012
2391,5012.2614,4999.827676,100.206846,PF_C4_SR2,,27/06/2012
2392,5012.001986,5000.080114,100.181915,PF_C4_SR2,,27/06/2012
2393,5011.728009,4999.72542,100.177132,PF_C4_SR2,,27/06/2012
2394,5011.958972,4999.495304,100.191861,PF_C4_SR2,,27/06/2012
2395,5012.199836,5001.734458,100.174964,PF_E2_11_HB580,,27/06/2012
2396,5011.778279,4999.665225,100.182393,PF_C3_12_HB581,,27/06/2012
2397,5011.928374,5001.535199,100.235748,PF_D2_10_HB582,,27/06/2012
2398,5012.827298,5001.764428,100.20427,PF_E2_11_HB583,,27/06/2012
2399,5012.908199,5001.838159,100.240008,PF_E2_11_HM75,,27/06/2012
2400,5012.696351,5000.228352,100.229975,PF_SR6_SH6,,27/06/2012
2401,5012.833645,5001.820898,100.269447,PF_E2_11_R53,,27/06/2012
2402,5012.730069,5001.860227,100.256941,PF_E2_11_R53,,27/06/2012
