Name,Easting,Northing,Elevation,Description,,Date Taken
934,4985.479852,5010.740321,100.494975,CHECK,,20/06/2012
935,4999.516466,5012.729904,100.498467,PF_D4_7_L76,,20/06/2012
936,4999.950792,5012.18915,100.461362,PF_D3_7_HB213,,20/06/2012
937,4999.894059,5012.268287,100.460729,PF_D3_7_HB213,,20/06/2012
938,5000.073106,5012.230664,100.468113,PF_D3_7_L77,,20/06/2012
939,4999.715838,5012.668955,100.455283,PF_D4_7_L78,,20/06/2012
940,4999.998473,5012.252075,100.446332,PF_D3_7_L79,,20/06/2012
941,5000.031,5012.350422,100.478718,PF_D3_7_L80,,20/06/2012
942,4999.736823,5012.391067,100.461855,PF_D4_7_HB214,,20/06/2012
943,4999.818811,5012.333226,100.485835,PF_D4_7_L81,,20/06/2012
944,5000.163656,5012.272191,100.445582,PF_D3_7_L82,,20/06/2012
945,4999.716391,5012.840425,100.462246,PF_D4_7_HB215,,20/06/2012
946,4999.89559,5012.204268,100.445008,PF_D3_7_HB216,,20/06/2012
947,4999.767364,5012.314981,100.467239,PF_D4_7_HB217,,20/06/2012
948,4999.736496,5012.433261,100.509559,PF_D4_7_L83,,20/06/2012
949,4999.752178,5012.539281,100.494811,PF_D4_7_L83,,20/06/2012
950,4999.777928,5012.497167,100.519018,PF_D4_7_L83,,20/06/2012
951,4999.823335,5012.439843,100.494255,PF_D4_7_L83,,20/06/2012
952,4999.853095,5012.485613,100.477903,PF_D4_7_L83,,20/06/2012
953,4999.777206,5012.439498,100.447616,PF_D4_7_L83,,20/06/2012
954,4999.796107,5012.538433,100.45074,PF_D4_7_L83,,20/06/2012
955,4999.81448,5012.48437,100.469238,PF_D4_7_L83,,20/06/2012
956,5000.267239,5012.421261,100.467976,PF_D3_7_L84,,20/06/2012
957,5000.355516,5011.143476,100.367833,PF_C2_7_HB218,,20/06/2012
958,4999.884625,5012.395062,100.4578,PF_D4_7_HB219,,20/06/2012
959,4999.878138,5012.259438,100.441302,PF_D3_7_HM27,,20/06/2012
960,4999.817987,5012.279929,100.44003,PF_D3_7_HB220,,20/06/2012
961,4999.876423,5012.934818,100.502169,PF_D4_7_L85,,20/06/2012
962,5000.059609,5012.196803,100.415271,PF_D3_7_HB221,,20/06/2012
963,5000.5337,5011.544345,100.36924,EL_C2_7_N,,20/06/2012
964,5000.873274,5011.223105,100.343466,EL_C2_7_E,,20/06/2012
965,5000.23997,5010.616741,100.374722,EL_C2_7_S,,20/06/2012
966,4999.925654,5010.896663,100.375507,EL_C2_7_W,,20/06/2012
967,5000.482864,5010.999853,100.366088,EL_C2_7_C,,20/06/2012
968,5000.117751,5012.92096,100.475392,PF_D4_7_L86,,20/06/2012
969,5000.401935,5012.540028,100.474523,PF_D3_7_HB222,,20/06/2012
970,5000.238665,5012.723099,100.480463,PF_D3_7_C14X19,,20/06/2012
971,5000.34044,5012.508833,100.454052,PF_D3_7_HB223,,20/06/2012
972,5000.371937,5012.609538,100.458543,PF_D3_7_HB223,,20/06/2012
973,4999.767965,5013.453051,100.575107,PF_D4_7_R16,,20/06/2012
974,4999.863716,5013.538081,100.533245,PF_D4_7_R16,,20/06/2012
975,4999.714112,5013.543258,100.553951,PF_D4_7_R16,,20/06/2012
976,4999.702414,5013.528428,100.493389,PF_D4_7_R16,,20/06/2012
977,4999.765407,5013.437462,100.490342,PF_D4_7_R16,,20/06/2012
978,4999.852082,5013.486301,100.48115,PF_D4_7_R16,,20/06/2012
979,5000.489023,5012.472259,100.487812,PF_D3_7_R17,,20/06/2012
980,5000.491919,5012.608612,100.448473,PF_D3_7_R17,,20/06/2012
981,5000.547614,5012.635415,100.473423,PF_D3_7_R17,,20/06/2012
982,5000.607972,5012.50879,100.470003,PF_D3_7_R17,,20/06/2012
983,5000.552727,5012.543316,100.503116,PF_D3_7_R17,,20/06/2012
984,5000.463128,5012.514708,100.448518,PF_D3_7_R17,,20/06/2012
985,5000.493903,5012.597504,100.446379,PF_D3_7_R17,,20/06/2012
986,5000.564295,5012.624162,100.464348,PF_D3_7_R17,,20/06/2012
987,5000.578898,5012.531231,100.457063,PF_D3_7_R17,,20/06/2012
988,5000.529168,5012.572001,100.435224,PF_D3_7_R17,,20/06/2012
989,4999.825731,5013.689421,100.487715,EL_D4_7_N,,20/06/2012
990,5000.421118,5013.026219,100.464495,EL_D4_7_E,,20/06/2012
991,4999.812745,5012.293808,100.43795,EL_D4_7_S,,20/06/2012
992,4999.135632,5012.940268,100.467556,EL_D4_7_W,,20/06/2012
993,4999.866028,5012.946913,100.466322,EL_D4_7_C,,20/06/2012
994,5000.236051,5013.223754,100.467181,PF_D4_7A_SF8,,20/06/2012
995,5000.192654,5013.123753,100.464789,PF_D4_7A_SF8,,20/06/2012
996,5000.202263,5013.002117,100.463654,PF_D4_7A_SF8,,20/06/2012
997,5000.206202,5012.898375,100.456657,PF_D4_7A_SF8,,20/06/2012
998,5000.263442,5012.829545,100.461642,PF_D4_7A_SF8,,20/06/2012
999,5000.420719,5013.023994,100.465981,PF_D4_7A_SF8,,20/06/2012
1000,5001.007946,5012.412362,100.434267,PF_D3_7_HB224,,20/06/2012
1001,5000.655714,5012.654957,100.43947,PF_D3_7_HB225,,20/06/2012
1002,5000.503867,5012.676525,100.560195,PF_D3_7A_R18,,20/06/2012
1003,5000.493673,5012.795427,100.542311,PF_D3_7A_R18,,20/06/2012
1004,5000.581213,5012.900125,100.532109,PF_D3_7A_R18,,20/06/2012
1005,5000.73288,5012.819893,100.554794,PF_D3_7A_R18,,20/06/2012
1006,5000.594189,5012.670084,100.572933,PF_D3_7A_R18,,20/06/2012
1007,5000.511715,5012.677997,100.55809,PF_D3_7A_R18,,20/06/2012
1008,5000.597346,5012.810155,100.551048,PF_D3_7A_R18,,20/06/2012
1009,5000.527326,5012.710105,100.485173,PF_D3_7A_R18,,20/06/2012
1010,5000.558057,5012.855418,100.508819,PF_D3_7A_R18,,20/06/2012
1011,5000.692259,5012.827889,100.490103,PF_D3_7A_R18,,20/06/2012
1012,5000.573954,5012.657093,100.498287,PF_D3_7A_R18,,20/06/2012
