Name,Northing,Easting,Elevation,Description
677,5010.821044,4984.827782,100.52456,CHECK
678,5010.941914,5001.098919,100.365586,PF_D2_9_HB339
679,5010.979311,5001.097712,100.36841,PF_D2_9_HB340
680,5010.96122,5001.034655,100.395849,PF_D2_9_HB340
681,5010.983631,5001.09003,100.359883,PF_D2_9_HB341
682,5010.964274,5001.020379,100.391178,PF_D2_9_HB341
683,5010.973334,5000.997658,100.370365,PF_D2_9_HB342
684,5010.996555,5000.97395,100.368019,PF_D2_9_HB343
685,5011.018005,5000.963954,100.367222,PF_D2_9_HB344
686,5010.952885,5001.092025,100.361053,PF_D2_9_HB345
687,5010.948433,5001.032503,100.384593,PF_D2_9_HB346
688,5010.98012,5001.034598,100.373692,PF_D2_9_HB347
689,5010.997726,5001.067558,100.354392,PF_D2_9_HB348
690,5010.997939,5001.0681,100.353939,PF_D2_9_HB349
691,5010.143707,4999.263052,100.269343,PF_B2_10_HB351
692,5009.785703,4999.591708,100.290598,PF_B2_10_HB352
693,5012.005594,4998.277725,100.308905,PF_C4_10_L111
694,5010.964556,5001.060695,100.361241,PF_D2_9_HB354
695,5011.41484,4998.853603,100.316161,PF_C4_10_HB355
696,5011.431407,4998.945083,100.327033,PF_C4_10_HB355
697,5010.290833,4999.368018,100.28034,EL_B2_10_N
698,5009.913563,4999.708896,100.263803,EL_B2_10_E
699,5009.774714,4999.599992,100.26481,EL_B2_10_S
700,5010.137403,4999.214805,100.267091,EL_B2_10_W
701,5011.042939,5000.982469,100.345754,PF_D2_9_HB356
702,5011.031113,5001.004666,100.349252,PF_D2_9_HB357
703,5011.010831,5001.024141,100.339591,PF_D2_9_HB358
704,5010.956098,5001.06112,100.323293,PF_D2_9_HB359
705,5011.849541,4998.793997,100.384449,PF_C4_10_R38
706,5011.866909,4998.72044,100.343542,PF_C4_10_R38
707,5011.953439,4998.687729,100.302044,PF_C4_10_R38
708,5011.927016,4998.770933,100.341029,PF_C4_10_R38
709,5011.900291,4998.754516,100.34457,PF_C4_10_R38
710,5011.85304,4998.759238,100.306368,PF_C4_10_R38
711,5011.889119,4998.683062,100.29525,PF_C4_10_R38
712,5011.985871,4998.726112,100.306233,PF_C4_10_R38
713,5011.937752,4998.772032,100.299809,PF_C4_10_R38
714,5011.921991,4998.747178,100.261444,PF_C4_10_R38
715,5011.649188,4999.139292,100.352331,PF_C4_10_HB360
716,5011.830027,4999.265189,100.364753,PF_C4_10_HB361
717,5011.755717,4999.185243,100.322147,PF_C4_10_HB362
718,5011.754709,4999.259034,100.340793,PF_C4_10_HB363
719,5011.814655,4999.276737,100.338247,PF_C4_10_HB364
720,5011.779538,4999.251726,100.316675,PF_C4_10_HB365
721,5011.801479,4999.246582,100.318661,PF_C4_10_HB366
722,5011.821907,4999.209236,100.316502,PF_C4_10_HB367
723,5012.430819,4998.656123,100.298537,EL_C4_10_N
724,5011.77255,4999.305729,100.319275,EL_C4_10_E
725,5011.12889,4998.658231,100.30162,EL_C4_10_S
726,5011.79385,4998.011048,100.307549,EL_C4_10_W
727,5011.801399,4998.700801,100.3,EL_C4_10_C
728,5011.824112,4998.206262,100.291158,PF_C4_10_SF18
729,5011.852089,4998.424017,100.29962,PF_C4_10_SF18
730,5011.929861,4998.567868,100.294681,PF_C4_10_SF18
731,5012.184554,4998.665151,100.290586,PF_C4_10_SF18
732,5012.394423,4998.599839,100.293044,PF_C4_10_SF18
733,5011.966476,4998.278037,100.294874,PF_C4_10_SF18
734,5012.004094,4998.401418,100.26049,PF_C4_10_SF18
735,5012.241981,4998.473785,100.307539,PF_C4_10_SF18
736,5012.106402,4998.577503,100.217351,PF_C4_10_SF18
737,5011.969604,4998.347205,100.195676,PF_C4_10_SF18
CP1,5016,5006,100.37,control point
TBM03,5020,5003,100.795,TBM03
TBM04,5009,4996,100.754,TBM04
