Name,Northing,Easting,Elevation,Description,,Date Taken
1580,5010.756915,4985.482238,100.504288,CHECK140712,,14/07/2012
1581,5012.458808,5000.081415,98.996351,PF_D3_33_L1353,,14/07/2012
1582,5012.469863,5000.063179,99.017061,PF_D3_33_L1354,,14/07/2012
1583,5010.979077,4999.029818,98.920121,PF_B3_35_L1355,,14/07/2012
1584,5011.493294,4999.181387,98.897643,EL_B3_35_N,,14/07/2012
1585,5010.798934,4999.898502,98.903997,EL_B3_35_E,,14/07/2012
1586,5010.828413,4998.565299,98.910504,EL_B3_35_W,,14/07/2012
1587,5010.800269,4999.232822,98.909787,EL_B3_35_C,,14/07/2012
1588,5012.242913,4999.886006,98.99602,EL_C3_33_N,,14/07/2012
1589,5011.588058,5000.541682,98.948828,EL_C3_33_E,,14/07/2012
1590,5010.84359,4999.925288,98.959071,EL_C3_33_S,,14/07/2012
1591,5011.504693,4999.247557,99.01935,EL_C3_33_W,,14/07/2012
1592,5011.585617,4999.917691,98.964756,EL_C3_33_C,,14/07/2012
1593,5012.659624,5000.713226,98.96751,PF_D3_33_L1356,,14/07/2012
1594,5011.944165,5000.449322,98.993435,PF_D3_33_L1357,,14/07/2012
1595,5011.416007,5002.236697,98.925001,PF_D1_33_HM309,,14/07/2012
1596,5011.133526,4999.024867,98.856671,PF_B3_36_L1358,,14/07/2012
1597,5011.502825,5002.043828,98.921282,PF_D1_33_C14X173,,14/07/2012
1598,5012.891406,5000.51809,98.958433,EL_D3_33_N,,14/07/2012
1599,5012.386217,5001.178104,98.929753,EL_D3_33_E,,14/07/2012
1600,5011.625531,5000.605058,98.943356,EL_D3_33_S,,14/07/2012
1601,5012.274546,4999.893495,98.975606,EL_D3_33_W,,14/07/2012
1602,5012.284023,5000.530707,98.966369,EL_D3_33_C,,14/07/2012
1603,5010.919279,4999.605925,98.854377,PF_B3_36_L1359,,14/07/2012
1604,5011.004283,5001.743832,98.94057,PF_D1_33_C14X174,,14/07/2012
