Description,Easting,Northing,Elevation,year,X,Y,Xnew,Ynew,Xnew_flipped,type,square,spit,cnr,find,findn,depth_below_ground_surface
EL_C2_3_N,5000.618733,5011.56014,100.600626,2012,1.4299300606344332,-0.8442946591139844,1.6006476373046938,0.4421092522276534,-1.6006476373046938,EL,C2,3,N,,,0.09258699999999465
EL_C2_3_S,5000.292082,5010.714212,100.616333,2012,1.1032790606341223,-1.690222659113715,1.9822464645563564,-0.38049477889844263,-1.9822464645563564,EL,C2,3,S,,,0.07688000000000272
EL_C2_3_W,4999.967872,5010.916189,100.633474,2012,0.779069060634356,-1.4882456591139999,1.6117411794172125,-0.4734069218760696,-1.6117411794172125,EL,C2,3,W,,,0.059738999999993325
EL_C4_3_N,4999.148708,5012.935332,100.652755,2012,-0.040094939366099425,0.5308973408864404,-0.4097478724372797,0.3399503960229892,0.4097478724372797,EL,C4,3,N,,,0.04045800000000099
EL_C4_3_E,4999.852249,5012.289033,100.657499,2012,0.6634460606337598,-0.11540165911355871,0.5438813657927851,0.3970784283236639,-0.5438813657927851,EL,C4,3,E,,,0.03571399999999869
EL_C4_3_S,4999.231977,5011.635141,100.626462,2012,0.043174060634555644,-0.7692936591138277,0.5833747697552295,-0.5033394594877809,-0.5833747697552295,EL,C4,3,S,,,0.06675099999999645
EL_C4_3_W,4998.533506,5012.263058,100.622401,2012,-0.6552969393660533,-0.1413766591140302,-0.3535096463271589,-0.5695896491671952,0.3535096463271589,EL,C4,3,W,,,0.07081200000000365
EL_C4_3_C,4999.194212,5012.257159,100.643235,2012,0.005409060634519847,-0.14727565911380225,0.10969869246775521,-0.09841531677141349,-0.10969869246775521,EL,C4,3,C,,,0.04997799999999586
PF_D2_3_HB5,5001.438039,5011.656722,100.633703,2012,2.249236060633848,-0.7477126591138585,2.100310131575168,1.0985601614192495,-2.100310131575168,PF,D2,3,,HB,5,0.05951000000000306
PF_D4_3_L5,4999.53943,5013.010169,100.654569,2012,0.35062706063399673,0.6057343408865563,-0.1921627972527596,0.6729984299610974,0.1921627972527596,PF,D4,3,,L,5,0.03864400000000501
PF_D2_3_H6,5001.267269,5011.983255,100.611303,2012,2.0784660606341276,-0.4211796591134771,1.7467951386278244,1.2025473853969721,-1.7467951386278244,PF,D2,3,,H,6,0.08190999999999349
PF_D2_3_H7,5001.29,5011.460044,100.671708,2012,2.1011970606341492,-0.9443906591131963,2.138951914321527,0.8554457977324581,-2.138951914321527,PF,D2,3,,H,7,0.02150500000000477
PF_D2_3_HM1,5001.3033,5011.469865,100.662386,2012,2.1144970606337665,-0.9345696591135493,2.1411262344694935,0.8718352569327193,-2.1411262344694935,PF,D2,3,,HM,1,0.030827000000002158
PF_D2_3_HB8,5001.28365,5011.466653,100.655573,2012,2.0948470606344927,-0.9377816591131705,2.129786716928894,0.8554689871709362,-2.129786716928894,PF,D2,3,,HB,8,0.03763999999999612
PF_D2_3_HB9,5001.292627,5011.455514,100.65903,2012,2.103824060633997,-0.9489206591133552,2.1440353911562653,0.8541887009695484,-2.1440353911562653,PF,D2,3,,HB,9,0.03418299999999874
PF_D2_3_HB10,5001.226695,5011.387751,100.659463,2012,2.0378920606344764,-1.0166836591133688,2.1469797983658534,0.759689054096543,-2.1469797983658534,PF,D2,3,,HB,10,0.033749999999997726
PF_D2_3A_HB11,5001.209209,5011.346786,100.620837,2012,2.0204060606338317,-1.0576486591135108,2.1643007570205346,0.718653998201406,-2.1643007570205346,PF,D2,3A,,HB,11,0.07237600000000555
PF_D2_3A_HB12,5001.259987,5011.400032,100.630117,2012,2.0711840606345504,-1.004402659114021,2.161272152747736,0.7921684141766244,-2.161272152747736,PF,D2,3A,,HB,12,0.0630960000000016
PF_D2_3A_HB13,5001.297027,5011.456021,100.617526,2012,2.108224060633802,-0.9484136591136121,2.1467271827075622,0.8577059878845424,-2.1467271827075622,PF,D2,3A,,HB,13,0.07568700000000206
